Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.458,-64.2033,-0.6,
0.46,-64.6813,-0.8,
0.462,-65.1628,-2.2,
0.464,-65.6273,-3,
0.466,-66.118,-2.7,
0.468,-66.5801,-3.9,
0.47,-67.0213,-4.9,
0.472,-67.4376,-5.8,
0.474,-67.8374,-6.8,
0.476,-68.2201,-7.6,
0.478,-68.5844,-8.6,
0.48,-68.9299,-9.5,
0.482,-69.2571,-10.3,
0.484,-69.5622,-11,
0.486,-69.8418,-11.8,
0.488,-70.1048,-12.6,
0.49,-70.3484,-15.8,
0.492,-70.5522,-25.8,
0.494,-70.7024,-32.8,
0.496,-70.7817,-37.1,
0.498,-70.7964,-37.5,
0.5,-70.7835,-34.8,
0.502,-70.7622,-32.6,
0.504,-70.7439,-31.6,
0.506,-70.742,-31.6,
0.508,-70.7506,-32.7,
0.51,-70.7567,-33.5,
0.512,-70.7579,-33.8,
0.514,-70.7573,-34,
0.516,-70.7573,-34,
0.518,-70.753,-34,
0.52,-70.7451,-34.1,
0.522,-70.7427,-33.1,
0.524,-70.7378,-32.2,
0.526,-70.7268,-31.3,
0.528,-70.7127,-30.2,
0.53,-70.6889,-28.6,
0.532,-70.6633,-26.2,
0.534,-70.6151,-23.5,
0.536,-70.5583,-20.4,
0.538,-70.4961,-17.3,
0.54,-70.421,-14.5,
0.542,-70.3392,-11.8,
0.544,-70.2367,-9.7,
0.546,-70.1152,-10,
0.548,-69.9596,-9.5,
0.55,-69.7636,-8.8,
0.552,-69.5213,-8.1,
0.554,-69.2369,-7.5,
0.556,-68.9043,-6.8,
0.558,-68.5277,-5.9,
0.56,-68.1029,-5,
0.562,-67.6378,-4.1,
0.564,-67.1324,-3.2,
0.566,-66.5813,-2.4,
0.568,-65.9862,-1.6,
0.57,-65.4118,-2.4,
0.572,-64.818,-1.9,
0.574,-64.243,-1.2,
0.576,-63.687,-0.3,
0.578,-63.1535,0.2,
0.58,-62.6585,-0.3,
0.582,-62.2038,-0.2,
0.584,-61.7803,-0.4,
0.586,-61.3957,-0.3,
0.588,-61.0478,-0.2,
0.59,-60.7311,-0.2,
0.592,-60.4485,0,
0.594,-60.1958,0,
0.596,-59.9693,0,
0.598,-59.7679,0,
0.6,-59.5836,0,
0.602,-59.4267,0,
0.604,-59.2864,0,
0.606,-59.1588,0,
0.608,-59.0508,0,
0.61,-58.9629,-0.1,
0.612,-58.8872,-0.1,
0.614,-58.8341,0,
0.616,-58.7987,0,
0.618,-58.7767,0,
0.62,-58.7822,0.1,
0.622,-58.7907,0.4,
0.624,-58.8078,0.3,
0.626,-58.8329,0.1,
0.628,-58.8744,0,
0.63,-58.9287,0,
0.632,-59.005,0,
0.634,-59.0996,0,
0.636,-59.218,0,
0.638,-59.359,-0.1,
0.64,-59.5213,-0.1,
0.642,-59.7081,-0.1,
0.644,-59.9205,-0.1,
0.646,-60.1604,-0.2,
0.648,-60.4308,-0.2,
0.65,-60.7225,-0.1,
0.652,-61.0503,-0.1,
0.654,-61.3982,-0.1,
0.656,-61.7735,0,
0.658,-62.169,0,
0.66,-62.5926,0,
0.662,-63.0315,-0.7,
0.664,-63.4831,-0.6,
0.666,-63.9415,-1.4,
0.668,-64.4084,-0.6,
0.67,-64.8876,-1.9,
0.672,-65.3746,-2.4,
0.674,-65.8476,-2,
0.676,-66.3225,-3.3,
0.678,-66.7748,-4.4,
0.68,-67.2069,-5.4,
0.682,-67.6164,-6.3,
0.684,-68.0107,-7.2,
0.686,-68.383,-8.1,
0.688,-68.737,-9,
0.69,-69.0746,-9.9,
0.692,-69.3944,-10.6,
0.694,-69.688,-11.4,
0.696,-69.9584,-12.2,
0.698,-70.2178,-13.2,
0.7,-70.4466,-20.6,
0.702,-70.6267,-29.1,
0.704,-70.7494,-35.2,
0.706,-70.8019,-38,
0.708,-70.7994,-36.3,
0.71,-70.7726,-33.7,
0.712,-70.753,-31.8,
0.714,-70.7433,-31.4,
0.716,-70.7445,-31.9,
0.718,-70.7542,-33,
0.72,-70.7555,-33.6,
0.722,-70.7585,-33.8,
0.724,-70.7573,-34,
0.726,-70.753,-34,
0.728,-70.7469,-34.5,
0.73,-70.7494,-33.4,
0.732,-70.7396,-32.6,
0.734,-70.7329,-31.7,
0.736,-70.7213,-30.9,
0.738,-70.706,-29.6,
0.74,-70.6816,-27.7,
0.742,-70.6438,-25.1,
0.744,-70.5925,-22.1,
0.746,-70.5321,-19,
0.748,-70.4631,-16,
0.75,-70.3862,-13.3,
0.752,-70.3001,-10.6,
0.754,-70.1891,-10.4,
0.756,-70.0511,-9.6,
0.758,-69.8802,-9.1,
0.76,-69.6636,-8.5,
0.762,-69.4035,-7.9,
0.764,-69.0971,-7.2,
0.766,-68.7425,-6.5,
0.768,-68.3446,-5.6,
0.77,-67.9076,-4.7,
0.772,-67.4248,-3.9,
0.774,-66.8968,-3,
0.776,-66.328,-2.1,
0.778,-65.7591,-1.7,
0.78,-65.1488,-2.4,
0.782,-64.5622,-1.5,
0.784,-63.9934,-0.9,
0.786,-63.4453,-0.1,
0.788,-62.9326,0,
0.79,-62.4571,-0.2,
0.792,-62.0146,-0.4,
0.794,-61.6094,-0.3,
0.796,-61.2401,-0.3,
0.798,-60.9087,-0.2,
0.8,-60.6053,-0.1,
0.802,-60.3362,0,
0.804,-60.0963,0,
0.806,-59.8839,0,
0.808,-59.688,0.1,
0.81,-59.5146,0,
0.812,-59.3596,0.1,
0.814,-59.2284,0,
0.816,-59.1057,0,
0.818,-59.0093,0,
0.82,-58.9232,0,
0.822,-58.8597,-0.1,
0.824,-58.8146,-0.1,
0.826,-58.7895,-0.1,
0.828,-58.7804,0.2,
0.83,-58.7853,0.3,
0.832,-58.7962,0.3,
0.834,-58.8164,0.1,
0.836,-58.85,0.1,
0.838,-58.8927,0,
0.84,-58.9568,0,
0.842,-59.0392,0,
0.844,-59.146,-0.1,
0.846,-59.2699,-0.1,
0.848,-59.4206,-0.2,
0.85,-59.5989,-0.2,
0.852,-59.7936,-0.2,
0.854,-60.02,-0.2,
0.856,-60.2733,-0.2,
0.858,-60.5541,-0.2,
0.86,-60.8605,-0.2,
0.862,-61.1961,-0.1,
0.864,-61.5569,-0.1,
0.866,-61.9426,0,
0.868,-62.3564,0,
0.87,-62.7788,0,
0.872,-63.2298,-1.1,
0.874,-63.6845,-2.4,
0.876,-64.1466,-0.7,
0.878,-64.6202,-0.8,
0.88,-65.103,-2.8,
0.882,-65.5754,-3,
0.884,-66.0631,-2.8,
0.886,-66.5257,-3.8,
0.888,-66.9688,-4.7,
0.89,-67.3943,-5.8,
0.892,-67.7959,-6.6,
0.894,-68.1792,-7.6,
0.896,-68.5411,-8.6,
0.898,-68.8872,-9.5,
0.9,-69.2186,-10.3,
0.902,-69.5226,-11.2,
0.904,-69.8058,-11.8,
0.906,-70.0713,-12.6,
0.908,-70.3172,-14.4,
0.91,-70.529,-24.4,
0.912,-70.6883,-32,
0.914,-70.7793,-36.9,
0.916,-70.8061,-38.1,
0.918,-70.7933,-35.4,
0.92,-70.7665,-32.9,
0.922,-70.753,-31.7,
0.924,-70.7494,-31.6,
0.926,-70.7518,-32.4,
0.928,-70.7561,-33.3,
0.93,-70.7591,-33.8,
0.932,-70.761,-34,
0.934,-70.7561,-34,
0.936,-70.7542,-34,
0.938,-70.7542,-33.7,
0.94,-70.7469,-33.1,
0.942,-70.7384,-32.3,
0.944,-70.7329,-31.5,
0.946,-70.7182,-30.4,
0.948,-70.7036,-28.9,
0.95,-70.6676,-26.7,
0.952,-70.6273,-23.9,
0.954,-70.5687,-20.8,
0.956,-70.5077,-17.7,
0.958,-70.4356,-14.8,
0.96,-70.3526,-12,
0.962,-70.2574,-9.8,
0.964,-70.1378,-10.3,
0.966,-69.9852,-9.6,
0.968,-69.7936,-8.9,
0.97,-69.5592,-8.3,
0.972,-69.2815,-7.6,
0.974,-68.9549,-7,
0.976,-68.582,-6.1,
0.978,-68.1633,-5.2,
0.98,-67.7055,-4.3,
0.982,-67.2014,-3.5,
0.984,-66.6582,-2.6,
0.986,-66.071,-1.8,
0.988,-65.4918,-2.9,
0.99,-64.8955,-1.9,
0.992,-64.3126,-1.2,
0.994,-63.7541,-0.5,
0.996,-63.2188,0,
0.998,-62.7232,-0.4,
1,-62.2582,-0.3,
1.002,-61.8303,-0.5,
1.004,-61.4446,-0.4,
1.006,-61.0887,-0.3,
1.008,-60.7719,-0.2,
1.01,-60.4826,-0.1,
1.012,-60.2281,0,
1.014,-59.998,0,
1.016,-59.7929,0,
1.018,-59.6068,0,
1.02,-59.4432,0,
1.022,-59.2973,0,
1.024,-59.1692,0,
1.026,-59.0599,-0.1,
1.028,-58.9665,-0.1,
1.03,-58.8927,-0.1,
1.032,-58.8384,-0.1,
1.034,-58.8048,0,
1.036,-58.7871,-0.1,
1.038,-58.7834,0,
1.04,-58.7914,0.2,
1.042,-58.8054,0.2,
1.044,-58.8292,0.1,
1.046,-58.867,0,
1.048,-58.9244,0,
1.05,-58.9964,0,
1.052,-59.088,0,
1.054,-59.2033,-0.1,
1.056,-59.3395,-0.1,
1.058,-59.5,-0.1,
1.06,-59.6806,-0.2,
1.062,-59.8912,-0.2,
1.064,-60.1292,-0.2,
1.066,-60.3941,-0.3,
1.068,-60.6841,-0.2,
1.07,-61.0069,-0.2,
1.072,-61.3536,-0.1,
1.074,-61.7247,-0.1,
1.076,-62.1233,0,
1.078,-62.5383,0,
1.08,-62.9747,-0.3,
1.082,-63.427,-0.7,
1.084,-63.889,-2.1,
1.086,-64.3529,-0.5,
1.088,-64.8271,-1.5,
1.09,-65.3197,-2.3,
1.092,-65.7927,-2.2,
1.094,-66.2682,-3.2,
1.096,-66.7235,-4.5,
1.098,-67.1599,-5.3,
1.1,-67.5731,-6.2,
1.102,-67.9637,-7.2,
1.104,-68.3409,-8.2,
1.106,-68.698,-9,
1.108,-69.0361,-9.8,
1.11,-69.3529,-10.6,
1.112,-69.655,-11.4,
1.114,-69.9266,-12.3,
1.116,-70.183,-13.1,
1.118,-70.4192,-19.2,
1.12,-70.6102,-28.1,
1.122,-70.7414,-34.6,
1.124,-70.8006,-38.1,
1.126,-70.808,-37.3,
1.128,-70.7866,-34.3,
1.13,-70.7646,-32.3,
1.132,-70.7512,-31.7,
1.134,-70.7555,-32,
1.136,-70.7591,-33.1,
1.138,-70.761,-33.7,
1.14,-70.7616,-34,
1.142,-70.764,-34.1,
1.144,-70.7604,-34.2,
1.146,-70.7524,-34.3,
1.148,-70.753,-33.5,
1.15,-70.7457,-32.8,
1.152,-70.7427,-32.1,
1.154,-70.7298,-31.3,
1.156,-70.7152,-30.1,
1.158,-70.6932,-28.2,
1.16,-70.659,-25.6,
1.162,-70.6035,-22.7,
1.164,-70.5461,-19.4,
1.166,-70.4778,-16.4,
1.168,-70.4033,-13.5,
1.17,-70.3111,-10.9,
1.172,-70.2092,-10.1,
1.174,-70.0743,-9.7,
1.176,-69.9022,-9.2,
1.178,-69.6935,-8.7,
1.18,-69.4432,-8,
1.182,-69.1417,-7.4,
1.184,-68.7938,-6.7,
1.186,-68.4032,-5.8,
1.188,-67.968,-4.9,
1.19,-67.4913,-4,
1.192,-66.9713,-3.1,
1.194,-66.4067,-2.3,
1.196,-65.8391,-1.4,
1.198,-65.2324,-2.7,
1.2,-64.6385,-1.9,
1.202,-64.0678,-1.1,
1.204,-63.5204,-0.2,
1.206,-62.9979,0.1,
1.208,-62.5163,-0.3,
1.21,-62.0714,-0.3,
1.212,-61.6576,-0.4,
1.214,-61.2853,-0.4,
1.216,-60.9477,-0.2,
1.218,-60.6468,-0.2,
1.22,-60.3746,-0.1,
1.222,-60.128,0,
1.224,-59.9083,0,
1.226,-59.7179,0,
1.228,-59.5445,0,
1.23,-59.3895,0,
1.232,-59.2552,0,
1.234,-59.1362,0,
1.236,-59.0349,-0.1,
1.238,-58.9513,-0.1,
1.24,-58.8878,-0.1,
1.242,-58.8396,-0.1,
1.244,-58.8146,-0.1,
1.246,-58.803,0,
1.248,-58.8066,0.4,
1.25,-58.8182,0.3,
1.252,-58.8316,0.2,
1.254,-58.8579,0.1,
1.256,-58.8969,0,
1.258,-58.9549,0,
1.26,-59.0324,-0.1,
1.262,-59.1252,-0.1,
1.264,-59.2473,-0.1,
1.266,-59.3871,-0.2,
1.268,-59.5561,-0.3,
1.27,-59.7557,-0.3,
1.272,-59.9699,-0.3,
1.274,-60.2208,-0.3,
1.276,-60.5022,-0.3,
1.278,-60.8104,-0.2,
1.28,-61.1406,-0.1,
1.282,-61.505,-0.2,
1.284,-61.8919,0,
1.286,-62.3015,0,
1.288,-62.7257,0,
1.29,-63.1731,-1.1,
1.292,-63.6296,-1.6,
1.294,-64.0935,-0.7,
1.296,-64.5671,-0.7,
1.298,-65.0487,-2.7,
1.3,-65.5425,-2.8,
1.302,-66.0057,-2.6,
1.304,-66.4732,-3.7,
1.306,-66.9182,-4.6,
1.308,-67.3448,-5.6,
1.31,-67.7464,-6.7,
1.312,-68.1303,-7.7,
1.314,-68.4978,-8.6,
1.316,-68.8463,-9.4,
1.318,-69.1789,-10.2,
1.32,-69.4908,-11,
1.322,-69.7728,-11.9,
1.324,-70.0426,-12.6,
1.326,-70.2867,-13.8,
1.328,-70.5107,-23.4,
1.33,-70.6743,-31.2,
1.332,-70.7756,-36.6,
1.334,-70.8086,-38.5,
1.336,-70.8025,-35.8,
1.338,-70.7774,-33.4,
1.34,-70.7573,-32,
1.342,-70.7506,-31.7,
1.344,-70.7542,-32.4,
1.346,-70.7622,-33.4,
1.348,-70.7652,-33.9,
1.35,-70.764,-34.1,
1.352,-70.7591,-34.2,
1.354,-70.761,-34.2,
1.356,-70.7536,-33.2,
1.358,-70.7512,-33.2,
1.36,-70.7439,-32.6,
1.362,-70.7372,-31.8,
1.364,-70.7231,-30.8,
1.366,-70.7066,-29.3,
1.368,-70.6761,-27.1,
1.37,-70.6346,-24.4,
1.372,-70.5821,-21.2,
1.374,-70.5144,-18.1,
1.376,-70.4472,-15.1,
1.378,-70.3679,-12.4,
1.38,-70.2739,-10,
1.382,-70.1543,-10.5,
1.384,-70.0078,-9.7,
1.386,-69.8216,-9,
1.388,-69.5934,-8.4,
1.39,-69.3175,-7.8,
1.392,-68.9977,-7,
1.394,-68.6278,-6.4,
1.396,-68.2182,-5.3,
1.398,-67.7641,-4.5,
1.4,-67.2643,-3.7,
1.402,-66.7265,-2.8,
1.404,-66.1467,-1.9,
1.406,-65.5626,-3.6,
1.408,-64.9669,-2,
1.41,-64.3822,-1.3,
1.412,-63.8243,-0.6,
1.414,-63.2866,0,
1.416,-62.7831,-0.3,
1.418,-62.3161,-0.3,
1.42,-61.8889,-0.5,
1.422,-61.4952,-0.4,
1.424,-61.1333,-0.3,
1.426,-60.8122,-0.3,
1.428,-60.5235,-0.2,
1.43,-60.2635,-0.1,
1.432,-60.0304,0,
1.434,-59.8229,0,
1.436,-59.6379,0,
1.438,-59.4743,0,
1.44,-59.3242,0,
1.442,-59.1991,0,
1.444,-59.0825,0,
1.446,-58.9897,-0.1,
1.448,-58.9153,-0.1,
1.45,-58.8554,-0.1,
1.452,-58.8176,-0.1,
1.454,-58.8011,-0.1,
1.456,-58.7962,0,
1.458,-58.8048,0.3,
1.46,-58.8176,0.1,
1.462,-58.8365,0.1,
1.464,-58.8719,0,
1.466,-58.9177,0,
1.468,-58.9879,0,
1.47,-59.0727,-0.1,
1.472,-59.182,-0.1,
1.474,-59.3144,-0.2,
1.476,-59.4707,-0.3,
1.478,-59.6501,-0.2,
1.48,-59.8528,-0.3,
1.482,-60.0914,-0.3,
1.484,-60.352,-0.3,
1.486,-60.6419,-0.3,
1.488,-60.9587,-0.2,
1.49,-61.3072,-0.2,
1.492,-61.6753,-0.1,
1.494,-62.0738,-0.1,
1.496,-62.4919,0,
1.498,-62.9271,-0.1,
1.5,-63.3782,-0.8,
1.502,-63.8365,-2.8,
1.504,-64.298,-0.6,
1.506,-64.7716,-1.3,
1.508,-65.2623,-2.4,
1.51,-65.728,-2.8,
1.512,-66.2126,-3.2,
1.514,-66.6698,-4.4,
1.516,-67.1068,-5.3,
1.518,-67.523,-6.1,
1.52,-67.9173,-7.2,
1.522,-68.2927,-8.1,
1.524,-68.6516,-9,
1.526,-68.9952,-9.8,
1.528,-69.3163,-10.6,
1.53,-69.6147,-11.4,
1.532,-69.8955,-12.3,
1.534,-70.1531,-13,
1.536,-70.3923,-17.7,
1.538,-70.5931,-27.1,
1.54,-70.7262,-34,
1.542,-70.8019,-38.1,
1.544,-70.8122,-37.9,
1.546,-70.7878,-34.7,
1.548,-70.7671,-32.7,
1.55,-70.7536,-31.7,
1.552,-70.7542,-31.8,
1.554,-70.7604,-32.9,
1.556,-70.764,-33.7,
1.558,-70.7628,-34,
1.56,-70.7622,-34.1,
1.562,-70.764,-34.2,
1.564,-70.7646,-34.2,
1.566,-70.753,-33.7,
1.568,-70.7445,-32.9,
1.57,-70.7408,-32.2,
1.572,-70.7372,-31.4,
1.574,-70.7188,-30.3,
1.576,-70.6957,-28.5,
1.578,-70.6578,-26,
1.58,-70.6133,-23.1,
1.582,-70.5553,-19.9,
1.584,-70.4924,-16.8,
1.586,-70.4143,-14,
1.588,-70.3288,-11.3,
1.59,-70.2257,-10,
1.592,-70.0993,-9.9,
1.594,-69.9327,-9.4,
1.596,-69.7264,-8.8,
1.598,-69.4786,-8.2,
1.6,-69.182,-7.5,
1.602,-68.8457,-6.8,
1.604,-68.4557,-6.1,
1.606,-68.026,-5,
1.608,-67.5499,-4.1,
1.61,-67.036,-3.3,
1.612,-66.4769,-2.4,
1.614,-65.9062,-1.5,
1.616,-65.3056,-2.7,
1.618,-64.7105,-2.1,
1.62,-64.1374,-1.2,
1.622,-63.582,-0.3,
1.624,-63.0632,0,
1.626,-62.5768,-0.4,
1.628,-62.1251,-0.3,
1.63,-61.7107,-0.4,
1.632,-61.331,-0.4,
1.634,-60.9923,-0.3,
1.636,-60.6834,-0.3,
1.638,-60.4039,-0.1,
1.64,-60.1579,-0.1,
1.642,-59.9327,0,
1.644,-59.7374,0,
1.646,-59.5586,0,
1.648,-59.4017,0,
1.65,-59.2601,0,
1.652,-59.135,-0.1,
1.654,-59.0318,-0.1,
1.656,-58.9476,-0.1,
1.658,-58.8799,-0.1,
1.66,-58.8298,-0.1,
1.662,-58.7993,-0.1,
1.664,-58.7859,-0.1,
1.666,-58.7932,0.2,
1.668,-58.803,0.2,
1.67,-58.8194,0.1,
1.672,-58.8438,0,
1.674,-58.8841,0,
1.676,-58.9439,0,
1.678,-59.0172,-0.1,
1.68,-59.1173,-0.1,
1.682,-59.2363,-0.2,
1.684,-59.3785,-0.2,
1.686,-59.5464,-0.2,
1.688,-59.738,-0.3,
1.69,-59.9553,-0.3,
1.692,-60.2001,-0.3,
1.694,-60.4765,-0.3,
1.696,-60.7768,-0.2,
1.698,-61.1095,-0.2,
1.7,-61.4629,-0.2,
1.702,-61.848,0,
1.704,-62.2545,0,
1.706,-62.6793,0,
1.708,-63.1175,-1.2,
1.71,-63.5753,-0.9,
1.712,-64.0386,-0.8,
1.714,-64.5061,-0.7,
1.716,-64.984,-2.5,
1.718,-65.4723,-2.6,
1.72,-65.9459,-2.4,
1.722,-66.414,-3.7,
1.724,-66.859,-4.6,
1.726,-67.2856,-5.6,
1.728,-67.6921,-6.6,
1.73,-68.0779,-7.6,
1.732,-68.4483,-8.5,
1.734,-68.7999,-9.3,
1.736,-69.1332,-10.1,
1.738,-69.4457,-10.9,
1.74,-69.7331,-11.8,
1.742,-70.0035,-12.5,
1.744,-70.255,-13.5,
1.746,-70.4796,-22,
1.748,-70.6603,-30.3,
1.75,-70.7701,-36.2,
1.752,-70.8153,-38.6,
1.754,-70.8006,-36.2,
1.756,-70.7823,-33.9,
1.758,-70.7591,-32.1,
1.76,-70.7506,-31.7,
1.762,-70.7561,-32.3,
1.764,-70.7634,-33.3,
1.766,-70.7604,-33.9,
1.768,-70.7652,-34.1,
1.77,-70.7652,-34.2,
1.772,-70.7585,-34.3,
1.774,-70.7512,-33.8,
1.776,-70.7561,-33.5,
1.778,-70.7457,-32.7,
1.78,-70.739,-31.9,
1.782,-70.7298,-31,
1.784,-70.7097,-29.6,
1.786,-70.6834,-27.6,
1.788,-70.6432,-24.8,
1.79,-70.5888,-21.7,
1.792,-70.5284,-18.5,
1.794,-70.4594,-15.5,
1.796,-70.3771,-12.7,
1.798,-70.2861,-10.2,
1.8,-70.1701,-10.5,
1.802,-70.0328,-9.7,
1.804,-69.8479,-9.1,
1.806,-69.6263,-8.5,
1.808,-69.3523,-7.9,
1.81,-69.0392,-7.2,
1.812,-68.6797,-6.5,
1.814,-68.2732,-5.5,
1.816,-67.8246,-4.6,
1.818,-67.3314,-3.8,
1.82,-66.7967,-3,
1.822,-66.2212,-2.1,
1.824,-65.6401,-3.3,
1.826,-65.0377,-2.1,
1.828,-64.4554,-1.3,
1.83,-63.8908,-0.8,
1.832,-63.355,0,
