Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.59,-60.6749,-0.1,
0.592,-60.3996,0,
0.594,-60.1531,0,
0.596,-59.9321,0,
0.598,-59.7405,0,
0.6,-59.5598,0,
0.602,-59.4054,0.1,
0.604,-59.2693,0.1,
0.606,-59.1454,0,
0.608,-59.041,0,
0.61,-58.9525,0,
0.612,-58.886,-0.1,
0.614,-58.8353,0,
0.616,-58.8011,0,
0.618,-58.7846,0,
0.62,-58.7859,0.1,
0.622,-58.7956,0.4,
0.624,-58.8103,0.2,
0.626,-58.8384,0.1,
0.628,-58.878,0,
0.63,-58.9354,0,
0.632,-59.0099,0,
0.634,-59.113,0,
0.636,-59.232,0,
0.638,-59.3742,-0.1,
0.64,-59.5451,-0.1,
0.642,-59.7405,-0.2,
0.644,-59.9577,-0.2,
0.646,-60.2062,-0.2,
0.648,-60.482,-0.2,
0.65,-60.7811,-0.1,
0.652,-61.1162,-0.1,
0.654,-61.4702,0,
0.656,-61.848,0,
0.658,-62.2502,0,
0.66,-62.672,0,
0.662,-63.1133,-1.3,
0.664,-63.5692,-0.7,
0.666,-64.0318,-0.9,
0.668,-64.4994,-0.8,
0.67,-64.9828,-2.3,
0.672,-65.4704,-2.6,
0.674,-65.9441,-2.3,
0.676,-66.4134,-3.6,
0.678,-66.8614,-4.4,
0.68,-67.2881,-5.5,
0.682,-67.697,-6.5,
0.684,-68.084,-7.5,
0.686,-68.4538,-8.3,
0.688,-68.806,-9.1,
0.69,-69.1393,-9.9,
0.692,-69.453,-10.8,
0.694,-69.7411,-11.6,
0.696,-70.0108,-12.3,
0.698,-70.2617,-13.4,
0.7,-70.4845,-22.2,
0.702,-70.6596,-30.4,
0.704,-70.7665,-36,
0.706,-70.8037,-38.2,
0.708,-70.7982,-35.8,
0.71,-70.7738,-33.6,
0.712,-70.7536,-32,
0.714,-70.7512,-31.7,
0.716,-70.7561,-32.3,
0.718,-70.7591,-33.4,
0.72,-70.7616,-33.9,
0.722,-70.7616,-34.2,
0.724,-70.7628,-34.3,
0.726,-70.7585,-34.3,
0.728,-70.7536,-33.8,
0.73,-70.75,-33.4,
0.732,-70.7427,-32.7,
0.734,-70.7353,-31.8,
0.736,-70.7262,-30.9,
0.738,-70.7079,-29.4,
0.74,-70.6798,-27.4,
0.742,-70.6395,-24.7,
0.744,-70.587,-21.7,
0.746,-70.5248,-18.5,
0.748,-70.4546,-15.5,
0.75,-70.374,-12.8,
0.752,-70.2812,-10.2,
0.754,-70.1701,-10.4,
0.756,-70.0243,-9.7,
0.758,-69.8424,-9,
0.76,-69.6184,-8.4,
0.762,-69.3468,-7.8,
0.764,-69.0355,-7.2,
0.766,-68.6754,-6.3,
0.768,-68.2726,-5.4,
0.77,-67.8246,-4.5,
0.772,-67.3308,-3.6,
0.774,-66.7973,-2.9,
0.776,-66.2199,-2,
0.778,-65.6395,-3.2,
0.78,-65.0444,-2.1,
0.782,-64.4597,-1.2,
0.784,-63.8951,-0.7,
0.786,-63.3531,0,
0.788,-62.8484,-0.2,
0.79,-62.3753,-0.2,
0.792,-61.945,-0.4,
0.794,-61.5434,-0.4,
0.796,-61.1821,-0.4,
0.798,-60.8531,-0.2,
0.8,-60.5577,-0.2,
0.802,-60.2953,0,
0.804,-60.0609,0,
0.806,-59.8509,0,
0.808,-59.6629,0.1,
0.81,-59.4969,0,
0.812,-59.348,0,
0.814,-59.218,0,
0.816,-59.1039,0,
0.818,-59.0044,0,
0.82,-58.9244,-0.1,
0.822,-58.8646,0,
0.824,-58.8255,-0.1,
0.826,-58.7987,-0.1,
0.828,-58.7907,0,
0.83,-58.7962,0.3,
0.832,-58.8097,0.3,
0.834,-58.828,0.2,
0.836,-58.8597,0,
0.838,-58.9037,0,
0.84,-58.9708,0,
0.842,-59.0544,0,
0.844,-59.16,-0.1,
0.846,-59.2888,-0.1,
0.848,-59.4408,-0.1,
0.85,-59.619,-0.2,
0.852,-59.8198,-0.3,
0.854,-60.0566,-0.3,
0.856,-60.3154,-0.2,
0.858,-60.6041,-0.2,
0.86,-60.9178,-0.1,
0.862,-61.2584,-0.1,
0.864,-61.6277,0,
0.866,-62.0189,0,
0.868,-62.4297,0,
0.87,-62.8661,0,
0.872,-63.3128,-0.9,
0.874,-63.7767,-3,
0.876,-64.2351,-0.7,
0.878,-64.7081,-1.1,
0.88,-65.2013,-2.5,
0.882,-65.6694,-3.1,
0.884,-66.1565,-2.9,
0.886,-66.6185,-4,
0.888,-67.0574,-5,
0.89,-67.4736,-5.9,
0.892,-67.8703,-6.9,
0.894,-68.2494,-7.8,
0.896,-68.6107,-8.7,
0.898,-68.9537,-9.6,
0.9,-69.276,-10.5,
0.902,-69.5775,-11.2,
0.904,-69.8583,-12,
0.906,-70.117,-12.8,
0.908,-70.3569,-15.8,
0.91,-70.5614,-25.9,
0.912,-70.7085,-33,
0.914,-70.7933,-37.6,
0.916,-70.8092,-38.1,
0.918,-70.7921,-35.3,
0.92,-70.7689,-33,
0.922,-70.75,-31.8,
0.924,-70.7488,-31.7,
0.926,-70.7567,-32.8,
0.928,-70.7634,-33.7,
0.93,-70.7652,-34,
0.932,-70.7665,-34.2,
0.934,-70.7585,-34.3,
0.936,-70.7683,-34.3,
0.938,-70.7561,-34.4,
0.94,-70.7469,-33.3,
0.942,-70.7402,-32.4,
0.944,-70.7378,-31.6,
0.946,-70.7225,-30.4,
0.948,-70.7005,-28.7,
0.95,-70.6676,-26.4,
0.952,-70.6175,-23.4,
0.954,-70.5632,-20.2,
0.956,-70.4973,-17.1,
0.958,-70.4222,-14.3,
0.96,-70.3392,-11.5,
0.962,-70.2361,-9.8,
0.964,-70.1103,-10,
0.966,-69.9516,-9.5,
0.968,-69.7514,-8.9,
0.97,-69.5067,-8.2,
0.972,-69.2186,-7.5,
0.974,-68.8854,-6.8,
0.976,-68.5063,-6,
0.978,-68.0815,-5,
0.98,-67.6128,-4.1,
0.982,-67.1043,-3.4,
0.984,-66.5501,-2.5,
0.986,-65.9526,-1.7,
0.988,-65.3825,-2.5,
0.99,-64.7832,-2,
0.992,-64.2082,-1.2,
0.994,-63.6559,-0.3,
0.996,-63.1316,0.1,
0.998,-62.6372,-0.4,
1,-62.1855,-0.2,
1.002,-61.7632,-0.4,
1.004,-61.3835,-0.3,
1.006,-61.0332,-0.3,
1.008,-60.7188,-0.2,
1.01,-60.4363,-0.1,
1.012,-60.1885,0,
1.014,-59.9626,0,
1.016,-59.7649,0,
1.018,-59.5842,0,
1.02,-59.4237,0,
1.022,-59.2815,0,
1.024,-59.16,0,
1.026,-59.052,0,
1.028,-58.9641,-0.1,
1.03,-58.8939,-0.1,
1.032,-58.8438,-0.1,
1.034,-58.8121,-0.1,
1.036,-58.795,0,
1.038,-58.7981,0.1,
1.04,-58.8048,0.3,
1.042,-58.82,0.2,
1.044,-58.8438,0.1,
1.046,-58.8792,0,
1.048,-58.9305,0,
1.05,-59.0025,0,
1.052,-59.0953,-0.1,
1.054,-59.2101,-0.2,
1.056,-59.3486,-0.2,
1.058,-59.5116,-0.2,
1.06,-59.7008,-0.2,
1.062,-59.9162,-0.3,
1.064,-60.1585,-0.3,
1.066,-60.4332,-0.2,
1.068,-60.7317,-0.2,
1.07,-61.0606,-0.1,
1.072,-61.4153,-0.1,
1.074,-61.7955,0,
1.076,-62.1922,0,
1.078,-62.6189,0,
1.08,-63.0608,-1,
1.082,-63.5106,-0.6,
1.084,-63.9757,-1.2,
1.086,-64.4438,-0.6,
1.088,-64.9266,-1.9,
1.09,-65.4125,-2.4,
1.092,-65.8891,-2,
1.094,-66.3597,-3.5,
1.096,-66.8126,-4.5,
1.098,-67.2398,-5.4,
1.1,-67.6476,-6.4,
1.102,-68.037,-7.3,
1.104,-68.4099,-8.2,
1.106,-68.7602,-9.1,
1.108,-69.099,-10,
1.11,-69.4096,-10.7,
1.112,-69.7014,-11.6,
1.114,-69.9687,-12.3,
1.116,-70.2208,-13.2,
1.118,-70.4521,-20.7,
1.12,-70.6365,-29.3,
1.122,-70.7567,-35.5,
1.124,-70.8086,-38.4,
1.126,-70.8055,-36.8,
1.128,-70.7811,-34.2,
1.13,-70.761,-32.2,
1.132,-70.7524,-31.8,
1.134,-70.7542,-32.2,
1.136,-70.7597,-33.2,
1.138,-70.7622,-33.9,
1.14,-70.7628,-34.2,
1.142,-70.764,-34.2,
1.144,-70.7597,-34.3,
1.146,-70.7524,-34.7,
1.148,-70.7555,-33.9,
1.15,-70.7469,-32.9,
1.152,-70.739,-32.1,
1.154,-70.7311,-31.1,
1.156,-70.7127,-29.8,
1.158,-70.6847,-27.8,
1.16,-70.6493,-25.1,
1.162,-70.5968,-22,
1.164,-70.5333,-18.9,
1.166,-70.4674,-15.8,
1.168,-70.3868,-13.1,
1.17,-70.2959,-10.5,
1.172,-70.1872,-10.4,
1.174,-70.0493,-9.7,
1.176,-69.8668,-9.1,
1.178,-69.6507,-8.5,
1.18,-69.3883,-7.9,
1.182,-69.0807,-7.3,
1.184,-68.7254,-6.4,
1.186,-68.3244,-5.6,
1.188,-67.8813,-4.7,
1.19,-67.3961,-3.8,
1.192,-66.8626,-2.9,
1.194,-66.2889,-2.1,
1.196,-65.7176,-2.2,
1.198,-65.114,-2.3,
1.2,-64.5268,-1.5,
1.202,-63.9623,-0.9,
1.204,-63.4148,-0.1,
1.206,-62.9051,-0.1,
1.208,-62.4315,-0.2,
1.21,-61.9914,-0.5,
1.212,-61.5886,-0.4,
1.214,-61.2212,-0.4,
1.216,-60.8916,-0.3,
1.218,-60.5901,-0.2,
1.22,-60.327,-0.1,
1.222,-60.0816,-0.1,
1.224,-59.8741,0,
1.226,-59.6837,0,
1.228,-59.5146,0,
1.23,-59.3602,0,
1.232,-59.2314,0,
1.234,-59.1112,0,
1.236,-59.0135,-0.1,
1.238,-58.9336,-0.1,
1.24,-58.8719,-0.1,
1.242,-58.8249,0,
1.244,-58.7969,-0.1,
1.246,-58.7914,0.1,
1.248,-58.7938,0.2,
1.25,-58.8042,0.2,
1.252,-58.8225,0.1,
1.254,-58.853,0,
1.256,-58.8988,0,
1.258,-58.9629,0,
1.26,-59.0453,-0.1,
1.262,-59.1515,-0.1,
1.264,-59.276,-0.1,
1.266,-59.4255,-0.2,
1.268,-59.5995,-0.3,
1.27,-59.7972,-0.3,
1.272,-60.0292,-0.3,
1.274,-60.2886,-0.2,
1.276,-60.5699,-0.2,
1.278,-60.8818,-0.2,
1.28,-61.2206,-0.2,
1.282,-61.5831,0,
1.284,-61.9707,-0.1,
1.286,-62.3814,0,
1.288,-62.8124,0,
1.29,-63.2567,-1,
1.292,-63.7138,-2.8,
1.294,-64.1783,-0.6,
1.296,-64.6544,-0.9,
1.298,-65.1366,-2.7,
1.3,-65.6035,-3,
1.302,-66.0924,-2.9,
1.304,-66.5569,-3.8,
1.306,-66.9988,-4.8,
1.308,-67.4205,-5.9,
1.31,-67.8203,-6.8,
1.312,-68.203,-7.7,
1.314,-68.5667,-8.6,
1.316,-68.9134,-9.6,
1.318,-69.24,-10.4,
1.32,-69.5427,-11.2,
1.322,-69.8271,-11.9,
1.324,-70.0865,-12.8,
1.326,-70.3355,-14.7,
1.328,-70.5431,-24.9,
1.33,-70.6987,-32.4,
1.332,-70.7884,-37.3,
1.334,-70.8122,-38.3,
1.336,-70.7958,-35.5,
1.338,-70.7726,-33,
1.34,-70.7536,-31.6,
1.342,-70.7506,-31.6,
1.344,-70.7567,-32.6,
1.346,-70.7628,-33.5,
1.348,-70.7616,-33.9,
1.35,-70.7671,-34.1,
1.352,-70.7604,-34.3,
1.354,-70.7555,-34.3,
1.356,-70.7524,-34.3,
1.358,-70.7518,-33.3,
1.36,-70.7408,-32.5,
1.362,-70.7347,-31.7,
1.364,-70.7231,-30.7,
1.366,-70.703,-29,
1.368,-70.6712,-26.7,
1.37,-70.6267,-23.8,
1.372,-70.5681,-20.7,
1.374,-70.5107,-17.5,
1.376,-70.4338,-14.6,
1.378,-70.3502,-11.8,
1.38,-70.2495,-9.7,
1.382,-70.1311,-10.2,
1.384,-69.9742,-9.7,
1.386,-69.7783,-9.1,
1.388,-69.5433,-8.3,
1.39,-69.2595,-7.6,
1.392,-68.9305,-7,
1.394,-68.5564,-6.2,
1.396,-68.1377,-5.2,
1.398,-67.6756,-4.3,
1.4,-67.169,-3.4,
1.402,-66.6209,-2.7,
1.404,-66.0326,-1.8,
1.406,-65.4515,-2.7,
1.408,-64.8583,-2,
1.41,-64.2766,-1.3,
1.412,-63.7199,-0.5,
1.414,-63.1896,0,
1.416,-62.6952,-0.4,
1.418,-62.2344,-0.3,
1.42,-61.815,-0.4,
1.422,-61.4305,-0.3,
1.424,-61.0759,-0.3,
1.426,-60.7579,-0.3,
1.428,-60.4765,-0.2,
1.43,-60.2178,-0.1,
1.432,-59.9907,0,
1.434,-59.7881,0,
1.436,-59.6092,0,
1.438,-59.4457,0,
1.44,-59.3004,0,
1.442,-59.1734,0,
1.444,-59.0654,0,
1.446,-58.9726,0,
1.448,-58.8982,-0.1,
1.45,-58.8451,-0.1,
1.452,-58.806,-0.1,
1.454,-58.7895,-0.1,
1.456,-58.7907,0,
1.458,-58.7944,0.2,
1.46,-58.8103,0.1,
1.462,-58.8341,0,
1.464,-58.8707,0,
1.466,-58.925,0,
1.468,-58.9964,0,
1.47,-59.0886,-0.1,
1.472,-59.2027,-0.1,
1.474,-59.3401,-0.2,
1.476,-59.5006,-0.2,
1.478,-59.688,-0.3,
1.48,-59.8967,-0.3,
1.482,-60.136,-0.3,
1.484,-60.4039,-0.3,
1.486,-60.7018,-0.2,
1.488,-61.0271,-0.1,
1.49,-61.3762,-0.1,
1.492,-61.7503,-0.1,
1.494,-62.1446,0,
1.496,-62.5664,0,
1.498,-63.001,-0.4,
1.5,-63.4514,-0.7,
1.502,-63.9165,-1.9,
1.504,-64.384,-0.5,
1.506,-64.8674,-1.8,
1.508,-65.3539,-2.5,
1.51,-65.8251,-2,
1.512,-66.303,-3.4,
1.514,-66.7564,-4.5,
1.516,-67.1861,-5.4,
1.518,-67.5957,-6.2,
1.52,-67.99,-7.2,
1.522,-68.3666,-8.2,
1.524,-68.7199,-9.1,
1.526,-69.0569,-10,
1.528,-69.3761,-10.7,
1.53,-69.6684,-11.5,
1.532,-69.94,-12.3,
1.534,-70.1921,-13.1,
1.536,-70.4247,-19.5,
1.538,-70.62,-28.3,
1.54,-70.7427,-34.9,
1.542,-70.8031,-38.2,
1.544,-70.808,-37.4,
1.546,-70.7872,-34.4,
1.548,-70.7646,-32.3,
1.55,-70.7518,-31.7,
1.552,-70.7518,-32,
1.554,-70.7591,-33.1,
1.556,-70.7665,-33.8,
1.558,-70.7634,-34.1,
1.56,-70.7604,-34.2,
1.562,-70.7646,-34.2,
1.564,-70.7555,-34.6,
1.566,-70.7549,-33.7,
1.568,-70.7469,-32.9,
1.57,-70.7414,-32.1,
1.572,-70.7304,-31.2,
1.574,-70.7176,-30,
1.576,-70.6889,-28,
1.578,-70.6517,-25.5,
1.58,-70.6011,-22.5,
1.582,-70.5461,-19.3,
1.584,-70.4796,-16.2,
1.586,-70.4002,-13.5,
1.588,-70.3111,-10.7,
1.59,-70.2031,-10.3,
1.592,-70.0682,-9.7,
1.594,-69.8955,-9.3,
1.596,-69.6831,-8.7,
1.598,-69.4219,-8,
1.6,-69.1191,-7.4,
1.602,-68.773,-6.6,
1.604,-68.3782,-5.9,
1.606,-67.9399,-4.8,
1.608,-67.4565,-4.1,
1.61,-66.9322,-3.2,
1.612,-66.3677,-2.3,
1.614,-65.8,-1.6,
1.616,-65.1909,-2.6,
1.618,-64.6013,-1.8,
1.62,-64.0349,-1,
1.622,-63.4886,-0.2,
1.624,-62.9717,0,
1.626,-62.4962,-0.2,
1.628,-62.0555,-0.4,
1.63,-61.6502,-0.4,
1.632,-61.2828,-0.4,
1.634,-60.9496,-0.3,
1.636,-60.6444,-0.2,
1.638,-60.3764,-0.1,
1.64,-60.1347,0,
1.642,-59.9126,0,
1.644,-59.7179,0,
1.646,-59.5439,0,
1.648,-59.3877,0,
1.65,-59.251,0,
1.652,-59.1289,0,
1.654,-59.0257,-0.1,
1.656,-58.9378,-0.1,
1.658,-58.8695,-0.2,
1.66,-58.8231,-0.1,
1.662,-58.7944,-0.1,
1.664,-58.7816,0,
1.666,-58.7853,0.3,
1.668,-58.7932,0.2,
1.67,-58.8121,0.1,
1.672,-58.8432,0,
1.674,-58.8872,0,
1.676,-58.9482,0,
1.678,-59.0288,-0.1,
1.68,-59.1332,-0.1,
1.682,-59.2571,-0.2,
1.684,-59.4072,-0.2,
1.686,-59.5775,-0.2,
1.688,-59.7716,-0.3,
1.69,-59.9999,-0.3,
1.692,-60.2538,-0.3,
1.694,-60.5351,-0.3,
1.696,-60.8403,-0.2,
1.698,-61.173,-0.2,
1.7,-61.5355,-0.1,
1.702,-61.9249,0,
1.704,-62.332,0,
1.706,-62.7538,0,
1.708,-63.1987,-1.1,
1.71,-63.6595,-1.9,
1.712,-64.1185,-0.7,
1.714,-64.5921,-0.8,
1.716,-65.0743,-2.6,
1.718,-65.5589,-2.8,
1.72,-66.0356,-2.8,
1.722,-66.5019,-3.8,
1.724,-66.9432,-4.7,
1.726,-67.3686,-5.7,
1.728,-67.769,-6.8,
1.73,-68.1542,-7.6,
1.732,-68.521,-8.6,
1.734,-68.8677,-9.5,
1.736,-69.1979,-10.3,
1.738,-69.5036,-11.1,
1.74,-69.7868,-12,
1.742,-70.053,-12.7,
1.744,-70.2989,-14,
1.746,-70.5156,-23.7,
1.748,-70.6816,-31.5,
1.75,-70.7781,-36.9,
1.752,-70.8147,-38.5,
1.754,-70.8019,-35.9,
1.756,-70.7774,-33.4,
1.758,-70.7579,-32,
1.76,-70.753,-31.7,
1.762,-70.7567,-32.4,
1.764,-70.7591,-33.5,
1.766,-70.7616,-34,
1.768,-70.7652,-34.2,
1.77,-70.7634,-34.2,
1.772,-70.7597,-34.3,
1.774,-70.7567,-33.5,
1.776,-70.7549,-33.3,
1.778,-70.7439,-32.6,
1.78,-70.7353,-31.8,
1.782,-70.7256,-30.8,
1.784,-70.7054,-29.2,
1.786,-70.6761,-27,
1.788,-70.6334,-24.2,
1.79,-70.5779,-21.1,
1.792,-70.5187,-17.9,
1.794,-70.4448,-14.9,
1.796,-70.363,-12.2,
1.798,-70.2666,-9.8,
1.8,-70.1488,-10.5,
1.802,-70.0011,-9.7,
1.804,-69.807,-9.1,
1.806,-69.5757,-8.4,
1.808,-69.3022,-7.7,
1.81,-68.9769,-7.1,
1.812,-68.6052,-6.3,
1.814,-68.192,-5.3,
1.816,-67.7367,-4.5,
1.818,-67.2362,-3.6,
1.82,-66.6942,-2.8,
1.822,-66.1101,-1.9,
1.824,-65.5303,-3.4,
1.826,-64.9352,-1.9,
1.828,-64.3511,-1.4,
1.83,-63.7938,-0.5,
1.832,-63.2634,0,
1.834,-62.7611,-0.3,
1.836,-62.2972,-0.3,
