Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1599,1.2,
0.002,-0.1654,1.4,
0.004,-0.1654,1.2,
0.006,-0.1678,1.2,
0.008,-0.1806,1.2,
0.01,-0.1866,1.2,
0.012,-0.1933,1.1,
0.014,-0.2055,0.7,
0.016,-0.2355,0.2,
0.018,-0.2977,0,
0.02,-0.388,0,
0.022,-0.5217,-0.1,
0.024,-0.692,-0.2,
0.026,-0.905,-0.2,
0.028,-1.1565,-0.2,
0.03,-1.4482,-0.1,
0.032,-1.7809,0,
0.034,-2.1477,0,
0.036,-2.5475,0,
0.038,-2.9802,0.1,
0.04,-3.4349,0.2,
0.042,-3.9195,0.3,
0.044,-4.4188,0.3,
0.046,-4.9468,0.4,
0.048,-5.4839,0.4,
0.05,-6.0527,0.5,
0.052,-6.6368,0.4,
0.054,-7.2429,0.4,
0.056,-7.8667,0.3,
0.058,-8.5179,0.3,
0.06,-9.1979,0.3,
0.062,-9.9046,0.3,
0.064,-10.645,0.3,
0.066,-11.4134,0.2,
0.068,-12.2185,0.2,
0.07,-13.0498,0.2,
0.072,-13.8951,0.1,
0.074,-14.7588,0.1,
0.076,-15.6267,0,
0.078,-16.5202,0,
0.08,-17.44,0,
0.082,-18.3879,0,
0.084,-19.3712,0,
0.086,-20.3954,0,
0.088,-21.469,0,
0.09,-22.5926,0.2,
0.092,-23.7657,0.4,
0.094,-24.948,0.5,
0.096,-26.1095,0.6,
0.098,-27.263,0.5,
0.1,-28.3849,0.4,
0.102,-29.5256,1.9,
0.104,-30.6371,1.6,
0.106,-31.7613,1.8,
0.108,-32.8905,1.6,
0.11,-34.0318,1.9,
0.112,-35.1445,2,
0.114,-36.2242,2.1,
0.116,-37.2649,2.1,
0.118,-38.2652,2,
0.12,-39.2381,2,
0.122,-40.1909,2,
0.124,-41.1229,1.9,
0.126,-42.0409,2,
0.128,-42.946,2.1,
0.13,-43.8323,2.2,
0.132,-44.6855,2.2,
0.134,-45.504,2.2,
0.136,-46.2914,2.2,
0.138,-47.0409,2.2,
0.14,-47.7605,2.2,
0.142,-48.4471,2.2,
0.144,-49.1161,2.1,
0.146,-49.7563,2.1,
0.148,-50.3801,2,
0.15,-50.9819,2.1,
0.152,-51.5636,2,
0.154,-52.1245,2,
0.156,-52.664,2.1,
0.158,-53.1834,2.1,
0.16,-53.6778,2,
0.162,-54.1448,2,
0.164,-54.5928,2,
0.166,-55.0115,2,
0.168,-55.4063,2.1,
0.17,-55.7781,2,
0.172,-56.1253,1.9,
0.174,-56.4537,2,
0.176,-56.7564,2,
0.178,-57.0378,2,
0.18,-57.2936,2,
0.182,-57.5304,2,
0.184,-57.7452,2,
0.186,-57.932,2.1,
0.188,-58.0962,2.1,
0.19,-58.239,2.1,
0.192,-58.3507,2.1,
0.194,-58.4502,2.1,
0.196,-58.513,2.2,
0.198,-58.5582,2.1,
0.2,-58.5838,1.6,
0.202,-58.5924,0.9,
0.204,-58.6174,0.8,
0.206,-58.6491,0.7,
0.208,-58.6931,0.5,
0.21,-58.7444,0.4,
0.212,-58.8121,0.4,
0.214,-58.9043,0.3,
0.216,-59.0093,0.2,
0.218,-59.138,0.1,
0.22,-59.2876,0,
0.222,-59.4707,0,
0.224,-59.6751,0,
0.226,-59.9059,0,
0.228,-60.1695,0,
0.23,-60.4521,0,
0.232,-60.7677,0.1,
0.234,-61.1076,0.1,
0.236,-61.4708,0.2,
0.238,-61.8553,0.2,
0.24,-62.2691,0.3,
0.242,-62.6994,0.2,
0.244,-63.156,-1.5,
0.246,-63.6137,-1.7,
0.248,-64.0807,-0.8,
0.25,-64.5482,-0.6,
0.252,-65.034,-2.6,
0.254,-65.5248,-2.8,
0.256,-65.9905,-2.5,
0.258,-66.4568,-3.3,
0.26,-66.9054,-4.3,
0.262,-67.3296,-5.3,
0.264,-67.7367,-6.4,
0.266,-68.1224,-7.2,
0.268,-68.4923,-8.1,
0.27,-68.8377,-9,
0.272,-69.1716,-9.8,
0.274,-69.4804,-10.6,
0.276,-69.7636,-11.3,
0.278,-70.0298,-12.2,
0.28,-70.2727,-13.6,
0.282,-70.4869,-23.7,
0.284,-70.656,-30.9,
0.286,-70.7512,-35.7,
0.288,-70.7842,-37.4,
0.29,-70.7756,-35.3,
0.292,-70.7579,-33.3,
0.294,-70.742,-32,
0.296,-70.7402,-31.9,
0.298,-70.7451,-32.7,
0.3,-70.7524,-33.5,
0.302,-70.7536,-34,
0.304,-70.7555,-34.1,
0.306,-70.7536,-34.1,
0.308,-70.7512,-34.1,
0.31,-70.7427,-33,
0.312,-70.7396,-32.9,
0.314,-70.7323,-32.3,
0.316,-70.7237,-31.5,
0.318,-70.7176,-30.6,
0.32,-70.6938,-29.1,
0.322,-70.6651,-27,
0.324,-70.6212,-24.1,
0.326,-70.5663,-21.1,
0.328,-70.5089,-17.9,
0.33,-70.4363,-15.1,
0.332,-70.3545,-12.3,
0.334,-70.2556,-9.9,
0.336,-70.1396,-10.4,
0.338,-69.9925,-9.6,
0.34,-69.8064,-8.8,
0.342,-69.572,-8.3,
0.344,-69.3022,-7.6,
0.346,-68.9848,-7,
0.348,-68.6174,-6.2,
0.35,-68.2109,-5.1,
