Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.668,-39.3591,0,
0.67,-39.5458,0,
0.672,-39.7595,0,
0.674,-39.9969,-0.1,
0.676,-40.2679,0,
0.678,-40.5676,0,
0.68,-40.8947,0,
0.682,-41.2475,0,
0.684,-41.6314,0,
0.686,-42.0355,0.1,
0.688,-42.4633,0.1,
0.69,-42.9186,0.2,
0.692,-43.3965,0.3,
0.694,-43.8873,0.3,
0.696,-44.3969,0.3,
0.698,-44.923,0.3,
0.7,-45.4626,0.3,
0.702,-46.0143,0.3,
0.704,-46.5771,0.3,
0.706,-47.1569,0.3,
0.708,-47.7496,0.2,
0.71,-48.3404,0.9,
0.712,-48.9495,1.5,
0.714,-49.5446,-1.7,
0.716,-50.1196,0.2,
0.718,-50.6811,0,
0.72,-51.239,0.7,
0.722,-51.7864,1.4,
0.724,-52.3229,2,
0.726,-52.8338,-0.1,
0.728,-53.3257,1.6,
0.73,-53.7908,0.5,
0.732,-54.2266,0.1,
0.734,-54.6374,0,
0.736,-55.0219,0,
0.738,-55.3826,-0.1,
0.74,-55.7183,-0.3,
0.742,-56.0247,-0.2,
0.744,-56.3134,-0.1,
0.746,-56.5783,-0.2,
0.748,-56.8157,-0.3,
0.75,-57.0391,-1.7,
0.752,-57.1935,-43,
0.754,-57.1942,-33.7,
0.756,-57.1288,-10.9,
0.758,-57.0873,-5.5,
0.76,-57.0941,-7.3,
0.762,-57.1276,-15.3,
0.764,-57.1478,-20.3,
0.766,-57.1465,-17.8,
0.768,-57.1398,-16.6,
0.77,-57.1392,-18.5,
0.772,-57.1392,-18.5,
0.774,-57.1356,-18.5,
0.776,-57.1313,-16.7,
0.778,-57.124,-14.1,
0.78,-57.1136,-11.4,
0.782,-57.1075,-9.8,
0.784,-57.0996,-8.6,
0.786,-57.0904,-6,
0.788,-57.0684,-2.4,
0.79,-57.0422,-0.5,
0.792,-57.0037,0.1,
0.794,-56.9445,0.6,
0.796,-56.8609,1.6,
0.798,-56.7468,1.3,
0.8,-56.5838,1.5,
0.802,-56.3751,1.6,
0.804,-56.1181,1.7,
0.806,-55.8111,2,
0.808,-55.4534,2,
0.81,-55.0384,2.1,
0.812,-54.5788,2.2,
0.814,-54.0734,2.1,
0.816,-53.5253,2.1,
0.818,-52.9357,2.2,
0.82,-52.3144,-0.8,
0.822,-51.6497,1.7,
0.824,-50.9637,0,
0.826,-50.2636,0.7,
0.828,-49.5397,1.2,
0.83,-48.8098,1.6,
0.832,-48.0822,0.3,
0.834,-47.3681,0,
0.836,-46.6778,-0.1,
0.838,-46.0082,-0.1,
0.84,-45.3655,-0.2,
0.842,-44.7473,-0.3,
0.844,-44.1589,-0.3,
0.846,-43.5998,-0.4,
0.848,-43.0688,-0.4,
0.85,-42.5805,-0.4,
0.852,-42.1221,-0.3,
0.854,-41.7089,-0.2,
0.856,-41.3287,-0.3,
0.858,-40.982,-0.2,
0.86,-40.6677,0,
0.862,-40.3814,0,
0.864,-40.1293,0,
0.866,-39.8944,0,
0.868,-39.6826,0,
0.87,-39.4946,0.1,
0.872,-39.3298,0.2,
0.874,-39.1857,0.2,
0.876,-39.0545,0.2,
0.878,-38.9434,0.2,
0.88,-38.8525,0.2,
0.882,-38.7823,0.1,
0.884,-38.7286,0.2,
0.886,-38.6913,0.2,
0.888,-38.6755,0.4,
0.89,-38.6767,0.5,
0.892,-38.6834,0.7,
0.894,-38.6975,0.7,
0.896,-38.7213,0.5,
0.898,-38.7585,0.3,
0.9,-38.814,0.1,
0.902,-38.8885,0.1,
0.904,-38.9843,0,
0.906,-39.1033,0,
0.908,-39.2486,0,
0.91,-39.4146,0,
0.912,-39.6118,0,
0.914,-39.8339,0,
0.916,-40.0872,0,
0.918,-40.3674,0,
0.92,-40.6738,0,
0.922,-41.0082,0,
0.924,-41.372,0,
0.926,-41.759,0,
0.928,-42.1758,0,
0.93,-42.6104,0.2,
0.932,-43.0755,0.1,
0.934,-43.5534,0.2,
0.936,-44.0515,0.3,
0.938,-44.5629,0.3,
0.94,-45.0878,0.3,
0.942,-45.6335,0.3,
0.944,-46.1895,0.3,
0.946,-46.7559,0.2,
0.948,-47.3394,0.3,
0.95,-47.9382,0.2,
0.952,-48.5333,1.9,
0.954,-49.1381,-0.3,
0.956,-49.7222,-0.8,
0.958,-50.2923,1.4,
0.96,-50.8538,0.9,
0.962,-51.4086,1.7,
0.964,-51.9555,0.8,
0.966,-52.4822,1.2,
0.968,-52.9925,2,
0.97,-53.4789,-0.7,
0.972,-53.933,0.1,
0.974,-54.3615,0,
0.976,-54.7643,0,
0.978,-55.1397,-0.1,
0.98,-55.4864,-0.1,
0.982,-55.8135,-0.2,
0.984,-56.1102,-0.2,
0.986,-56.3915,-0.2,
0.988,-56.6491,-0.2,
0.99,-56.8823,-0.4,
0.992,-57.0934,-6.6,
0.994,-57.2082,-51.7,
0.996,-57.1746,-23.8,
0.998,-57.1118,-9.4,
1,-57.0861,-4.7,
1.002,-57.102,-8.9,
1.004,-57.1337,-18.2,
1.006,-57.1502,-20.6,
1.008,-57.1447,-17,
1.01,-57.1386,-17.2,
1.012,-57.1362,-18.8,
1.014,-57.1362,-18.4,
1.016,-57.1325,-17.5,
1.018,-57.1307,-15.9,
1.02,-57.1215,-13.3,
1.022,-57.1136,-10.7,
1.024,-57.1069,-9.5,
1.026,-57.0965,-8,
1.028,-57.0831,-4.8,
1.03,-57.0617,-1.6,
1.032,-57.033,-0.1,
1.034,-56.9872,0.1,
1.036,-56.9201,0.3,
1.038,-56.8218,1.3,
1.04,-56.6973,1.2,
1.042,-56.5215,1.4,
1.044,-56.2994,1.6,
1.046,-56.0266,1.8,
1.048,-55.7079,2,
1.05,-55.3314,2.1,
1.052,-54.9005,2.2,
1.054,-54.425,2.2,
1.056,-53.9025,2.1,
1.058,-53.3416,2.1,
1.06,-52.7465,0,
1.062,-52.1166,-0.6,
1.064,-51.4465,0.1,
1.066,-50.7531,-0.1,
1.068,-50.0408,0,
1.07,-49.3151,1.5,
1.072,-48.5937,1.3,
1.074,-47.86,0,
1.076,-47.152,0,
1.078,-46.4678,-0.1,
1.08,-45.8068,-0.2,
1.082,-45.1696,-0.3,
1.084,-44.5654,-0.3,
1.086,-43.9813,-0.4,
1.088,-43.4295,-0.4,
1.09,-42.9138,-0.4,
1.092,-42.4365,-0.3,
1.094,-41.9952,-0.3,
1.096,-41.5911,-0.3,
1.098,-41.2219,-0.3,
1.1,-40.8862,-0.1,
1.102,-40.5859,0,
1.104,-40.3094,0,
1.106,-40.0573,0,
1.108,-39.8315,0,
1.11,-39.6276,0,
1.112,-39.4494,0.1,
1.114,-39.2828,0.1,
1.116,-39.143,0.1,
1.118,-39.0228,0.2,
1.12,-38.9196,0.2,
1.122,-38.8329,0.2,
1.124,-38.7658,0.1,
1.126,-38.7152,0.1,
1.128,-38.684,0.1,
1.13,-38.6743,0.3,
1.132,-38.6804,0.7,
1.134,-38.6901,0.7,
1.136,-38.706,0.6,
1.138,-38.7335,0.4,
1.14,-38.7719,0.3,
1.142,-38.8323,0.1,
1.144,-38.9135,0.1,
1.146,-39.0167,0.1,
1.148,-39.1406,0,
1.15,-39.2901,0,
1.152,-39.4689,0,
1.154,-39.6734,0,
1.156,-39.9017,0,
1.158,-40.1647,-0.1,
1.16,-40.4498,0,
1.162,-40.7702,0,
1.164,-41.1126,0,
1.166,-41.4807,0,
1.168,-41.8829,0,
1.17,-42.3052,0.1,
1.172,-42.7477,0.1,
1.174,-43.2189,0.2,
1.176,-43.7066,0.2,
1.178,-44.2053,0.3,
1.18,-44.7228,0.3,
1.182,-45.2557,0.3,
1.184,-45.8038,0.3,
1.186,-46.3635,0.3,
1.188,-46.9372,0.4,
1.19,-47.5256,0.2,
1.192,-48.1219,0.2,
1.194,-48.7255,0.9,
1.196,-49.3255,-0.2,
1.198,-49.909,-1.1,
1.2,-50.4754,3.5,
1.202,-51.0345,2.4,
1.204,-51.5862,1.3,
1.206,-52.1221,2,
1.208,-52.6434,1.8,
1.21,-53.1506,-0.4,
1.212,-53.6212,0.5,
1.214,-54.071,-0.1,
1.216,-54.4891,0,
1.218,-54.8821,0,
1.22,-55.2514,-0.1,
1.222,-55.5926,-0.2,
1.224,-55.91,-0.3,
1.226,-56.2023,-0.2,
1.228,-56.4746,-0.2,
1.23,-56.7242,-0.3,
1.232,-56.9531,-0.5,
1.234,-57.1459,-32.9,
1.236,-57.21,-51,
1.238,-57.1557,-15.7,
1.24,-57.0977,-6.5,
1.242,-57.0849,-5.7,
1.244,-57.113,-12.2,
1.246,-57.1435,-20.1,
1.248,-57.149,-19.6,
1.25,-57.1411,-16.8,
1.252,-57.1404,-18,
1.254,-57.1392,-18.9,
1.256,-57.1368,-18.5,
1.258,-57.1325,-17.7,
1.26,-57.127,-14.8,
1.262,-57.1203,-12.4,
1.264,-57.1099,-10.5,
1.266,-57.105,-9.4,
1.268,-57.0959,-7.5,
1.27,-57.0788,-3.9,
1.272,-57.0544,-1.1,
1.274,-57.0184,0,
1.276,-56.9702,0.2,
1.278,-56.8933,0.2,
1.28,-56.7895,0.6,
1.282,-56.6497,1.3,
1.284,-56.463,1.5,
1.286,-56.2249,1.6,
1.288,-55.9374,1.9,
1.29,-55.5975,2,
1.292,-55.2056,2,
1.294,-54.7631,2.2,
1.296,-54.27,2.1,
1.298,-53.7371,2.1,
1.3,-53.1646,1.8,
1.302,-52.5518,3.6,
1.304,-51.9122,-1.7,
1.306,-51.2298,7.1,
1.308,-50.5297,1.7,
1.31,-49.8168,2.2,
1.312,-49.0826,1.1,
1.314,-48.3526,-0.2,
1.316,-47.6336,-0.1,
1.318,-46.9348,-0.1,
1.32,-46.2609,-0.1,
1.322,-45.6072,-0.1,
1.324,-44.9798,-0.3,
1.326,-44.3804,-0.2,
1.328,-43.8116,-0.4,
1.33,-43.2708,-0.4,
1.332,-42.7679,-0.4,
1.334,-42.2985,-0.4,
1.336,-41.8694,-0.4,
1.338,-41.4776,-0.3,
1.34,-41.1175,-0.2,
1.342,-40.7891,-0.1,
1.344,-40.4901,0,
1.346,-40.2252,0,
1.348,-39.9829,0,
1.35,-39.7625,0,
1.352,-39.5666,0.1,
1.354,-39.3908,0.1,
1.356,-39.2364,0.1,
1.358,-39.0997,0.1,
1.36,-38.9837,0.2,
1.362,-38.8873,0.1,
1.364,-38.8073,0.2,
1.366,-38.7438,0.1,
1.368,-38.7036,0.1,
1.37,-38.6773,0.1,
1.372,-38.6767,0.1,
1.374,-38.6828,0.7,
1.376,-38.695,0.7,
1.378,-38.7115,0.6,
1.38,-38.7438,0.3,
1.382,-38.7921,0.3,
1.384,-38.8543,0.1,
1.386,-38.9416,0,
1.388,-39.0508,0,
1.39,-39.187,0,
1.392,-39.3444,0,
1.394,-39.5269,-0.1,
1.396,-39.7418,-0.1,
1.398,-39.9829,-0.1,
1.4,-40.249,0,
1.402,-40.5486,0,
1.404,-40.8752,0,
1.406,-41.2292,0,
1.408,-41.6076,0,
1.41,-42.0123,0,
1.412,-42.442,0.1,
1.414,-42.8942,0.1,
1.416,-43.3666,0.2,
1.418,-43.8561,0.3,
1.42,-44.3627,0.2,
1.422,-44.8895,0.3,
1.424,-45.4235,0.2,
1.426,-45.9741,0.2,
1.428,-46.5374,0.3,
1.43,-47.1185,0.3,
1.432,-47.7105,0.3,
1.434,-48.2971,0.5,
1.436,-48.9092,1.5,
1.438,-49.5086,-1.2,
1.44,-50.0811,0.2,
1.442,-50.6463,-0.1,
1.444,-51.2072,0.7,
1.446,-51.7584,1.7,
1.448,-52.2961,0,
1.45,-52.8094,1.3,
1.452,-53.2977,0.7,
1.454,-53.7689,0.4,
1.456,-54.2108,0.2,
1.458,-54.6185,0,
1.46,-55.0067,-0.1,
1.462,-55.3637,-0.2,
1.464,-55.6939,-0.2,
1.466,-56.0046,-0.3,
1.468,-56.2933,-0.2,
1.47,-56.5539,-0.3,
1.472,-56.798,-0.3,
1.474,-57.0178,-1.1,
1.476,-57.185,-39.7,
1.478,-57.1984,-37.9,
1.48,-57.1337,-11.6,
1.482,-57.0892,-5.9,
1.484,-57.0922,-6.7,
1.486,-57.1234,-14.5,
1.488,-57.149,-20.3,
1.49,-57.1478,-18.3,
1.492,-57.1441,-16.7,
1.494,-57.1417,-18.4,
1.496,-57.1368,-18.5,
1.498,-57.1374,-18.5,
1.5,-57.1325,-16.7,
1.502,-57.1276,-14,
1.504,-57.1136,-11.5,
1.506,-57.1099,-9.9,
1.508,-57.102,-9.1,
1.51,-57.0892,-6.7,
1.512,-57.0727,-2.8,
1.514,-57.0446,-0.6,
1.516,-57.0056,0.1,
1.518,-56.9451,0.7,
1.52,-56.8615,0.9,
1.522,-56.751,1.2,
1.524,-56.5978,1.5,
1.526,-56.3946,1.6,
1.528,-56.1376,1.7,
1.53,-55.8361,2,
1.532,-55.4809,2,
1.534,-55.072,2.1,
1.536,-54.6099,2.2,
1.538,-54.107,2.1,
1.54,-53.5626,2.1,
1.542,-52.9742,2.4,
1.544,-52.3504,-0.6,
1.546,-51.6955,1.2,
1.548,-51.0064,0.1,
1.55,-50.3088,0.8,
1.552,-49.588,1.2,
1.554,-48.8452,1.7,
1.556,-48.1268,0.2,
1.558,-47.4133,0,
1.56,-46.7224,-0.2,
1.562,-46.0516,-0.1,
1.564,-45.407,-0.3,
1.566,-44.7869,-0.3,
1.568,-44.1973,-0.3,
1.57,-43.6358,-0.4,
1.572,-43.1079,-0.4,
1.574,-42.6165,-0.3,
1.576,-42.1606,-0.3,
1.578,-41.7443,-0.3,
1.58,-41.3586,-0.3,
1.582,-41.0137,-0.2,
1.584,-40.697,-0.1,
1.586,-40.4058,0,
1.588,-40.1483,0,
1.59,-39.9121,0,
1.592,-39.6978,0,
1.594,-39.508,0,
1.596,-39.3383,0.1,
1.598,-39.1918,0.1,
1.6,-39.0624,0.1,
1.602,-38.9514,0.2,
1.604,-38.8568,0.2,
1.606,-38.7853,0.2,
1.608,-38.7286,0.2,
1.61,-38.6932,0.1,
1.612,-38.6755,0.2,
1.614,-38.6773,0.4,
1.616,-38.6852,0.7,
1.618,-38.6968,0.6,
1.62,-38.7194,0.5,
1.622,-38.7573,0.3,
1.624,-38.8073,0.2,
1.626,-38.883,0.1,
1.628,-38.9776,0,
1.63,-39.0942,0,
1.632,-39.2339,0,
1.634,-39.4042,0,
1.636,-39.5971,0,
1.638,-39.8168,0,
1.64,-40.0652,0,
1.642,-40.3448,0,
1.644,-40.6475,0,
1.646,-40.9832,0,
1.648,-41.3409,0,
1.65,-41.7297,0,
1.652,-42.1441,0.1,
1.654,-42.5805,0.2,
1.656,-43.0389,0.1,
1.658,-43.5192,0.2,
1.66,-44.0154,0.3,
1.662,-44.5281,0.3,
1.664,-45.0524,0.3,
1.666,-45.5969,0.3,
1.668,-46.1517,0.3,
1.67,-46.7211,0.2,
1.672,-47.3028,0.2,
1.674,-47.8997,0.2,
1.676,-48.4954,2,
1.678,-49.1009,-0.7,
1.68,-49.6856,-0.9,
1.682,-50.2538,4,
1.684,-50.8203,2.1,
1.686,-51.3787,1.6,
1.688,-51.9232,1,
1.69,-52.4517,-0.1,
1.692,-52.9632,0.9,
1.694,-53.4527,-0.6,
1.696,-53.9092,0,
1.698,-54.3402,0,
1.7,-54.7418,0,
1.702,-55.1196,-0.1,
1.704,-55.4699,-0.2,
1.706,-55.794,-0.2,
1.708,-56.0967,-0.3,
1.71,-56.3769,-0.2,
1.712,-56.632,-0.3,
1.714,-56.8676,-0.4,
1.716,-57.0782,-4,
1.718,-57.2076,-51.2,
1.72,-57.1813,-26.2,
1.722,-57.1148,-9.9,
1.724,-57.0843,-4.7,
1.726,-57.0977,-8.6,
1.728,-57.1331,-17.8,
1.73,-57.1502,-20.9,
1.732,-57.1459,-17.2,
1.734,-57.1417,-17.1,
1.736,-57.1392,-18.7,
1.738,-57.138,-18.4,
1.74,-57.1337,-17.9,
1.742,-57.1288,-16,
1.744,-57.1203,-13.1,
1.746,-57.1136,-10.8,
1.748,-57.1063,-9.6,
1.75,-57.0977,-8.5,
1.752,-57.0873,-5.4,
1.754,-57.0642,-1.9,
1.756,-57.0336,-0.2,
1.758,-56.986,0,
1.76,-56.925,0.3,
1.762,-56.831,1.5,
1.764,-56.7101,1.2,
1.766,-56.5405,1.5,
1.768,-56.322,1.6,
1.77,-56.0534,1.8,
1.772,-55.7336,2,
1.774,-55.3588,2.1,
1.776,-54.9322,2.2,
1.778,-54.4555,2.1,
1.78,-53.9373,2.1,
1.782,-53.3819,2,
1.784,-52.7795,1.4,
1.786,-52.1496,-0.8,
1.788,-51.4794,0.8,
1.79,-50.7903,0,
1.792,-50.0866,0.4,
1.794,-49.3603,2.3,
1.796,-48.6407,1.2,
1.798,-47.9083,0.1,
1.8,-47.199,-0.2,
1.802,-46.513,-0.1,
1.804,-45.8538,-0.1,
1.806,-45.2203,-0.3,
1.808,-44.6111,-0.4,
1.81,-44.0283,-0.3,
1.812,-43.4765,-0.3,
1.814,-42.9547,-0.4,
1.816,-42.478,-0.3,
1.818,-42.03,-0.3,
1.82,-41.6204,-0.3,
1.822,-41.2487,-0.2,
1.824,-40.9124,-0.2,
1.826,-40.6024,-0.1,
1.828,-40.3228,0,
1.83,-40.0726,0,
1.832,-39.8412,0,
1.834,-39.635,0,
1.836,-39.4549,0.1,
1.838,-39.2907,0.1,
1.84,-39.1491,0.2,
1.842,-39.0283,0.2,
1.844,-38.9214,0.2,
1.846,-38.8329,0.2,
1.848,-38.7676,0.2,
1.85,-38.7176,0.1,
1.852,-38.6895,0.1,
1.854,-38.6755,0.4,
1.856,-38.681,0.7,
1.858,-38.6913,0.7,
1.86,-38.7042,0.6,
1.862,-38.7298,0.4,
1.864,-38.7713,0.3,
1.866,-38.8293,0.1,
1.868,-38.9099,0,
1.87,-39.0081,0,
1.872,-39.1339,0,
1.874,-39.2852,0,
