Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.136,-46.0863,2.1,
0.138,-46.8493,2.1,
0.14,-47.5805,2.1,
0.142,-48.2769,2.1,
0.144,-48.9501,2.1,
0.146,-49.6044,2.1,
0.148,-50.2331,2.1,
0.15,-50.8416,2,
0.152,-51.4263,2,
0.154,-51.9909,2,
0.156,-52.5365,2,
0.158,-53.0535,2,
0.16,-53.5546,2,
0.162,-54.0307,2,
0.164,-54.4781,2,
0.166,-54.9029,1.9,
0.168,-55.3063,1.9,
0.17,-55.6811,1.9,
0.172,-56.0393,1.9,
0.174,-56.3714,1.9,
0.176,-56.6796,1.9,
0.178,-56.9652,2,
0.18,-57.2277,2,
0.182,-57.47,2,
0.184,-57.6885,1.9,
0.186,-57.8802,2,
0.188,-58.0535,2,
0.19,-58.1981,2,
0.192,-58.3239,2,
0.194,-58.4179,2,
0.196,-58.4917,2,
0.198,-58.5375,2,
0.2,-58.5662,2,
0.202,-58.5747,0.8,
0.204,-58.5979,0.7,
0.206,-58.6266,0.7,
0.208,-58.6626,0.6,
0.21,-58.7169,0.5,
0.212,-58.7829,0.2,
0.214,-58.8665,0.2,
0.216,-58.9696,0.1,
0.218,-59.0948,0,
0.22,-59.2437,0,
0.222,-59.4213,0,
0.224,-59.6221,0,
0.226,-59.8498,0,
0.228,-60.1006,0,
0.23,-60.3863,0,
0.232,-60.6957,0,
0.234,-61.0326,0,
0.236,-61.3909,0,
0.238,-61.773,0.1,
0.24,-62.1807,0.2,
0.242,-62.6079,0.2,
0.244,-63.0523,-1.6,
0.246,-63.5143,-1.3,
0.248,-63.977,-0.2,
0.25,-64.4469,-0.3,
0.252,-64.9267,-2.4,
0.254,-65.4119,-2.4,
0.256,-65.8825,-2,
0.258,-66.3543,-3.1,
0.26,-66.8035,-4.1,
0.262,-67.2313,-5.1,
0.264,-67.6397,-6.2,
0.266,-68.0297,-7,
0.268,-68.4038,-7.7,
0.27,-68.756,-8.6,
0.272,-69.0899,-9.5,
0.274,-69.4011,-10.4,
0.276,-69.6905,-11.1,
0.278,-69.9621,-11.9,
0.28,-70.2086,-12.9,
0.282,-70.4351,-22.7,
0.284,-70.6096,-30.4,
0.286,-70.7177,-35.5,
0.288,-70.7586,-37.5,
0.29,-70.7555,-35.9,
0.292,-70.7378,-33.8,
0.294,-70.7281,-32.7,
0.296,-70.7219,-32.5,
0.298,-70.7305,-33.1,
0.3,-70.7256,-33.7,
0.302,-70.7281,-34.1,
0.304,-70.7299,-34.3,
0.306,-70.7287,-34.4,
0.308,-70.7293,-34.4,
0.31,-70.7238,-34.3,
0.312,-70.7171,-33.7,
0.314,-70.7128,-32.9,
0.316,-70.7097,-32.1,
0.318,-70.6969,-31.2,
0.32,-70.6847,-30,
0.322,-70.6591,-28.1,
0.324,-70.6157,-25.7,
0.326,-70.5639,-22.7,
0.328,-70.4998,-19.5,
0.33,-70.4302,-16.4,
0.332,-70.3454,-13.3,
0.334,-70.2489,-10.3,
0.336,-70.1354,-10.4,
0.338,-69.9944,-9.6,
0.34,-69.8186,-9,
0.342,-69.6056,-8.2,
0.344,-69.3493,-7.7,
0.346,-69.0465,-7.1,
0.348,-68.6968,-6.3,
0.35,-68.3043,-5.3,
0.352,-67.8667,-4.5,
0.354,-67.3827,-3.7,
0.356,-66.8572,-2.8,
0.358,-66.289,-2,
0.36,-65.7171,-2.7,
0.362,-65.1189,-2.1,
0.364,-64.5342,-1.3,
0.366,-63.9629,-0.6,
0.368,-63.4252,0,
0.37,-62.9113,0.2,
0.372,-62.437,-0.2,
0.374,-61.9958,-0.3,
0.376,-61.5886,-0.4,
0.378,-61.223,-0.4,
0.38,-60.8977,-0.4,
0.382,-60.6072,-0.3,
0.384,-60.357,-0.2,
0.386,-60.1409,0,
0.388,-59.9474,0.1,
0.39,-59.7777,0.2,
0.392,-59.6282,0.2,
0.394,-59.4835,0.3,
0.396,-59.3621,0.2,
0.398,-59.2473,0,
0.4,-59.1436,0,
0.402,-59.0514,0,
0.404,-58.9733,0,
0.406,-58.9123,0,
0.408,-58.8701,0,
0.41,-58.8427,0.1,
0.412,-58.8323,0,
0.414,-58.8372,0.3,
0.416,-58.8518,0.3,
0.418,-58.8769,0.2,
0.42,-58.9129,0,
0.422,-58.9739,0,
0.424,-59.0508,0,
0.426,-59.1491,-0.1,
0.428,-59.2724,-0.2,
0.43,-59.4231,-0.1,
0.432,-59.591,-0.1,
0.434,-59.7881,-0.1,
0.436,-60.0048,-0.2,
0.438,-60.2495,-0.2,
0.44,-60.5254,-0.3,
0.442,-60.8294,-0.2,
0.444,-61.1651,-0.2,
0.446,-61.5276,-0.1,
0.448,-61.9121,-0.1,
0.45,-62.3321,0,
0.452,-62.7721,0,
0.454,-63.2268,-1.1,
0.456,-63.6919,-3,
0.458,-64.1649,-0.5,
0.46,-64.6441,-1.2,
0.462,-65.1409,-2.5,
0.464,-65.6157,-2.8,
0.466,-66.1132,-2.6,
0.468,-66.5807,-3.8,
0.47,-67.0287,-4.8,
0.472,-67.4499,-5.7,
0.474,-67.8509,-6.6,
0.476,-68.2335,-7.5,
0.478,-68.5961,-8.5,
0.48,-68.9355,-9.4,
0.482,-69.2632,-10.3,
0.484,-69.5598,-11.1,
0.486,-69.8394,-11.8,
0.488,-70.0939,-12.6,
0.49,-70.3301,-16.5,
0.492,-70.5321,-26.3,
0.494,-70.6719,-33.1,
0.496,-70.7531,-36.9,
0.498,-70.7677,-37.1,
0.5,-70.7525,-34.3,
0.502,-70.7311,-32.7,
0.504,-70.7244,-32.2,
0.506,-70.7244,-32.4,
0.508,-70.7287,-33.1,
0.51,-70.7311,-33.6,
0.512,-70.7317,-34,
0.514,-70.7323,-34.2,
0.516,-70.7317,-34.4,
0.518,-70.7335,-34.4,
0.52,-70.7244,-34.5,
0.522,-70.7207,-33.5,
0.524,-70.7152,-32.7,
0.526,-70.7073,-31.8,
0.528,-70.6951,-30.6,
0.53,-70.6737,-29.2,
0.532,-70.6438,-27,
0.534,-70.5962,-24.3,
0.536,-70.5443,-21.2,
0.538,-70.4766,-18.1,
0.54,-70.3979,-15.1,
0.542,-70.313,-12,
0.544,-70.2123,-9.6,
0.546,-70.0878,-10,
0.548,-69.9383,-9.4,
0.55,-69.7436,-8.8,
0.552,-69.5135,-8.2,
0.554,-69.2321,-7.5,
0.556,-68.9074,-6.8,
0.558,-68.5363,-5.9,
0.56,-68.1182,-5,
0.562,-67.6568,-4.2,
0.564,-67.1538,-3.4,
0.566,-66.6033,-2.5,
0.568,-66.0131,-1.7,
0.57,-65.44,-2.5,
0.572,-64.8461,-2,
0.574,-64.2711,-1.3,
0.576,-63.7139,-0.4,
0.578,-63.1811,0,
0.58,-62.6842,-0.4,
0.582,-62.2271,-0.2,
0.584,-61.812,-0.4,
0.586,-61.4232,-0.4,
0.588,-61.0698,-0.4,
0.59,-60.7622,-0.4,
0.592,-60.4821,-0.3,
0.594,-60.2422,-0.2,
0.596,-60.0316,0,
0.598,-59.8449,0,
0.6,-59.6831,0,
0.602,-59.5366,0,
0.604,-59.4018,0,
0.606,-59.2815,0,
0.608,-59.1747,0,
0.61,-59.0801,0,
0.612,-58.9995,0,
0.614,-58.9324,0,
0.616,-58.883,0,
0.618,-58.8439,-0.1,
0.62,-58.8354,0,
0.622,-58.8335,0,
0.624,-58.8421,0.2,
0.626,-58.8604,0.2,
0.628,-58.8915,0,
0.63,-58.9379,0,
0.632,-59.002,0,
0.634,-59.0893,-0.2,
0.636,-59.201,-0.1,
0.638,-59.3377,-0.2,
0.64,-59.4982,-0.1,
0.642,-59.6831,-0.3,
0.644,-59.887,-0.3,
0.646,-60.1244,-0.3,
0.648,-60.3887,-0.2,
0.65,-60.6798,-0.3,
0.652,-61.0027,-0.3,
0.654,-61.35,-0.2,
0.656,-61.726,-0.1,
0.658,-62.1251,0,
0.66,-62.5469,-0.1,
0.662,-62.9925,-0.8,
0.664,-63.4411,-0.6,
0.666,-63.9098,-1,
0.668,-64.3834,-0.5,
0.67,-64.8644,-1.8,
0.672,-65.3539,-2.3,
0.674,-65.833,-1.9,
0.676,-66.3067,-3.2,
0.678,-66.7657,-4.3,
0.68,-67.2021,-5.2,
0.682,-67.6098,-6.3,
0.684,-68.0028,-7.1,
0.686,-68.3751,-8,
0.688,-68.7334,-8.9,
0.69,-69.0703,-9.8,
0.692,-69.3871,-10.5,
0.694,-69.6782,-11.4,
0.696,-69.9511,-12.2,
0.698,-70.2032,-13.1,
0.7,-70.4278,-21.4,
0.702,-70.6127,-29.7,
0.704,-70.7219,-35.4,
0.706,-70.7714,-37.7,
0.708,-70.7708,-36,
0.71,-70.7519,-33.6,
0.712,-70.7335,-32.2,
0.714,-70.7274,-32,
0.716,-70.7311,-32.5,
0.718,-70.7366,-33.3,
0.72,-70.736,-33.7,
0.722,-70.7366,-34.1,
0.724,-70.7366,-34.3,
0.726,-70.7354,-34.4,
0.728,-70.7219,-34.9,
0.73,-70.7262,-34,
0.732,-70.7213,-33.1,
0.734,-70.7116,-32.3,
0.736,-70.7036,-31.4,
0.738,-70.6927,-30.1,
0.74,-70.6652,-28.4,
0.742,-70.6261,-26,
0.744,-70.5779,-23.1,
0.746,-70.5169,-19.9,
0.748,-70.4491,-16.7,
0.75,-70.3655,-13.7,
0.752,-70.2727,-10.7,
0.754,-70.1659,-10.3,
0.756,-70.0304,-9.6,
0.758,-69.8632,-9,
0.76,-69.6514,-8.4,
0.762,-69.3981,-7.9,
0.764,-69.0966,-7.2,
0.766,-68.7517,-6.5,
0.768,-68.3605,-5.6,
0.77,-67.9253,-4.6,
0.772,-67.4425,-3.8,
0.774,-66.9207,-3.1,
0.776,-66.3543,-2.2,
0.778,-65.7836,-1.8,
0.78,-65.1806,-2.4,
0.782,-64.5885,-1.6,
0.784,-64.0258,-1,
0.786,-63.4722,-0.2,
0.788,-62.9589,0,
0.79,-62.4785,-0.3,
0.792,-62.0379,-0.5,
0.794,-61.6344,-0.4,
0.796,-61.2603,-0.4,
0.798,-60.9295,-0.3,
0.8,-60.6212,-0.2,
0.802,-60.3594,-0.1,
0.804,-60.1134,0,
0.806,-59.8961,0,
0.808,-59.7051,0,
0.81,-59.5305,0,
0.812,-59.3737,0,
0.814,-59.2425,0,
0.816,-59.1173,0,
0.818,-59.0166,-0.2,
0.82,-58.9336,-0.2,
0.822,-58.8683,-0.2,
0.824,-58.8201,-0.2,
0.826,-58.7914,-0.1,
0.828,-58.7829,0,
0.83,-58.7859,0.2,
0.832,-58.7945,0.2,
0.834,-58.8128,0.1,
0.836,-58.8408,0,
0.838,-58.8854,0,
0.84,-58.9464,0,
0.842,-59.0288,-0.1,
0.844,-59.1326,-0.1,
0.846,-59.2583,-0.2,
0.848,-59.4103,-0.2,
0.85,-59.5861,-0.2,
0.852,-59.7857,-0.2,
0.854,-60.0146,-0.2,
0.856,-60.2636,-0.2,
0.858,-60.5486,-0.2,
0.86,-60.8538,-0.2,
0.862,-61.1883,-0.1,
0.864,-61.5496,-0.1,
0.866,-61.9347,-0.1,
0.868,-62.34,-0.1,
0.87,-62.7672,0,
0.872,-63.2122,-1,
0.874,-63.6645,-2.7,
0.876,-64.1289,-0.6,
0.878,-64.5971,-1,
0.88,-65.0811,-2.7,
0.882,-65.5523,-2.9,
0.884,-66.0399,-2.7,
0.886,-66.5032,-3.7,
0.888,-66.9463,-4.7,
0.89,-67.3705,-5.7,
0.892,-67.7733,-6.7,
0.894,-68.1566,-7.6,
0.896,-68.5235,-8.5,
0.898,-68.8732,-9.5,
0.9,-69.2003,-10.3,
0.902,-69.508,-11.2,
0.904,-69.7912,-11.8,
0.906,-70.0615,-12.6,
0.908,-70.3057,-14.7,
0.91,-70.5187,-25.3,
0.912,-70.6737,-32.7,
0.914,-70.7598,-37.4,
0.916,-70.7812,-38,
0.918,-70.7659,-35.1,
0.92,-70.7458,-33,
0.922,-70.7311,-32.2,
0.924,-70.7293,-32.1,
0.926,-70.7354,-32.9,
0.928,-70.7354,-33.6,
0.93,-70.739,-33.9,
0.932,-70.7378,-34.2,
0.934,-70.7348,-34.3,
0.936,-70.7287,-34.4,
0.938,-70.7305,-34,
0.94,-70.725,-33.4,
0.942,-70.7189,-32.7,
0.944,-70.711,-31.9,
0.946,-70.7,-30.8,
0.948,-70.6865,-29.4,
0.95,-70.6536,-27.4,
0.952,-70.6084,-24.8,
0.954,-70.5553,-21.7,
0.956,-70.4918,-18.5,
0.958,-70.4131,-15.4,
0.96,-70.3246,-12.3,
0.962,-70.2288,-9.7,
0.964,-70.1079,-10.3,
0.966,-69.9621,-9.6,
0.968,-69.7722,-9,
0.97,-69.5452,-8.2,
0.972,-69.2724,-7.6,
0.974,-68.9507,-6.9,
0.976,-68.5869,-6,
0.978,-68.1756,-5.2,
0.98,-67.7227,-4.3,
0.982,-67.2234,-3.5,
0.984,-66.6814,-2.7,
0.986,-66.101,-1.8,
0.988,-65.5199,-2.9,
0.99,-64.9267,-2,
0.992,-64.3456,-1.3,
0.994,-63.7853,-0.6,
0.996,-63.2537,0,
0.998,-62.7514,-0.3,
1,-62.2881,-0.3,
1.002,-61.8621,-0.5,
1.004,-61.4654,-0.5,
1.006,-61.1162,-0.4,
1.008,-60.7915,-0.3,
1.01,-60.5053,-0.3,
1.012,-60.2471,-0.1,
1.014,-60.0158,0,
1.016,-59.8125,0,
1.018,-59.6258,0,
1.02,-59.464,0,
1.022,-59.3181,0,
1.024,-59.1881,0,
1.026,-59.0777,-0.1,
1.028,-58.9824,-0.1,
1.03,-58.9055,-0.2,
1.032,-58.8476,-0.1,
1.034,-58.8085,-0.2,
1.036,-58.7957,-0.1,
1.038,-58.7896,0,
1.04,-58.7963,0.1,
1.042,-58.8079,0.2,
1.044,-58.8274,0,
1.046,-58.861,0,
1.048,-58.9141,0,
1.05,-58.9824,-0.1,
1.052,-59.0728,-0.1,
1.054,-59.1851,-0.2,
1.056,-59.3224,-0.3,
1.058,-59.4823,-0.2,
1.06,-59.666,-0.3,
1.062,-59.8766,-0.3,
1.064,-60.114,-0.3,
1.066,-60.3771,-0.3,
1.068,-60.6719,-0.3,
1.07,-60.9929,-0.3,
1.072,-61.3372,-0.2,
1.074,-61.7077,-0.1,
1.076,-62.1044,-0.1,
1.078,-62.5207,0,
1.08,-62.9546,-0.4,
1.082,-63.4063,-0.7,
1.084,-63.8646,-1.4,
1.086,-64.3316,-0.5,
1.088,-64.8083,-1.6,
1.09,-65.2953,-2.2,
1.092,-65.7677,-2.1,
1.094,-66.2444,-3.1,
1.096,-66.7016,-4.4,
1.098,-67.138,-5.3,
1.1,-67.5493,-6.1,
1.102,-67.9442,-7,
1.104,-68.3233,-7.9,
1.106,-68.6791,-8.8,
1.108,-69.0154,-9.7,
1.11,-69.3328,-10.6,
1.112,-69.6288,-11.4,
1.114,-69.9041,-12.3,
1.116,-70.1616,-13.1,
1.118,-70.3924,-19.6,
1.12,-70.5877,-28.5,
1.122,-70.714,-34.8,
1.124,-70.7738,-38,
1.126,-70.7769,-37.2,
1.128,-70.7616,-34.2,
1.13,-70.7378,-32.6,
1.132,-70.7329,-32.2,
1.134,-70.7305,-32.5,
1.136,-70.736,-33.3,
1.138,-70.739,-33.8,
1.14,-70.7403,-34.2,
1.142,-70.7378,-34.4,
1.144,-70.7335,-34.4,
1.146,-70.7311,-34.5,
1.148,-70.7268,-33.8,
1.15,-70.7226,-33.1,
1.152,-70.7183,-32.3,
1.154,-70.7104,-31.4,
1.156,-70.6939,-30.3,
1.158,-70.6737,-28.6,
1.16,-70.6365,-26.3,
1.162,-70.5858,-23.4,
1.164,-70.5272,-20.2,
1.166,-70.4564,-17,
1.168,-70.3789,-14,
1.17,-70.2862,-11,
1.172,-70.18,-10.3,
1.174,-70.05,-9.7,
1.176,-69.8845,-9.2,
1.178,-69.677,-8.6,
1.18,-69.4317,-8,
1.182,-69.1369,-7.3,
1.184,-68.7981,-6.6,
1.186,-68.4093,-5.7,
1.188,-67.9809,-4.9,
1.19,-67.5066,-4,
1.192,-66.9896,-3.2,
1.194,-66.43,-2.2,
1.196,-65.8642,-1.5,
1.198,-65.2611,-2.7,
1.2,-64.6654,-1.9,
1.202,-64.0923,-1.1,
1.204,-63.5454,-0.3,
1.206,-63.023,0,
1.208,-62.5438,-0.4,
1.21,-62.0928,-0.4,
1.212,-61.6857,-0.5,
1.214,-61.3128,-0.5,
1.216,-60.9746,-0.4,
1.218,-60.6792,-0.4,
1.22,-60.4156,-0.3,
1.222,-60.1861,-0.2,
1.224,-59.9871,0,
1.226,-59.8083,0,
1.228,-59.6483,0,
1.23,-59.5061,0,
1.232,-59.378,0,
1.234,-59.2608,-0.1,
1.236,-59.1546,-0.1,
1.238,-59.0642,0,
1.24,-58.9849,0,
1.242,-58.9245,-0.1,
1.244,-58.8805,-0.1,
1.246,-58.8543,0,
1.248,-58.8421,-0.1,
1.25,-58.8445,0.1,
1.252,-58.8543,0.1,
1.254,-58.8726,0,
1.256,-58.9092,0,
1.258,-58.9562,-0.1,
1.26,-59.0258,-0.2,
1.262,-59.1186,-0.2,
1.264,-59.2382,-0.2,
1.266,-59.3786,-0.2,
1.268,-59.547,-0.2,
1.27,-59.7362,-0.3,
1.272,-59.9492,-0.2,
1.274,-60.1903,-0.4,
1.276,-60.4558,-0.3,
1.278,-60.7567,-0.4,
1.28,-61.0882,-0.3,
1.282,-61.4452,-0.3,
1.284,-61.8303,-0.2,
1.286,-62.2368,-0.2,
1.288,-62.6684,-0.1,
1.29,-63.1206,-1.2,
1.292,-63.5863,-1.6,
1.294,-64.0569,-0.6,
1.296,-64.5281,-0.8,
1.298,-65.0194,-2.4,
1.3,-65.5211,-2.6,
1.302,-65.9948,-2.7,
1.304,-66.4647,-3.5,
1.306,-66.9182,-4.4,
1.308,-67.3449,-5.5,
1.31,-67.7477,-6.6,
1.312,-68.1341,-7.5,
1.314,-68.5021,-8.5,
1.316,-68.8469,-9.4,
1.318,-69.1765,-10.2,
1.32,-69.4787,-11.1,
1.322,-69.7655,-11.9,
1.324,-70.0249,-12.6,
1.326,-70.2721,-13.8,
1.328,-70.4876,-23.9,
1.33,-70.6505,-31.5,
1.332,-70.7512,-36.6,
1.334,-70.7812,-37.9,
1.336,-70.7708,-35.4,
1.338,-70.7494,-33.2,
1.34,-70.7335,-32.3,
1.342,-70.7317,-32.1,
1.344,-70.7305,-32.8,
1.346,-70.736,-33.5,
1.348,-70.7378,-33.8,
1.35,-70.7384,-34.1,
1.352,-70.7366,-34.3,
1.354,-70.7317,-34.3,
1.356,-70.7281,-33.4,
1.358,-70.7268,-33.4,
1.36,-70.7232,-32.8,
1.362,-70.7122,-32.1,
1.364,-70.703,-31,
1.366,-70.6853,-29.6,
1.368,-70.6579,-27.8,
1.37,-70.6176,-25.1,
1.372,-70.5633,-22,
1.374,-70.4986,-18.8,
1.376,-70.4259,-15.7,
1.378,-70.3441,-12.7,
1.38,-70.2404,-9.9,
1.382,-70.1269,-10.4,
1.384,-69.984,-9.7,
1.386,-69.8009,-9,
1.388,-69.5751,-8.3,
1.39,-69.312,-7.7,
1.392,-68.9983,-7.1,
1.394,-68.6352,-6.2,
1.396,-68.2287,-5.3,
1.398,-67.7782,-4.5,
1.4,-67.2851,-3.7,
1.402,-66.751,-2.8,
1.404,-66.1693,-2,
1.406,-65.5974,-3.5,
1.408,-65.0017,-2,
1.41,-64.417,-1.4,
1.412,-63.8494,-0.6,
1.414,-63.3166,0,
1.416,-62.8112,-0.3,
1.418,-62.3473,-0.3,
1.42,-61.9152,-0.5,
1.422,-61.5203,-0.5,
1.424,-61.1602,-0.4,
1.426,-60.8367,-0.3,
1.428,-60.5413,-0.2,
1.43,-60.2825,-0.2,
1.432,-60.0493,0,
1.434,-59.8382,0,
1.436,-59.6502,0,
1.438,-59.4817,0,
1.44,-59.3334,0,
1.442,-59.2022,0,
1.444,-59.0856,-0.1,
1.446,-58.9886,-0.2,
1.448,-58.9086,-0.3,
1.45,-58.8469,-0.2,
1.452,-58.8073,-0.2,
1.454,-58.7884,-0.3,
1.456,-58.7871,-0.1,
1.458,-58.7908,0.2,
1.46,-58.8,0.1,
1.462,-58.8219,0,
1.464,-58.8592,0,
1.466,-58.9068,0,
1.468,-58.9715,-0.1,
1.47,-59.0618,-0.1,
1.472,-59.1735,-0.2,
1.474,-59.3072,-0.2,
1.476,-59.4658,-0.3,
1.478,-59.6459,-0.3,
1.48,-59.851,-0.4,
1.482,-60.0872,-0.3,
1.484,-60.3472,-0.4,
1.486,-60.6389,-0.3,
1.488,-60.9508,-0.3,
1.49,-61.2951,-0.2,
1.492,-61.6637,-0.2,
1.494,-62.0537,-0.1,
1.496,-62.4718,0,
1.498,-62.9009,-0.2,
1.5,-63.3507,-0.9,
1.502,-63.8097,-2.1,
1.504,-64.273,-0.5,
1.506,-64.7497,-1.5,
1.508,-65.2318,-2.4,
1.51,-65.7018,-2.7,
1.512,-66.1864,-3,
1.514,-66.6466,-4.3,
1.516,-67.083,-5.3,
1.518,-67.4987,-6,
1.52,-67.8979,-6.9,
1.522,-68.2787,-7.9,
1.524,-68.6382,-8.8,
1.526,-68.98,-9.7,
1.528,-69.3017,-10.6,
1.53,-69.5989,-11.4,
1.532,-69.8772,-12.1,
1.534,-70.1391,-13,
1.536,-70.374,-18.2,
1.538,-70.5712,-27.7,
1.54,-70.7042,-34.3,
1.542,-70.7763,-37.9,
1.544,-70.7812,-37.6,
1.546,-70.7628,-34.4,
1.548,-70.7458,-32.8,
1.55,-70.7323,-32.2,
1.552,-70.7366,-32.5,
1.554,-70.7384,-33.3,
1.556,-70.7421,-33.8,
1.558,-70.7384,-34.2,
1.56,-70.7427,-34.4,
1.562,-70.7427,-34.5,
1.564,-70.7494,-34.5,
1.566,-70.7329,-34,
1.568,-70.7262,-33.3,
1.57,-70.7226,-32.6,
1.572,-70.714,-31.8,
1.574,-70.703,-30.6,
1.576,-70.6786,-29.1,
1.578,-70.6463,-26.8,
1.58,-70.6005,-23.9,
1.582,-70.5376,-20.8,
1.584,-70.4662,-17.6,
1.586,-70.393,-14.5,
1.588,-70.2996,-11.4,
1.59,-70.1983,-10,
1.592,-70.0725,-9.8,
1.594,-69.9138,-9.4,
1.596,-69.7149,-8.7,
1.598,-69.4719,-8.2,
1.6,-69.1826,-7.5,
1.602,-68.8482,-6.7,
1.604,-68.4636,-5.8,
1.606,-68.0401,-5,
1.608,-67.5713,-4.2,
1.61,-67.0586,-3.4,
1.612,-66.5014,-2.5,
1.614,-65.9289,-1.6,
1.616,-65.335,-2.6,
1.618,-64.7417,-2.2,
1.62,-64.1656,-1.2,
1.622,-63.6126,-0.4,
1.624,-63.0913,0,
1.626,-62.6024,-0.4,
1.628,-62.152,-0.3,
1.63,-61.7339,-0.5,
1.632,-61.3561,-0.5,
1.634,-61.0137,-0.4,
1.636,-60.703,-0.3,
1.638,-60.4271,-0.3,
1.64,-60.1793,-0.2,
1.642,-59.9676,-0.1,
1.644,-59.7753,0,
1.646,-59.6056,0,
1.648,-59.4561,0,
1.65,-59.3212,0,
1.652,-59.2058,0,
1.654,-59.096,-0.1,
1.656,-59.0056,-0.2,
1.658,-58.9318,-0.2,
1.66,-58.8769,-0.2,
1.662,-58.8402,-0.1,
1.664,-58.8207,-0.1,
1.666,-58.8189,0,
1.668,-58.8244,0.2,
1.67,-58.836,0,
1.672,-58.8585,0,
1.674,-58.8933,0,
1.676,-58.9434,-0.1,
1.678,-59.016,-0.2,
1.68,-59.1088,-0.3,
1.682,-59.2254,-0.3,
1.684,-59.37,-0.2,
1.686,-59.5354,-0.3,
1.688,-59.7234,-0.3,
1.69,-59.9352,-0.3,
1.692,-60.1757,-0.3,
1.694,-60.4442,-0.3,
1.696,-60.7427,-0.4,
1.698,-61.0668,-0.4,
1.7,-61.4141,-0.3,
1.702,-61.7943,-0.2,
1.704,-62.1978,-0.1,
1.706,-62.6208,-0.1,
1.708,-63.0761,-1.2,
1.71,-63.529,-1,
1.712,-63.9953,-0.6,
1.714,-64.4683,-0.7,
1.716,-64.9553,-2.1,
1.718,-65.4516,-2.5,
1.72,-65.9252,-2.4,
1.722,-66.3976,-3.6,
1.724,-66.8505,-4.4,
1.726,-67.2814,-5.4,
1.728,-67.6897,-6.7,
1.73,-68.0791,-7.5,
1.732,-68.4508,-8.4,
1.734,-68.8006,-9.2,
1.736,-69.1326,-10.2,
1.738,-69.4433,-11,
1.74,-69.7338,-11.8,
1.742,-70.0023,-12.5,
1.744,-70.2514,-13.5,
1.746,-70.4723,-23.2,
1.748,-70.645,-31.1,
1.75,-70.7519,-36.4,
1.752,-70.7848,-38.2,
1.754,-70.7744,-35.8,
1.756,-70.7573,-33.5,
1.758,-70.7384,-32.3,
1.76,-70.7378,-32.1,
1.762,-70.7403,-32.7,
1.764,-70.7372,-33.5,
1.766,-70.7427,-33.9,
1.768,-70.7415,-34.3,
1.77,-70.7421,-34.4,
1.772,-70.7415,-34.5,
1.774,-70.7311,-34,
1.776,-70.7293,-33.7,
1.778,-70.725,-33,
1.78,-70.7201,-32.2,
1.782,-70.7079,-31.2,
1.784,-70.6927,-29.9,
1.786,-70.6658,-28.1,
1.788,-70.6255,-25.5,
1.79,-70.5712,-22.5,
1.792,-70.5114,-19.3,
1.794,-70.4369,-16.2,
1.796,-70.3539,-13.2,
1.798,-70.2593,-10.3,
1.8,-70.1476,-10.5,
1.802,-70.0091,-9.7,
1.804,-69.8302,-9.1,
1.806,-69.6123,-8.4,
1.808,-69.348,-7.8,
1.81,-69.0398,-7.2,
1.812,-68.6876,-6.3,
1.814,-68.2836,-5.5,
1.816,-67.8417,-4.6,
1.818,-67.3559,-3.8,
1.82,-66.8236,-3,
1.822,-66.2493,-2.2,
