Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1605,1.1,
0.002,-0.1636,1.4,
0.004,-0.166,1.2,
0.006,-0.1666,1.1,
0.008,-0.1788,1,
0.01,-0.1843,1.1,
0.012,-0.1928,1,
0.014,-0.2013,0.7,
0.016,-0.2282,0.3,
0.018,-0.2807,0,
0.02,-0.3655,0,
0.022,-0.4827,-0.2,
0.024,-0.6396,-0.3,
0.026,-0.841,-0.3,
0.028,-1.0821,-0.3,
0.03,-1.3598,-0.3,
0.032,-1.6771,-0.2,
0.034,-2.0379,-0.1,
0.036,-2.4303,0,
0.038,-2.8502,0,
0.04,-3.3031,0,
0.042,-3.7792,0.2,
0.044,-4.2785,0.2,
0.046,-4.7967,0.3,
0.048,-5.3332,0.3,
0.05,-5.8904,0.2,
0.052,-6.4745,0.3,
0.054,-7.0739,0.3,
0.056,-7.6885,0.2,
0.058,-8.3336,0.1,
0.06,-9.0032,0.2,
0.062,-9.7033,0.1,
0.064,-10.4345,0.2,
0.066,-11.195,0.1,
0.068,-11.9866,0.1,
0.07,-12.81,0.1,
0.072,-13.6541,0.1,
0.074,-14.508,0.1,
0.076,-15.3777,0,
0.078,-16.2646,0,
0.08,-17.174,-0.1,
0.082,-18.1157,0,
0.084,-19.0899,-0.1,
0.086,-20.0982,0,
0.088,-21.1522,0,
0.09,-22.2686,0,
0.092,-23.4307,0.3,
0.094,-24.6087,0.5,
0.096,-25.7799,0.5,
0.098,-26.9396,0.5,
0.1,-28.0901,0.2,
0.102,-29.2052,1.2,
0.104,-30.3258,1.4,
0.106,-31.4385,1.4,
0.108,-32.564,1.7,
0.11,-33.7023,1.8,
0.112,-34.8266,1.9,
0.114,-35.9167,1.9,
0.116,-36.9671,1.9,
0.118,-37.9809,1.9,
0.12,-38.9586,1.9,
0.122,-39.9169,1.9,
0.124,-40.8513,1.8,
0.126,-41.7736,1.9,
0.128,-42.6842,2,
0.13,-43.5778,2.1,
0.132,-44.442,2.1,
0.134,-45.2703,2.1,
0.136,-46.068,2.1,
0.138,-46.8291,2.1,
0.14,-47.5573,2.1,
0.142,-48.2561,2.1,
0.144,-48.9318,2.1,
0.146,-49.5836,2,
0.148,-50.2141,2,
0.15,-50.8196,2,
0.152,-51.4055,2,
0.154,-51.9732,2,
0.156,-52.5188,2,
0.158,-53.0407,2,
0.16,-53.5406,2,
0.162,-54.016,1.9,
0.164,-54.4652,1.9,
0.166,-54.8937,2,
0.168,-55.299,1.9,
0.17,-55.6756,2,
0.172,-56.029,1.9,
0.174,-56.3616,1.9,
0.176,-56.6717,2,
0.178,-56.9634,1.9,
0.18,-57.2252,2,
0.182,-57.4676,1.9,
0.184,-57.6885,2,
0.186,-57.8814,1.9,
0.188,-58.0535,2,
0.19,-58.1981,2,
0.192,-58.3184,2,
0.194,-58.4197,2,
0.196,-58.4917,2,
0.198,-58.5381,2,
0.2,-58.5662,2,
0.202,-58.5772,0.8,
0.204,-58.6004,0.7,
0.206,-58.6297,0.6,
0.208,-58.6699,0.5,
0.21,-58.72,0.4,
0.212,-58.7859,0.2,
0.214,-58.8714,0.2,
0.216,-58.9745,0.1,
0.218,-59.0972,0,
0.22,-59.2461,0,
0.222,-59.4146,0,
0.224,-59.616,0,
0.226,-59.8437,0,
0.228,-60.0969,0,
0.23,-60.3814,0,
0.232,-60.6859,0,
0.234,-61.0167,0,
0.236,-61.3769,0.1,
0.238,-61.7602,0.1,
0.24,-62.163,0.1,
0.242,-62.589,0.2,
0.244,-63.0395,-1.6,
0.246,-63.4923,-0.7,
0.248,-63.9556,-0.5,
0.25,-64.4243,-0.6,
0.252,-64.9053,-2.2,
0.254,-65.393,-2.3,
0.256,-65.8648,-1.9,
0.258,-66.3347,-3.1,
0.26,-66.7852,-4.1,
0.262,-67.2167,-5.2,
0.264,-67.6244,-6.2,
0.266,-68.0157,-6.9,
0.268,-68.3886,-7.8,
0.27,-68.7414,-8.7,
0.272,-69.0764,-9.6,
0.274,-69.3896,-10.4,
0.276,-69.677,-11.2,
0.278,-69.9499,-11.9,
0.28,-70.1995,-13,
0.282,-70.4259,-22.1,
0.284,-70.6048,-30.1,
0.286,-70.7183,-35.4,
0.288,-70.7616,-37.6,
0.29,-70.7592,-36,
0.292,-70.7415,-33.6,
0.294,-70.7219,-32.4,
0.296,-70.7238,-32.2,
0.298,-70.725,-32.8,
0.3,-70.7281,-33.6,
0.302,-70.7317,-34.2,
0.304,-70.7293,-34.3,
0.306,-70.7317,-34.4,
0.308,-70.7281,-34.4,
0.31,-70.7207,-34.7,
0.312,-70.7195,-33.8,
0.314,-70.7165,-32.8,
0.316,-70.7085,-32,
0.318,-70.7012,-31,
0.32,-70.6811,-29.8,
0.322,-70.6585,-28.1,
0.324,-70.6194,-25.7,
0.326,-70.5681,-22.8,
0.328,-70.5059,-19.6,
0.33,-70.432,-16.5,
0.332,-70.3484,-13.4,
0.334,-70.2532,-10.4,
0.336,-70.1427,-10.4,
0.338,-70.0066,-9.6,
0.34,-69.8314,-8.9,
0.342,-69.6136,-8.3,
0.344,-69.3584,-7.8,
0.346,-69.0575,-7.2,
0.348,-68.7108,-6.4,
0.35,-68.319,-5.4,
0.352,-67.8826,-4.6,
0.354,-67.4016,-3.7,
0.356,-66.878,-2.9,
0.358,-66.3152,-2,
0.36,-65.7476,-2.2,
0.362,-65.1433,-2.1,
0.364,-64.5574,-1.3,
0.366,-63.9892,-0.7,
0.368,-63.4441,0,
0.37,-62.9302,0.2,
0.372,-62.4511,-0.2,
0.374,-62.0067,-0.3,
0.376,-61.5984,-0.4,
0.378,-61.2279,-0.3,
0.38,-60.8935,-0.2,
0.382,-60.5865,-0.1,
0.384,-60.3191,-0.1,
0.386,-60.0744,0,
0.388,-59.8571,0,
0.39,-59.6673,0,
0.392,-59.4958,0.1,
0.394,-59.3438,0.1,
0.396,-59.2089,0.1,
0.398,-59.0935,0,
0.4,-58.991,0,
0.402,-58.9116,-0.1,
0.404,-58.8482,-0.1,
0.406,-58.8042,-0.1,
0.408,-58.7829,-0.1,
0.41,-58.7774,0,
0.412,-58.7829,0.2,
0.414,-58.7951,0.3,
0.416,-58.8128,0.2,
0.418,-58.8457,0,
0.42,-58.8927,0,
0.422,-58.9574,0,
0.424,-59.0453,0,
0.426,-59.1521,0,
0.428,-59.2779,-0.1,
0.43,-59.4286,-0.1,
0.432,-59.6056,-0.2,
0.434,-59.804,-0.2,
0.436,-60.0304,-0.2,
0.438,-60.2849,-0.2,
0.44,-60.5669,-0.2,
0.442,-60.8751,-0.1,
0.444,-61.2096,-0.1,
0.446,-61.5709,-0.1,
0.448,-61.953,0,
0.45,-62.3626,0,
0.452,-62.791,0,
0.454,-63.2384,-1,
0.456,-63.6956,-2.8,
0.458,-64.1576,-0.6,
0.46,-64.6313,-1.1,
0.462,-65.1122,-2.6,
0.464,-65.5822,-3,
0.466,-66.0705,-2.8,
0.468,-66.5386,-3.8,
0.47,-66.9842,-4.8,
0.472,-67.4077,-5.7,
0.474,-67.8075,-6.7,
0.476,-68.1914,-7.6,
0.478,-68.5601,-8.7,
0.48,-68.9062,-9.5,
0.482,-69.2333,-10.3,
0.484,-69.5403,-11.1,
0.486,-69.8217,-11.8,
0.488,-70.0823,-12.6,
0.49,-70.3271,-16.1,
0.492,-70.5334,-26.2,
0.494,-70.6774,-33.1,
0.496,-70.7561,-37.3,
0.498,-70.7714,-37.4,
0.5,-70.7561,-34.4,
0.502,-70.736,-32.6,
0.504,-70.7232,-31.8,
0.506,-70.7226,-31.9,
0.508,-70.7262,-33.1,
0.51,-70.7317,-33.7,
