Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1605,1.1,-0.000533,
0.002,-0.1617,1.1,-0.002133,
0.004,-0.1629,1.1,-0.000533,
0.006,-0.1617,1.1,0.000533,
0.008,-0.1636,1.1,-0.002222,
0.01,-0.1599,1.1,0.004355,
0.012,-0.1617,1.1,0.001688,
0.014,-0.1629,1.1,0.001688,
0.016,-0.1636,1.1,-0.000622,
0.018,-0.1636,1.1,-0.001155,
0.02,-0.1648,1.1,0,
0.022,-0.1648,1,0,
0.024,-0.1648,1.1,0.0032,
0.026,-0.1654,1,0.000533,
0.028,-0.1654,1.1,-0.001066,
0.03,-0.1684,1.1,-0.0016,
0.032,-0.1678,1,0.000533,
0.034,-0.1684,1.1,-0.000533,
0.036,-0.1684,1.1,-0.001066,
0.038,-0.1697,1.1,0.001066,
0.04,-0.177,1.1,-0.0016,
0.042,-0.1819,1,-0.002755,
0.044,-0.1843,1,-0.001066,
0.046,-0.1837,1.1,0,
0.048,-0.1868,1.1,-0.001155,
0.05,-0.1935,1,-0.004888,
0.052,-0.1995,0.9,-0.005333,
0.054,-0.2141,0.7,-0.007022,
0.056,-0.2428,0.6,-0.015733,
0.058,-0.2874,0.6,-0.026044,
0.06,-0.3423,0.6,-0.033066,
0.062,-0.4045,0.7,-0.034666,
0.064,-0.4802,0.7,-0.037422,
0.066,-0.5632,0.7,-0.043911,
0.068,-0.6536,0.8,-0.044533,
0.07,-0.7543,0.8,-0.048266,
0.072,-0.8593,0.9,-0.055911,
0.074,-0.9655,1,-0.054844,
0.076,-1.0765,1,-0.054755,
0.078,-1.1882,1.1,-0.055822,
0.08,-1.2981,1.1,-0.054222,
0.082,-1.4092,1.1,-0.054222,
0.084,-1.5252,1.2,-0.057511,
0.086,-1.6301,1.2,-0.054222,
0.088,-1.7357,1.1,-0.052088,
0.09,-1.8438,1.2,-0.051555,
0.092,-1.9536,1.1,-0.054222,
0.094,-2.0604,1.1,-0.055288,
0.096,-2.1679,1,-0.056444,
0.098,-2.2783,1,-0.056977,
0.1,-2.3864,1,-0.055377,
0.102,-2.5011,1,-0.057511,
0.104,-2.6152,1,-0.059111,
0.106,-2.7343,1,-0.056977,
0.108,-2.8612,1,-0.062933,
0.11,-2.9815,0.9,-0.061866,
0.112,-3.1194,1,-0.069422,
0.114,-3.2543,1,-0.070577,
0.116,-3.3989,1,-0.075911,
0.118,-3.5405,1,-0.075377,
0.12,-3.6889,1,-0.072177,
0.122,-3.8433,1,-0.0776,
0.124,-3.9977,1,-0.078133,
0.126,-4.1576,1,-0.078666,
0.128,-4.3212,1,-0.081955,
0.13,-4.4866,1,-0.083022,
0.132,-4.6556,0.9,-0.085688,
0.134,-4.8302,1,-0.084622,
0.136,-5.0103,1,-0.087911,
0.138,-5.186,1,-0.090577,
0.14,-5.3679,1,-0.091111,
0.142,-5.5553,1,-0.093333,
0.144,-5.7396,1,-0.0944,
0.146,-5.9319,0.9,-0.096533,
0.148,-6.1254,1,-0.097688,
0.15,-6.3207,1,-0.098755,
0.152,-6.5215,1,-0.100888,
0.154,-6.7162,1,-0.101422,
0.156,-6.9243,0.9,-0.103644,
0.158,-7.1276,1,-0.101511,
0.16,-7.3351,1,-0.104711,
0.162,-7.5469,1,-0.105777,
0.164,-7.7623,1,-0.107377,
0.166,-7.9747,0.9,-0.107377,
0.168,-8.1975,1,-0.111733,
0.17,-8.4264,0.9,-0.111733,
0.172,-8.662,0.9,-0.117777,
0.174,-8.8982,1,-0.118311,
0.176,-9.1338,1,-0.116088,
0.178,-9.3877,0.9,-0.121511,
0.18,-9.6306,0.9,-0.119377,
0.182,-9.8931,0.9,-0.128622,
0.184,-10.1494,0.9,-0.130222,
0.186,-10.4082,0.9,-0.130755,
0.188,-10.6743,1,-0.131288,
0.19,-10.9478,0.9,-0.135111,
0.192,-11.2169,1,-0.131288,
0.194,-11.4959,1,-0.142222,
0.196,-11.773,1,-0.140533,
0.198,-12.0476,0.9,-0.135644,
0.2,-12.3381,1,-0.140977,
0.202,-12.6207,1,-0.142133,
0.204,-12.9027,1,-0.142666,
0.206,-13.1884,1,-0.144888,
0.208,-13.4795,1,-0.146488,
0.21,-13.7566,0.9,-0.138311,
0.212,-14.0575,0.8,-0.148622,
0.214,-14.3486,0.8,-0.151911,
0.216,-14.6422,0.8,-0.149155,
0.218,-14.9425,0.8,-0.150311,
0.22,-15.2459,0.9,-0.153066,
0.222,-15.5504,0.8,-0.152444,
0.224,-15.8635,0.8,-0.156177,
0.226,-16.1785,0.8,-0.157333,
0.228,-16.5001,0.7,-0.162755,
0.23,-16.8242,0.8,-0.162222,
0.232,-17.1495,0.8,-0.161066,
0.234,-17.4828,0.8,-0.167644,
0.236,-17.8154,0.9,-0.165955,
0.238,-18.1517,0.9,-0.168177,
0.24,-18.4911,0.9,-0.169244,
0.242,-18.8323,0.9,-0.170933,
0.244,-19.1777,0.9,-0.172444,
0.246,-19.5195,0.9,-0.174133,
0.248,-19.8644,0.9,-0.170933,
0.25,-20.2141,0.9,-0.173066,
0.252,-20.5651,0.9,-0.1736,
0.254,-20.9209,0.9,-0.181777,
0.256,-21.2804,1,-0.181777,
0.258,-21.643,1,-0.184533,
0.26,-22.0037,1,-0.180177,
0.262,-22.3711,1,-0.185511,
0.264,-22.7379,1,-0.184444,
0.266,-23.1108,1,-0.187644,
0.268,-23.4795,1,-0.184977,
0.27,-23.8457,0.9,-0.185511,
0.272,-24.2113,1,-0.181777,
0.274,-24.5757,1,-0.184977,
0.276,-24.9437,0.9,-0.184444,
0.278,-25.3063,0.9,-0.183377,
0.28,-25.6621,0.8,-0.176266,
0.282,-26.0234,0.7,-0.180622,
0.284,-26.389,0.7,-0.183911,
0.286,-26.7577,0.7,-0.184977,
0.288,-27.1282,0.7,-0.186666,
0.29,-27.5023,0.6,-0.186577,
0.292,-27.8832,0.6,-0.191555,
0.294,-28.2677,0.6,-0.193688,
0.296,-28.6583,0.6,-0.194222,
0.298,-29.0581,0.6,-0.199644,
0.3,-29.4658,0.6,-0.204533,
0.302,-29.8766,0.6,-0.207822,
0.304,-30.2983,0.7,-0.214222,
0.306,-30.7232,0.8,-0.217066,
0.308,-31.1547,0.7,-0.214844,
0.31,-31.5996,0.8,-0.221866,
0.312,-32.0488,0.8,-0.225155,
0.314,-32.5054,0.9,-0.226755,
0.316,-32.9705,0.9,-0.232266,
0.318,-33.441,1,-0.234844,
0.32,-33.9098,1,-0.235999,
0.322,-34.3792,1,-0.234933,
0.324,-34.8485,0.9,-0.235999,
0.326,-35.316,0.9,-0.235999,
0.328,-35.7793,1,-0.230577,
0.33,-36.2413,0.9,-0.228888,
0.332,-36.7015,0.9,-0.228888,
0.334,-37.1636,0.9,-0.230044,
0.336,-37.6226,0.8,-0.231111,
0.338,-38.0828,0.9,-0.230044,
0.34,-38.5479,0.8,-0.232799,
0.342,-39.0178,0.8,-0.235999,
0.344,-39.4921,0.8,-0.237688,
0.346,-39.9712,0.8,-0.240355,
0.348,-40.4601,0.8,-0.243644,
0.35,-40.9551,0.8,-0.248533,
0.352,-41.458,0.8,-0.253333,
0.354,-41.9658,0.8,-0.256088,
0.356,-42.4828,0.9,-0.258755,
0.358,-43.004,0.9,-0.264711,
0.36,-43.5228,0.9,-0.262577,
0.362,-44.0459,1,-0.259288,
0.364,-44.5702,1,-0.265333,
0.366,-45.0817,0.9,-0.258844,
0.368,-45.5974,1,-0.258755,
0.37,-46.1144,1,-0.258755,
0.372,-46.6253,0.9,-0.255555,
0.374,-47.1343,1,-0.253955,
0.376,-47.6464,0.9,-0.257688,
0.378,-48.1585,0.9,-0.257244,
0.38,-48.6748,0.9,-0.258755,
0.382,-49.1961,0.9,-0.260444,
0.384,-49.7203,0.9,-0.259822,
0.386,-50.2544,0.8,-0.269066,
0.388,-50.7891,0.9,-0.266933,
0.39,-51.3329,0.9,-0.271822,
0.392,-51.8883,0.9,-0.277244,
0.394,-52.445,0.8,-0.281066,
0.396,-53.0089,0.9,-0.2832,
0.398,-53.5741,0.9,-0.2832,
0.4,-54.1442,0.9,-0.284355,
0.402,-54.7167,0.9,-0.285422,
0.404,-55.2868,0.8,-0.285955,
0.406,-55.8599,0.8,-0.288622,
0.408,-56.4293,0.8,-0.285333,
0.41,-57.0079,0.9,-0.290755,
0.412,-57.5823,0.8,-0.289688,
0.414,-58.1621,0.8,-0.290222,
0.416,-58.7517,0.8,-0.292977,
0.418,-59.3493,0.9,-0.2984,
0.42,-59.9468,0.9,-0.299466,
0.422,-60.5553,0.9,-0.305422,
0.424,-61.165,1,-0.308088,
0.426,-61.776,1,-0.303822,
0.428,-62.3912,1,-0.304888,
0.43,-63.004,-0.3,-0.306488,
0.432,-63.5961,-4.8,-0.295733,
0.434,-64.1722,0,-0.280444,
0.436,-64.7387,-0.2,-0.284355,
0.438,-65.2507,-2.3,-0.237066,
0.44,-65.7085,0.9,-0.228977,
0.442,-66.1028,0.4,-0.186133,
0.444,-66.386,0.2,-0.130222,
0.446,-66.5624,-0.3,-0.075466,
0.448,-66.6393,-0.4,-0.026044,
0.45,-66.6338,-1.4,0.011377,
0.452,-66.5734,-1.6,0.037422,
0.454,-66.4666,-1.5,0.059111,
0.456,-66.3256,-2.2,0.074844,
0.458,-66.1657,-2.1,0.084622,
0.46,-65.9935,-2.6,0.088444,
0.462,-65.8263,-2.9,0.083022,
0.464,-65.6688,-3,0.078133,
0.466,-65.5272,-3.2,0.068355,
0.468,-65.4088,-3.3,0.058044,
0.47,-65.3191,-3.2,0.041244,
0.472,-65.2581,-3.3,0.026044,
0.474,-65.2269,-3.2,0.012,
0.476,-65.2288,-2.7,-0.004888,
0.478,-65.2501,-2.7,-0.011911,
0.48,-65.2855,-2.8,-0.0184,
0.482,-65.3325,-2.9,-0.026577,
0.484,-65.3978,-3,-0.031999,
0.486,-65.479,-3,-0.042311,
0.488,-65.573,-3,-0.052088,
0.49,-65.6755,-3.1,-0.052622,
0.492,-65.7897,-3.1,-0.056977,
0.494,-65.905,-3.2,-0.056355,
0.496,-66.0192,-3.4,-0.056444,
0.498,-66.1315,-3.5,-0.054844,
0.5,-66.2401,-3.7,-0.051555,
0.502,-66.3353,-4,-0.0488,
0.504,-66.4244,-4.2,-0.042844,
0.506,-66.5081,-4.5,-0.044,
0.508,-66.5844,-4.7,-0.035288,
0.51,-66.6533,-5.1,-0.034666,
0.512,-66.7205,-5.3,-0.034755,
0.514,-66.7882,-5.6,-0.031999,
0.516,-66.8572,-5.8,-0.037422,
0.518,-66.9274,-6,-0.036888,
0.52,-67.0043,-6.2,-0.040711,
0.522,-67.0922,-6.4,-0.043466,
0.524,-67.1825,-6.7,-0.046666,
0.526,-67.2783,-6.8,-0.0504,
0.528,-67.3821,-7.1,-0.051555,
0.53,-67.4865,-7.3,-0.052622,
0.532,-67.5933,-7.5,-0.054311,
0.534,-67.7111,-7.8,-0.060799,
0.536,-67.8283,-8.1,-0.058666,
0.538,-67.9491,-8.4,-0.061333,
0.54,-68.0754,-8.7,-0.066666,
0.542,-68.2073,-9,-0.066222,
0.544,-68.3428,-9.3,-0.065688,
0.546,-68.4795,-9.7,-0.069955,
0.548,-68.6205,-10,-0.071111,
0.55,-68.7621,-10.3,-0.071111,
0.552,-68.9067,-10.5,-0.074844,
0.554,-69.0545,-10.8,-0.076,
0.556,-69.1985,-11.2,-0.073777,
0.558,-69.3444,-11.6,-0.070577,
0.56,-69.4927,-11.9,-0.073244,
0.562,-69.6386,-12.3,-0.0744,
0.564,-69.7893,-12.7,-0.075911,
0.566,-69.9376,-13.2,-0.074844,
0.568,-70.0927,-13.8,-0.073777,
0.57,-70.2214,-17.8,-0.048266,
0.572,-70.3215,-21.1,-0.048266,
0.574,-70.3673,-22.6,-0.016266,
0.576,-70.3661,-22.1,0.003288,
0.578,-70.3325,-20,0.017955,
0.58,-70.2941,-18.3,0.021688,
0.582,-70.2507,-17.1,0.019555,
0.584,-70.2062,-15.9,0.021155,
0.586,-70.1744,-14.9,0.015199,
0.588,-70.1421,-14,0.014133,
0.59,-70.1189,-13.5,0.010844,
0.592,-70.1049,-13.2,0.005422,
0.594,-70.1,-12.9,0.003822,
0.596,-70.0975,-12.8,-0.000533,
0.598,-70.0866,-12.7,0.004266,
0.6,-70.0817,-12.5,0.004355,
0.602,-70.0737,-12.1,0.003288,
0.604,-70.0566,-11.8,0.010933,
0.606,-70.0457,-11.5,0.008088,
0.608,-70.028,-11.4,0.009155,
0.61,-70.0066,-11.2,0.011377,
0.612,-69.9871,-11.1,0.009155,
0.614,-69.9669,-11,0.009244,
0.616,-69.9401,-10.8,0.012977,
0.618,-69.901,-10.6,0.021688,
0.62,-69.8528,-10.5,0.025511,
0.622,-69.7954,-10.4,0.029866,
0.624,-69.7258,-10.4,0.034755,
0.626,-69.6502,-10.3,0.036266,
0.628,-69.5635,-10.3,0.043911,
0.63,-69.4768,-10.1,0.044,
0.632,-69.3798,-10,0.0472,
0.634,-69.2821,-9.9,0.051022,
0.636,-69.1851,-9.7,0.049333,
0.638,-69.0801,-9.5,0.051555,
0.64,-68.9812,-9.3,0.0488,
0.642,-68.8854,-9.1,0.046133,
0.644,-68.7859,-9,0.049866,
0.646,-68.6943,-8.8,0.044533,
0.648,-68.6022,-8.5,0.048266,
0.65,-68.5112,-8.3,0.045066,
0.652,-68.4197,-8.1,0.043911,
0.654,-68.3251,-7.9,0.047733,
0.656,-68.228,-7.6,0.049422,
0.658,-68.1279,-7.4,0.050488,
0.66,-68.026,-7.2,0.052088,
0.662,-67.9229,-7,0.050933,
0.664,-67.813,-6.7,0.054755,
0.666,-67.7031,-6.5,0.054311,
0.668,-67.5853,-6.2,0.055911,
0.67,-67.4681,-6,0.058666,
0.672,-67.3461,-5.7,0.061866,
0.674,-67.221,-5.5,0.063466,
0.676,-67.0934,-5.2,0.064533,
0.678,-66.9622,-4.9,0.0672,
0.68,-66.8248,-4.6,0.068355,
0.682,-66.6851,-4.4,0.071022,
0.684,-66.5441,-4,0.069955,
0.686,-66.3958,-3.8,0.072622,
0.688,-66.245,-3.5,0.074844,
0.69,-66.0906,-3.2,0.076444,
0.692,-65.938,-2.9,0.075377,
0.694,-65.7799,-2.6,0.076,
0.696,-65.6194,-2.3,0.0792,
0.698,-65.4631,-2,0.0776,
0.7,-65.2965,-1.7,0.084622,
0.702,-65.1732,-2.8,0.071644,
0.704,-65.0542,-2.8,0.055911,
0.706,-64.9669,-2.7,0.038577,
0.708,-64.9144,-2.7,0.021155,
0.71,-64.8943,-2.5,0.008177,
0.712,-64.9004,-1.9,-0.003822,
0.714,-64.9205,-2,-0.012444,
0.716,-64.9462,-2,-0.017422,
0.718,-64.9791,-2.1,-0.0184,
0.72,-65.0237,-2.1,-0.023911,
0.722,-65.0737,-2.1,-0.026577,
0.724,-65.1244,-2.1,-0.026044,
0.726,-65.1818,-2.1,-0.028799,
0.728,-65.2452,-2.1,-0.029777,
0.73,-65.3081,-2.2,-0.029244,
0.732,-65.374,-2.3,-0.034666,
0.734,-65.4351,-2.4,-0.029333,
0.736,-65.4937,-2.5,-0.028266,
0.738,-65.5498,-2.7,-0.029866,
0.74,-65.5999,-2.8,-0.026577,
0.742,-65.6401,-2.9,-0.022755,
0.744,-65.6841,-3.1,-0.020622,
0.746,-65.7207,-3.2,-0.019555,
0.748,-65.7573,-3.4,-0.019466,
0.75,-65.7952,-3.5,-0.0168,
0.752,-65.833,-3.7,-0.017866,
0.754,-65.8757,-3.9,-0.021155,
0.756,-65.9221,-4,-0.022222,
0.758,-65.9764,-4.2,-0.025955,
0.76,-66.032,-4.3,-0.028799,
0.762,-66.0979,-4.5,-0.034133,
0.764,-66.1705,-4.6,-0.036888,
0.766,-66.2468,-4.7,-0.039022,
0.768,-66.3268,-4.9,-0.041777,
0.77,-66.4135,-5.1,-0.044533,
0.772,-66.5001,-5.3,-0.043377,
0.774,-66.5941,-5.4,-0.043377,
0.776,-66.6924,-5.6,-0.049422,
0.778,-66.7907,-5.9,-0.0472,
0.78,-66.8944,-6,-0.049333,
0.782,-67,-6.2,-0.052088,
0.784,-67.1087,-6.5,-0.056444,
0.786,-67.2179,-6.8,-0.052622,
0.788,-67.329,-7,-0.056444,
0.79,-67.4407,-7.2,-0.055377,
0.792,-67.5512,-7.6,-0.054311,
0.794,-67.6671,-7.8,-0.060177,
0.796,-67.78,-8,-0.056888,
0.798,-67.8923,-8.3,-0.055822,
0.8,-68.0077,-8.6,-0.055911,
0.802,-68.1285,-8.9,-0.060711,
0.804,-68.2482,-9.2,-0.059733,
0.806,-68.3702,-9.5,-0.061777,
0.808,-68.4954,-9.8,-0.061866,
0.81,-68.626,-10.2,-0.066755,
0.812,-68.7535,-10.4,-0.063466,
0.814,-68.8884,-10.7,-0.066666,
0.816,-69.0252,-11.1,-0.070044,
0.818,-69.1649,-11.4,-0.069422,
0.82,-69.3023,-11.7,-0.068977,
0.822,-69.4481,-12.2,-0.072088,
0.824,-69.594,-12.6,-0.071644,
0.826,-69.7454,-12.9,-0.075466,
0.828,-69.8943,-13.4,-0.074844,
0.83,-70.0566,-13.7,-0.079733,
0.832,-70.1867,-18.3,-0.054311,
0.834,-70.3057,-21,-0.053155,
0.836,-70.3691,-22.7,-0.026577,
0.838,-70.3759,-22.9,0.002133,
0.84,-70.3545,-20.8,0.010844,
0.842,-70.3154,-19.1,0.016266,
0.844,-70.2727,-17.7,0.021688,
0.846,-70.2306,-16.3,0.017866,
0.848,-70.186,-15.1,0.019555,
0.85,-70.1537,-14.1,0.017333,
0.852,-70.1238,-13.3,0.014133,
0.854,-70.1036,-12.8,0.011466,
0.856,-70.0927,-12.6,0.0032,
0.858,-70.0792,-12.4,0.007111,
0.86,-70.0756,-12.2,0.000533,
0.862,-70.0701,-12.2,0,
0.864,-70.0689,-12,0.001066,
0.866,-70.0615,-11.9,0.002755,
0.868,-70.0573,-11.8,-0.000622,
0.87,-70.0512,-11.6,0.003733,
0.872,-70.0426,-11.4,0.004888,
0.874,-70.031,-11.3,0.008177,
0.876,-70.0121,-11.1,0.008711,
0.878,-69.981,-11,0.0168,
0.88,-69.9389,-10.8,0.022755,
0.882,-69.8845,-10.7,0.028799,
0.884,-69.8186,-10.6,0.036888,
0.886,-69.7429,-10.5,0.040177,
0.888,-69.6605,-10.5,0.044533,
0.89,-69.5733,-10.4,0.045511,
0.892,-69.4799,-10.2,0.046666,
0.894,-69.3859,-10.1,0.0472,
0.896,-69.29,-10,0.047822,
0.898,-69.1954,-9.9,0.048355,
0.9,-69.1002,-9.7,0.044533,
0.902,-69.0026,-9.5,0.045511,
0.904,-68.9104,-9.3,0.045066,
0.906,-68.814,-9.2,0.0472,
0.908,-68.7175,-8.9,0.051555,
0.91,-68.6242,-8.7,0.047733,
0.912,-68.5283,-8.5,0.047733,
0.914,-68.4325,-8.3,0.046666,
0.916,-68.333,-8.1,0.049422,
0.918,-68.2372,-7.8,0.046666,
0.92,-68.134,-7.6,0.051022,
0.922,-68.0333,-7.4,0.052088,
0.924,-67.9308,-7.1,0.054222,
0.926,-67.8258,-6.8,0.050488,
0.928,-67.7141,-6.6,0.056977,
0.93,-67.6,-6.4,0.057511,
0.932,-67.4846,-6.2,0.059199,
0.934,-67.3626,-5.9,0.061777,
0.936,-67.2429,-5.7,0.059199,
0.938,-67.1154,-5.4,0.063999,
0.94,-66.9854,-5.1,0.062933,
0.942,-66.8462,-4.9,0.069955,
0.944,-66.7089,-4.6,0.069422,
0.946,-66.5685,-4.2,0.071644,
0.948,-66.4196,-3.9,0.074311,
0.95,-66.2706,-3.7,0.076533,
0.952,-66.1199,-3.4,0.074311,
0.954,-65.963,-3.1,0.079733,
0.956,-65.8104,-2.8,0.078133,
0.958,-65.6548,-2.4,0.079733,
0.96,-65.501,-2.2,0.076444,
0.962,-65.3429,-1.9,0.076,
0.964,-65.216,-3,0.066133,
0.966,-65.0933,-2.9,0.058044,
0.968,-64.9993,-2.9,0.040711,
