Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3282,1.2,0.000622,
0.002,-0.3276,1.2,0.003288,
0.004,-0.3276,1.2,0.004888,
0.006,-0.3307,1.2,-0.0016,
0.008,-0.3276,1.2,0.003822,
0.01,-0.3356,1.2,0.001066,
0.012,-0.3319,1.1,0.002133,
0.014,-0.3411,1.1,-0.004355,
0.016,-0.3466,1,-0.007111,
0.018,-0.3612,0.4,-0.008711,
0.02,-0.4015,0.4,-0.023377,
0.022,-0.4595,0.4,-0.031999,
0.024,-0.54,0.5,-0.040088,
0.026,-0.6359,0.5,-0.048355,
0.028,-0.7451,0.6,-0.056977,
0.03,-0.8666,0.7,-0.061866,
0.032,-0.9966,0.7,-0.068355,
0.034,-1.1321,0.8,-0.066755,
0.036,-1.2786,0.8,-0.068977,
0.038,-1.4348,0.9,-0.075377,
0.04,-1.5904,0.9,-0.079733,
0.042,-1.7577,1,-0.086844,
0.044,-1.9304,1,-0.086755,
0.046,-2.1031,1,-0.092177,
0.048,-2.2826,1,-0.091733,
0.05,-2.4694,1,-0.0928,
0.052,-2.6537,1,-0.093333,
0.054,-2.8417,1,-0.093866,
0.056,-3.0388,1,-0.098222,
0.058,-3.2372,1,-0.097688,
0.06,-3.438,1,-0.100355,
0.062,-3.6467,0.9,-0.103022,
0.064,-3.8652,0.9,-0.108444,
0.066,-4.0831,0.9,-0.111199,
0.068,-4.3065,0.8,-0.115555,
0.07,-4.5403,0.7,-0.117244,
0.072,-4.7905,0.7,-0.124177,
0.074,-5.0414,0.7,-0.124266,
0.076,-5.3099,0.7,-0.135644,
0.078,-5.5907,0.7,-0.142133,
0.08,-5.8782,0.7,-0.147555,
0.082,-6.1797,0.6,-0.154666,
0.084,-6.4922,0.7,-0.156266,
0.086,-6.8151,0.7,-0.162755,
0.088,-7.1477,0.7,-0.167111,
0.09,-7.4919,0.7,-0.174666,
0.092,-7.8478,0.7,-0.179644,
0.094,-8.2085,0.7,-0.182311,
0.096,-8.5851,0.7,-0.189866,
0.098,-8.9708,0.7,-0.192,
0.1,-9.3682,0.8,-0.200266,
0.102,-9.7747,0.8,-0.204,
0.104,-10.1915,0.8,-0.209955,
0.106,-10.6151,0.8,-0.214844,
0.108,-11.0515,0.8,-0.221333,
0.11,-11.4958,0.8,-0.223999,
0.112,-11.9548,0.9,-0.231644,
0.114,-12.4175,0.9,-0.233333,
0.116,-12.885,0.8,-0.238755,
0.118,-13.3611,0.8,-0.237066,
0.12,-13.8365,0.8,-0.238666,
0.122,-14.3224,0.8,-0.240888,
0.124,-14.8058,0.7,-0.243644,
0.126,-15.2977,0.7,-0.248444,
0.128,-15.7933,0.7,-0.248977,
0.13,-16.2956,0.6,-0.252799,
0.132,-16.8108,0.6,-0.258222,
0.134,-17.3308,0.5,-0.260977,
0.136,-17.8667,0.6,-0.269066,
0.138,-18.4117,0.5,-0.275022,
0.14,-18.9684,0.6,-0.281066,
0.142,-19.5348,0.7,-0.283733,
0.144,-20.114,0.7,-0.288622,
0.146,-20.706,0.7,-0.296711,
0.148,-21.3133,0.8,-0.304888,
0.15,-21.9292,1,-0.309777,
0.152,-22.5633,0.9,-0.312977,
0.154,-23.2073,1,-0.320622,
0.156,-23.8518,1,-0.322844,
0.158,-24.4914,1,-0.322222,
0.16,-25.128,0.9,-0.316266,
0.162,-25.7567,0.9,-0.312533,
0.164,-26.3768,0.9,-0.310311,
0.166,-27.0006,0.7,-0.311377,
0.168,-27.6189,0.7,-0.307111,
0.17,-28.2378,0.6,-0.311466,
0.172,-28.8658,0.5,-0.315733,
0.174,-29.4969,0.4,-0.317333,
0.176,-30.1464,0.4,-0.3272,
0.178,-30.811,0.3,-0.334755,
0.18,-31.4946,0.4,-0.343911,
0.182,-32.2075,0.3,-0.358577,
0.184,-32.943,0.4,-0.371111,
0.186,-33.7065,0.5,-0.386755,
0.188,-34.4792,0.4,-0.387288,
0.19,-35.2611,0.6,-0.393866,
0.192,-36.0417,0.5,-0.391111,
0.194,-36.8285,0.6,-0.391733,
0.196,-37.6177,0.5,-0.394488,
0.198,-38.4105,0.6,-0.397155,
0.2,-39.215,0.5,-0.405333,
0.202,-40.0304,0.6,-0.409066,
0.204,-40.8623,0.6,-0.416088,
0.206,-41.7119,0.6,-0.428088,
0.208,-42.5713,0.7,-0.431288,
0.21,-43.4471,0.8,-0.436711,
0.212,-44.326,0.8,-0.435644,
0.214,-45.2025,0.9,-0.438399,
0.216,-46.0723,0.8,-0.434577,
0.218,-46.942,0.8,-0.434577,
0.22,-47.8032,0.8,-0.430222,
0.222,-48.6699,0.7,-0.432888,
0.224,-49.5507,0.7,-0.439999,
0.226,-50.4424,0.7,-0.446488,
0.228,-51.3451,0.7,-0.453066,
0.23,-52.2704,0.7,-0.461688,
0.232,-53.2085,0.8,-0.470399,
0.234,-54.1539,0.8,-0.470311,
0.236,-55.0981,0.7,-0.474666,
0.238,-56.0417,0.6,-0.470844,
0.24,-56.9878,0.5,-0.473599,
0.242,-57.9405,0.5,-0.477422,
0.244,-58.9092,0.4,-0.488888,
0.246,-59.8973,0.6,-0.494222,
0.248,-60.9111,0.7,-0.505599,
0.25,-61.939,0.7,-0.517066,
0.252,-62.9827,0.1,-0.518666,
0.254,-64.0038,-6.5,-0.499733,
0.256,-64.9834,1.1,-0.487733,
0.258,-65.7976,5,-0.437866,
0.26,-66.5648,-2,-0.374311,
0.262,-67.1501,12.1,-0.272888,
0.264,-67.5615,0.7,-0.1872,
0.266,-67.7965,0.8,-0.098222,
0.268,-67.8783,0.1,-0.025511,
0.27,-67.8392,-1.8,0.033155,
0.272,-67.708,-1.5,0.075377,
0.274,-67.4999,-2,0.109599,
0.276,-67.2527,-2.9,0.127999,
0.278,-66.9713,-3.8,0.142133,
0.28,-66.6771,-4.1,0.145422,
0.282,-66.3994,-4.7,0.138311,
0.284,-66.1455,-5.1,0.122577,
0.286,-65.9288,-5.3,0.103644,
0.288,-65.7585,-5.5,0.080888,
0.29,-65.6426,-5.7,0.0504,
0.292,-65.5895,-5.7,0.0184,
0.294,-65.5974,-5.2,-0.010844,
0.296,-65.6511,-5.4,-0.033066,
0.298,-65.7476,-5.6,-0.054311,
0.3,-65.8831,-5.6,-0.071111,
0.302,-66.0485,-5.7,-0.087377,
0.304,-66.2517,-5.9,-0.106311,
0.306,-66.4818,-6.1,-0.120444,
0.308,-66.7436,-6.4,-0.133422,
0.31,-67.0305,-6.6,-0.147555,
0.312,-67.3308,-7,-0.151911,
0.314,-67.6494,-7.3,-0.159466,
0.316,-67.9741,-7.6,-0.164888,
0.318,-68.2988,-8.1,-0.163822,
0.32,-68.6205,-8.5,-0.1584,
0.322,-68.9299,-9.2,-0.151911,
0.324,-69.2223,-9.8,-0.142133,
0.326,-69.4988,-10.5,-0.136177,
0.328,-69.7624,-11.3,-0.132888,
0.33,-70.0096,-12.2,-0.123644,
0.332,-70.2465,-19.5,-0.116711,
0.334,-70.4534,-26.7,-0.097688,
0.336,-70.548,-30.8,-0.058044,
0.338,-70.5742,-31.5,-0.005422,
0.34,-70.5162,-26.2,0.037422,
0.342,-70.407,-20.8,0.056444,
0.344,-70.288,-16.7,0.056355,
0.346,-70.175,-14.5,0.056977,
0.348,-70.0908,-12.2,0.038488,
0.35,-70.0182,-12.4,0.035288,
0.352,-69.9687,-12,0.021155,
0.354,-69.9187,-11.6,0.023288,
0.356,-69.8748,-11.4,0.022222,
0.358,-69.8284,-11.3,0.021688,
0.36,-69.7771,-11,0.026044,
0.362,-69.7252,-10.8,0.027644,
0.364,-69.6648,-10.4,0.030399,
0.366,-69.6007,-10.2,0.031999,
0.368,-69.5244,-9.9,0.035288,
0.37,-69.4408,-9.5,0.042311,
0.372,-69.3505,-9.2,0.046044,
0.374,-69.2467,-9,0.052622,
0.376,-69.1344,-8.7,0.058577,
0.378,-69.0056,-8.5,0.065155,
0.38,-68.8622,-8.3,0.072711,
0.382,-68.709,-7.9,0.078133,
0.384,-68.535,-7.7,0.088444,
0.386,-68.3544,-7.3,0.094933,
0.388,-68.1578,-7,0.098755,
0.39,-67.9521,-6.7,0.103644,
0.392,-67.7318,-6.4,0.110133,
0.394,-67.4968,-5.9,0.117777,
0.396,-67.2582,-5.4,0.122044,
0.398,-67.0104,-5,0.124177,
0.4,-66.7613,-4.5,0.123733,
0.402,-66.5044,-4,0.129155,
0.404,-66.2493,-3.5,0.125333,
0.406,-65.9917,-3,0.128533,
0.408,-65.7396,-2.4,0.125333,
0.41,-65.4827,-2,0.123644,
0.412,-65.2172,-1.4,0.131822,
0.414,-65.0279,-3.5,0.117244,
0.416,-64.8491,-3.5,0.086311,
0.418,-64.7252,-3.3,0.055911,
0.42,-64.6666,-3.3,0.022844,
0.422,-64.6654,-2.6,-0.004355,
0.424,-64.6935,-2.5,-0.019022,
0.426,-64.7508,-2.5,-0.029777,
0.428,-64.829,-2.5,-0.039644,
0.43,-64.9297,-2.5,-0.051555,
0.432,-65.0383,-2.5,-0.057511,
0.434,-65.1586,-2.6,-0.065155,
0.436,-65.2861,-2.7,-0.066133,
0.438,-65.4161,-2.9,-0.063999,
0.44,-65.559,-3.1,-0.070577,
0.442,-65.7134,-3.3,-0.078133,
0.444,-65.8672,-3.5,-0.078666,
0.446,-66.0204,-3.7,-0.073777,
0.448,-66.1803,-4,-0.080266,
0.45,-66.3426,-4.3,-0.081866,
0.452,-66.4995,-4.6,-0.0808,
0.454,-66.6545,-5.1,-0.080266,
0.456,-66.8071,-5.4,-0.073244,
0.458,-66.9579,-5.8,-0.073777,
0.46,-67.1099,-6.2,-0.074933,
0.462,-67.2557,-6.7,-0.074311,
0.464,-67.4083,-7.1,-0.077066,
0.466,-67.5572,-7.6,-0.074311,
0.468,-67.7159,-8.1,-0.0808,
0.47,-67.8734,-8.6,-0.081333,
0.472,-68.0437,-9.1,-0.085688,
0.474,-68.2244,-9.7,-0.0928,
0.476,-68.4215,-10.2,-0.100888,
0.478,-68.6229,-10.7,-0.104177,
0.48,-68.8408,-11.3,-0.109599,
0.482,-69.0782,-11.7,-0.117688,
0.484,-69.3212,-12.3,-0.122133,
0.486,-69.5854,-12.8,-0.131288,
0.488,-69.8558,-13.4,-0.137777,
0.49,-70.1287,-14.4,-0.134577,
0.492,-70.3466,-21.2,-0.119377,
0.494,-70.5113,-28.5,-0.068355,
0.496,-70.5736,-30.9,-0.0168,
0.498,-70.5345,-27.5,0.028799,
0.5,-70.4473,-22.2,0.052088,
0.502,-70.3417,-18,0.053155,
0.504,-70.241,-15.3,0.049333,
0.506,-70.1396,-12.8,0.045066,
0.508,-70.056,-11.7,0.039111,
0.51,-69.9736,-11.5,0.039644,
0.512,-69.9016,-11.6,0.036888,
0.514,-69.829,-11.5,0.034133,
0.516,-69.7594,-11.2,0.033066,
0.518,-69.6843,-11,0.037422,
0.52,-69.6086,-10.7,0.037511,
0.522,-69.5195,-10.4,0.0456,
0.524,-69.4206,-10.3,0.050488,
0.526,-69.312,-10,0.057511,
0.528,-69.1948,-9.7,0.058577,
0.53,-69.0813,-9.3,0.057511,
0.532,-68.9604,-9,0.060799,
0.534,-68.8317,-8.6,0.067822,
0.536,-68.7023,-8.2,0.066666,
0.538,-68.5619,-8,0.068355,
0.54,-68.4123,-7.6,0.073866,
0.542,-68.2555,-7.3,0.0792,
0.544,-68.0846,-7,0.086755,
0.546,-67.9045,-6.6,0.0928,
0.548,-67.7208,-6.2,0.092266,
0.55,-67.5225,-5.8,0.098666,
0.552,-67.3204,-5.2,0.102044,
0.554,-67.0983,-4.9,0.112266,
0.556,-66.8694,-4.4,0.117155,
0.558,-66.621,-4,0.124177,
0.56,-66.3555,-3.4,0.131822,
0.562,-66.082,-3,0.140533,
0.564,-65.8,-2.6,0.1416,
0.566,-65.5095,-2.1,0.145955,
0.568,-65.241,-1.6,0.125866,
0.57,-65.0029,-4.4,0.122666,
0.572,-64.7985,-4.3,0.094933,
0.574,-64.6587,-3.8,0.056977,
0.576,-64.5806,-3.4,0.029244,
0.578,-64.569,-3.1,0.001066,
0.58,-64.5983,-2.7,-0.020622,
0.582,-64.663,-2.6,-0.034222,
0.584,-64.76,-2.6,-0.051022,
0.586,-64.8772,-2.5,-0.057511,
0.588,-65.0078,-2.5,-0.066755,
0.59,-65.1531,-2.5,-0.073244,
0.592,-65.3087,-2.7,-0.0792,
0.594,-65.4686,-2.9,-0.0808,
0.596,-65.634,-3,-0.083555,
0.598,-65.8037,-3.3,-0.083022,
0.6,-65.963,-3.5,-0.081333,
0.602,-66.1223,-3.8,-0.0776,
0.604,-66.2712,-4.1,-0.074311,
0.606,-66.4177,-4.6,-0.072177,
0.608,-66.5544,-4.9,-0.068888,
0.61,-66.6863,-5.3,-0.066755,
0.612,-66.8267,-5.7,-0.071111,
0.614,-66.9628,-6.1,-0.070577,
0.616,-67.1099,-6.5,-0.072711,
0.618,-67.2655,-6.9,-0.0776,
0.62,-67.4205,-7.4,-0.078666,
0.622,-67.581,-7.9,-0.0808,
0.624,-67.7452,-8.5,-0.084088,
0.626,-67.9155,-8.8,-0.083022,
0.628,-68.0925,-9.4,-0.092177,
0.63,-68.2756,-9.9,-0.092711,
0.632,-68.4728,-10.4,-0.097155,
0.634,-68.6791,-10.9,-0.101511,
0.636,-68.8957,-11.4,-0.108444,
0.638,-69.1301,-12,-0.116088,
0.64,-69.3743,-12.4,-0.123199,
0.642,-69.6331,-13,-0.131377,
0.644,-69.9022,-13.6,-0.138311,
0.646,-70.1451,-15.2,-0.105777,
0.648,-70.3765,-22.2,-0.105866,
0.65,-70.5327,-28.7,-0.067288,
0.652,-70.5773,-30.4,-0.010844,
0.654,-70.5333,-26.7,0.030399,
0.656,-70.4442,-21.7,0.049422,
0.658,-70.335,-17.3,0.055288,
0.66,-70.2306,-15,0.052088,
0.662,-70.1256,-12.5,0.053155,
0.664,-70.0359,-12.2,0.042844,
0.666,-69.9547,-11.7,0.041244,
0.668,-69.8802,-11.5,0.035822,
0.67,-69.8094,-11.5,0.036355,
0.672,-69.7356,-11.3,0.034755,
0.674,-69.6581,-11,0.037955,
0.676,-69.5757,-10.7,0.042844,
0.678,-69.4878,-10.4,0.043911,
0.68,-69.3883,-10.2,0.052088,
0.682,-69.2864,-10,0.050933,
0.684,-69.1771,-9.7,0.055377,
0.686,-69.0624,-9.5,0.056977,
0.688,-68.9421,-9.1,0.060799,
0.69,-68.8219,-8.7,0.059644,
0.692,-68.6968,-8.3,0.063999,
0.694,-68.5619,-7.9,0.068355,
0.696,-68.4221,-7.5,0.071644,
0.698,-68.2707,-7.2,0.0776,
0.7,-68.1017,-6.9,0.086222,
0.702,-67.9235,-6.4,0.091644,
0.704,-67.7263,-6.1,0.099822,
0.706,-67.5115,-5.8,0.108977,
0.708,-67.2808,-5.4,0.115555,
0.71,-67.0366,-5,0.123733,
0.712,-66.7797,-4.6,0.130133,
0.714,-66.5123,-4.1,0.134577,
0.716,-66.2413,-3.6,0.136177,
0.718,-65.9642,-3.1,0.1384,
0.72,-65.6829,-2.5,0.142133,
0.722,-65.407,-2.1,0.138311,
0.724,-65.172,-1.7,0.097066,
0.726,-64.9364,-4.2,0.109599,
0.728,-64.7618,-4.2,0.079822,
0.73,-64.6526,-3.9,0.043377,
0.732,-64.6038,-3.4,0.014577,
0.734,-64.6105,-2.7,-0.009777,
0.736,-64.6477,-2.7,-0.020622,
0.738,-64.7197,-2.8,-0.039555,
0.74,-64.8131,-2.7,-0.051555,
0.742,-64.9236,-2.5,-0.061333,
0.744,-65.0493,-2.6,-0.063999,
0.746,-65.1805,-2.8,-0.0672,
0.748,-65.3142,-2.8,-0.069955,
0.75,-65.4576,-3.1,-0.071022,
0.752,-65.6084,-3.3,-0.076533,
0.754,-65.7671,-3.5,-0.081422,
0.756,-65.9355,-3.7,-0.086755,
0.758,-66.1119,-3.8,-0.087288,
0.76,-66.2834,-4.1,-0.087288,
0.762,-66.4556,-4.5,-0.085777,
0.764,-66.6228,-4.8,-0.081955,
0.766,-66.7803,-5.3,-0.0792,
0.768,-66.9329,-5.6,-0.077066,
0.77,-67.0793,-6.1,-0.074311,
0.772,-67.2203,-6.6,-0.068355,
0.774,-67.354,-7.1,-0.065688,
0.776,-67.4938,-7.6,-0.069511,
0.778,-67.6341,-8.1,-0.070488,
0.78,-67.7745,-8.6,-0.069955,
0.782,-67.9253,-9.1,-0.076,
0.784,-68.0913,-9.6,-0.085155,
0.786,-68.2707,-10.1,-0.092711,
0.788,-68.4624,-10.6,-0.096,
0.79,-68.676,-11.1,-0.107911,
0.792,-68.9092,-11.5,-0.118311,
0.794,-69.1533,-12,-0.127999,
0.796,-69.4115,-12.5,-0.128622,
0.798,-69.6862,-13.1,-0.134577,
0.8,-69.9681,-13.8,-0.1432,
0.802,-70.2111,-17.4,-0.104177,
0.804,-70.4357,-24.2,-0.103644,
0.806,-70.5559,-30.1,-0.050488,
0.808,-70.5699,-30.1,0.003822,
0.81,-70.5083,-25,0.036355,
0.812,-70.4106,-20.1,0.051555,
0.814,-70.3008,-16.5,0.054222,
0.816,-70.1964,-14.4,0.051022,
0.818,-70.1042,-12.1,0.045066,
0.82,-70.0218,-12.2,0.040711,
0.822,-69.951,-12,0.033155,
0.824,-69.8821,-11.5,0.0336,
0.826,-69.8131,-11.4,0.034755,
0.828,-69.7484,-11.2,0.0336,
0.83,-69.6813,-10.9,0.033066,
0.832,-69.5983,-10.6,0.040622,
0.834,-69.511,-10.4,0.043377,
0.836,-69.4115,-10.2,0.0488,
0.838,-69.2974,-10,0.057511,
0.84,-69.1826,-9.7,0.055911,
0.842,-69.0538,-9.4,0.065688,
0.844,-68.9287,-9.1,0.066222,
0.846,-68.7932,-8.7,0.069955,
0.848,-68.6571,-8.4,0.067822,
0.85,-68.51,-8,0.072177,
0.852,-68.358,-7.6,0.0776,
0.854,-68.1975,-7.2,0.079733,
0.856,-68.029,-6.9,0.084711,
0.858,-67.852,-6.4,0.087377,
0.86,-67.6592,-6.1,0.0976,
0.862,-67.4541,-5.7,0.103111,
0.864,-67.2325,-5.3,0.111288,
0.866,-66.9957,-4.9,0.118311,
0.868,-66.7467,-4.4,0.126399,
0.87,-66.4861,-4,0.131822,
0.872,-66.2175,-3.5,0.134044,
0.874,-65.9355,-2.9,0.141066,
0.876,-65.6499,-2.5,0.142133,
0.878,-65.36,-2,0.143733,
0.88,-65.1189,-3.4,0.097066,
0.882,-64.8906,-4,0.112888,
0.884,-64.7234,-4,0.0776,
0.886,-64.619,-3.8,0.042311,
0.888,-64.5818,-3.5,0.010311,
0.89,-64.6001,-2.8,-0.011911,
0.892,-64.6508,-2.8,-0.028799,
0.894,-64.7313,-2.7,-0.042844,
0.896,-64.8357,-2.6,-0.052088,
0.898,-64.9547,-2.6,-0.062933,
0.9,-65.0853,-2.7,-0.066755,
0.902,-65.222,-2.8,-0.070488,
0.904,-65.3618,-2.9,-0.068888,
0.906,-65.5022,-3.2,-0.071111,
0.908,-65.6578,-3.4,-0.078666,
0.91,-65.8159,-3.6,-0.081955,
0.912,-65.9764,-3.7,-0.081333,
0.914,-66.14,-4.1,-0.0792,
0.916,-66.3054,-4.3,-0.084622,
0.918,-66.4696,-4.6,-0.082488,
0.92,-66.6295,-5,-0.081333,
