Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.2886,1.1,-0.000533,
0.002,-0.2953,1,0,
0.004,-0.3008,1,-0.005955,
0.006,-0.3191,0.5,-0.014666,
0.008,-0.3557,0.3,-0.023288,
0.01,-0.4167,0.2,-0.031999,
0.012,-0.501,0.2,-0.046133,
0.014,-0.6127,0.1,-0.059733,
0.016,-0.75,0.1,-0.072711,
0.018,-0.9093,0.1,-0.087377,
0.02,-1.0906,0.1,-0.0944,
0.022,-1.3042,0.2,-0.107999,
0.024,-1.5483,0.1,-0.125866,
0.026,-1.8108,0.2,-0.134577,
0.028,-2.0983,0.2,-0.149777,
0.03,-2.4114,0.2,-0.161155,
0.032,-2.7495,0.2,-0.173066,
0.034,-3.1096,0.3,-0.184444,
0.036,-3.4929,0.2,-0.195822,
0.038,-3.9018,0.3,-0.206666,
0.04,-4.3285,0.2,-0.215911,
0.042,-4.7801,0.3,-0.228888,
0.044,-5.2562,0.2,-0.241422,
0.046,-5.75,0.2,-0.249066,
0.048,-6.2694,0.3,-0.262577,
0.05,-6.8083,0.2,-0.271733,
0.052,-7.3741,0.2,-0.283733,
0.054,-7.9589,0.2,-0.294133,
0.056,-8.5729,0.1,-0.309777,
0.058,-9.2186,0,-0.326577,
0.06,-9.8949,0,-0.341777,
0.062,-10.6053,0,-0.359111,
0.064,-11.3518,0.1,-0.376533,
0.066,-12.1312,0,-0.392266,
0.068,-12.9351,0.1,-0.404266,
0.07,-13.7584,0.1,-0.411733,
0.072,-14.5946,0,-0.417777,
0.074,-15.4466,0,-0.424799,
0.076,-16.3213,0,-0.438399,
0.078,-17.2203,0,-0.454044,
0.08,-18.1468,-0.1,-0.468177,
0.082,-19.1075,0,-0.485511,
0.084,-20.1006,0,-0.500799,
0.086,-21.1388,0,-0.522488,
0.088,-22.2362,0.2,-0.552266,
0.09,-23.369,0.3,-0.567466,
0.092,-24.5293,0.5,-0.576711,
0.094,-25.6755,0.6,-0.570133,
0.096,-26.8108,0.4,-0.565866,
0.098,-27.9289,0.4,-0.557688,
0.1,-29.0544,0.2,-0.563644,
0.102,-30.1946,0.1,-0.573511,
0.104,-31.3713,0.1,-0.591377,
0.106,-32.5987,0,-0.617866,
0.108,-33.8878,0.1,-0.646133,
0.11,-35.2013,0.1,-0.655911,
0.112,-36.519,0,-0.657511,
0.114,-37.8411,0,-0.660266,
0.116,-39.1814,0,-0.671644,
0.118,-40.5547,-0.2,-0.6928,
0.12,-41.9737,-0.2,-0.717155,
0.122,-43.4532,-0.2,-0.744355,
0.124,-44.9517,-0.1,-0.750933,
0.126,-46.4586,0,-0.753066,
0.128,-47.9643,0,-0.752977,
0.13,-49.4945,0,-0.769333,
0.132,-51.0692,0,-0.791022,
0.134,-52.6903,0.1,-0.816,
0.136,-54.3547,0.1,-0.826755,
0.138,-56.021,0.1,-0.831733,
0.14,-57.6873,0,-0.836088,
0.142,-59.3865,0,-0.855022,
0.144,-61.1461,0,-0.885422,
0.146,-62.9662,-0.2,-0.916355,
0.148,-64.7484,-3.7,-0.872888,
0.15,-66.1949,12.1,-0.716622,
0.152,-67.5945,11.4,-0.672177,
0.154,-68.7071,2.5,-0.521333,
0.156,-69.4878,2.5,-0.348888,
0.158,-69.9785,-2.9,-0.212622,
0.16,-70.1787,-8.2,-0.072177,
0.162,-70.1232,-6.5,0.052622,
0.164,-69.8955,-2,0.130755,
0.166,-69.5543,-6.7,0.179022,
0.168,-69.1381,-5.8,0.208266,
0.17,-68.6949,-6.9,0.223022,
0.172,-68.2573,-8.2,0.216444,
