Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3032,1.2,0,
0.002,-0.3038,1.2,0.003288,
0.004,-0.305,1.2,0.003288,
0.006,-0.305,1.1,0.001688,
0.008,-0.3056,1.1,0.001155,
0.01,-0.3099,1.2,0.001066,
0.012,-0.3105,1.1,-0.0016,
0.014,-0.3148,1,-0.0016,
0.016,-0.3276,0.5,-0.008088,
0.018,-0.3557,0.4,-0.017333,
0.02,-0.4009,0.5,-0.023911,
0.022,-0.4649,0.5,-0.030844,
0.024,-0.5504,0.5,-0.043911,
0.026,-0.6432,0.5,-0.046666,
0.028,-0.75,0.6,-0.054311,
0.03,-0.8702,0.7,-0.061866,
0.032,-0.9984,0.7,-0.061866,
0.034,-1.1327,0.9,-0.066222,
0.036,-1.2779,0.8,-0.071555,
0.038,-1.433,0.9,-0.076533,
0.04,-1.5868,0.9,-0.076,
0.042,-1.7552,1,-0.086755,
0.044,-1.9231,1,-0.083555,
0.046,-2.1013,1,-0.085688,
0.048,-2.2795,1,-0.090577,
0.05,-2.459,1,-0.091733,
0.052,-2.6445,1,-0.090577,
0.054,-2.8307,1,-0.093333,
0.056,-3.0235,1,-0.099288,
0.058,-3.2176,1,-0.099822,
0.06,-3.4178,0.9,-0.097066,
0.062,-3.626,0.9,-0.101511,
0.064,-3.8396,0.8,-0.109599,
0.066,-4.0654,0.8,-0.115555,
0.068,-4.2955,0.8,-0.120444,
0.07,-4.5299,0.8,-0.119911,
0.072,-4.7838,0.7,-0.125333,
0.074,-5.0438,0.7,-0.129155,
0.076,-5.313,0.7,-0.135644,
0.078,-5.5968,0.7,-0.144888,
0.08,-5.8879,0.7,-0.147022,
0.082,-6.1876,0.7,-0.151377,
0.084,-6.4977,0.7,-0.156266,
0.086,-6.8205,0.8,-0.161066,
0.088,-7.1513,0.8,-0.166488,
0.09,-7.4889,0.7,-0.1688,
0.092,-7.8404,0.7,-0.174666,
0.094,-8.1999,0.7,-0.181688,
0.096,-8.5729,0.8,-0.185066,
0.098,-8.9574,0.7,-0.191555,
0.1,-9.3492,0.7,-0.196888,
0.102,-9.7557,0.8,-0.202933,
0.104,-10.1744,0.8,-0.211022,
0.106,-10.5998,0.8,-0.215377,
0.108,-11.035,0.8,-0.219199,
0.11,-11.4824,0.9,-0.223555,
0.112,-11.9383,0.9,-0.230044,
0.114,-12.3985,0.9,-0.232177,
0.116,-12.8642,0.9,-0.232177,
0.118,-13.3403,0.9,-0.235466,
0.12,-13.8194,0.9,-0.241422,
0.122,-14.2986,0.7,-0.240888,
0.124,-14.7826,0.7,-0.242577,
0.126,-15.2709,0.6,-0.244177,
0.128,-15.764,0.6,-0.246844,
0.13,-16.2706,0.6,-0.253866,
0.132,-16.7839,0.5,-0.256088,
0.134,-17.3052,0.5,-0.262044,
0.136,-17.8453,0.6,-0.269066,
0.138,-18.3873,0.6,-0.273422,
0.14,-18.9458,0.6,-0.28,
0.142,-19.5122,0.7,-0.284266,
0.144,-20.0896,0.7,-0.289155,
0.146,-20.6834,0.7,-0.299466,
0.148,-21.2883,0.7,-0.303288,
0.15,-21.9072,0.9,-0.311377,
0.152,-22.5462,0.9,-0.320622,
0.154,-23.1908,0.9,-0.322311,
0.156,-23.839,1,-0.325511,
0.158,-24.4804,1.1,-0.3168,
0.16,-25.1238,1,-0.319555,
0.162,-25.7481,1,-0.310311,
0.164,-26.3689,0.9,-0.309244,
0.166,-26.9872,0.8,-0.307644,
0.168,-27.6018,0.7,-0.304888,
0.17,-28.2213,0.6,-0.310844,
0.172,-28.8402,0.5,-0.312533,
0.174,-29.4756,0.5,-0.317955,
0.176,-30.1225,0.4,-0.327111,
0.178,-30.7811,0.4,-0.332533,
0.18,-31.4647,0.2,-0.346666,
0.182,-32.177,0.4,-0.359733,
0.184,-32.9131,0.4,-0.370577,
0.186,-33.6717,0.4,-0.382488,
0.188,-34.4457,0.5,-0.3896,
0.19,-35.2306,0.5,-0.391733,
0.192,-36.0179,0.6,-0.3944,
0.194,-36.8059,0.6,-0.393333,
0.196,-37.5987,0.6,-0.3944,
0.198,-38.3946,0.5,-0.398222,
0.2,-39.1985,0.5,-0.405333,
0.202,-40.0139,0.6,-0.407466,
0.204,-40.8452,0.6,-0.417244,
0.206,-41.6936,0.6,-0.424266,
0.208,-42.5542,0.7,-0.432977,
0.21,-43.4313,0.9,-0.437866,
0.212,-44.3089,0.8,-0.437244,
0.214,-45.1836,0.9,-0.437866,
0.216,-46.0539,0.8,-0.432888,
0.218,-46.9225,0.8,-0.432444,
0.22,-47.7861,0.7,-0.432355,
0.222,-48.6577,0.8,-0.436711,
0.224,-49.5372,0.8,-0.437777,
0.226,-50.4253,0.8,-0.444888,
0.228,-51.3341,0.7,-0.456266,
0.23,-52.2557,0.7,-0.462755,
0.232,-53.1883,0.7,-0.469777,
0.234,-54.1301,0.7,-0.469866,
0.236,-55.0749,0.7,-0.471999,
0.238,-56.0185,0.6,-0.471999,
0.24,-56.964,0.6,-0.470399,
0.242,-57.9167,0.5,-0.476355,
0.244,-58.8872,0.6,-0.487733,
0.246,-59.8766,0.6,-0.496444,
0.248,-60.8867,0.6,-0.503999,
0.25,-61.9225,0.7,-0.520355,
0.252,-62.9674,0.1,-0.522488,
0.254,-63.9909,-7.2,-0.505599,
0.256,-64.973,0.9,-0.494222,
0.258,-65.7884,5.1,-0.436177,
0.26,-66.5642,-2.1,-0.376533,
0.262,-67.1629,12.6,-0.279377,
0.264,-67.5804,0.7,-0.1904,
0.266,-67.8191,0.8,-0.103111,
0.268,-67.8966,0.2,-0.022844,
0.27,-67.8581,-1.9,0.031466,
0.272,-67.7171,-1.5,0.083022,
0.274,-67.5066,-2.1,0.110666,
0.276,-67.2514,-2.8,0.132444,
0.278,-66.9646,-3.9,0.146488,
0.28,-66.6734,-4.3,0.145955,
0.282,-66.3939,-4.8,0.136711,
0.284,-66.1376,-5.1,0.124711,
0.286,-65.9258,-5.4,0.098666,
0.288,-65.7567,-5.6,0.078666,
0.29,-65.6419,-5.8,0.051022,
0.292,-65.5913,-5.7,0.018933,
0.294,-65.5992,-5.1,-0.008622,
0.296,-65.656,-5.4,-0.033066,
0.298,-65.7561,-5.5,-0.051555,
0.3,-65.8916,-5.6,-0.071111,
0.302,-66.0643,-5.7,-0.088977,
0.304,-66.2663,-5.8,-0.104177,
0.306,-66.5025,-6.1,-0.124177,
0.308,-66.7729,-6.2,-0.137244,
0.31,-67.0702,-6.6,-0.151377,
0.312,-67.3753,-7,-0.154577,
0.314,-67.6848,-7.2,-0.1552,
0.316,-68.0028,-7.6,-0.157866,
0.318,-68.3214,-8,-0.157333,
0.32,-68.6284,-8.6,-0.152444,
0.322,-68.9232,-9.2,-0.145422,
0.324,-69.2003,-10,-0.138933,
0.326,-69.4603,-10.6,-0.130755,
0.328,-69.7136,-11.5,-0.125333,
0.33,-69.9547,-12.4,-0.121511,
0.332,-70.1891,-17.8,-0.115555,
0.334,-70.399,-24.7,-0.101422,
0.336,-70.5016,-29.5,-0.064622,
0.338,-70.5467,-30.6,-0.012444,
0.34,-70.5077,-26.7,0.024355,
0.342,-70.4082,-21.5,0.0504,
0.344,-70.3001,-17.4,0.054311,
0.346,-70.1994,-15.1,0.048355,
0.348,-70.1115,-12.8,0.044,
0.35,-70.0395,-12.1,0.035822,
0.352,-69.9834,-11.8,0.030399,
0.354,-69.9321,-11.7,0.023377,
0.356,-69.8839,-11.5,0.022755,
0.358,-69.8338,-11.3,0.024444,
0.36,-69.7862,-11,0.023911,
0.362,-69.7344,-10.7,0.027644,
0.364,-69.6806,-10.4,0.029866,
0.366,-69.6141,-10.1,0.035822,
0.368,-69.536,-9.8,0.040711,
0.37,-69.4475,-9.6,0.046666,
0.372,-69.3511,-9.2,0.048266,
0.374,-69.2375,-9,0.055911,
0.376,-69.1142,-8.7,0.064088,
0.378,-68.98,-8.5,0.068888,
0.38,-68.8359,-8.3,0.072177,
0.382,-68.6803,-8,0.078133,
0.384,-68.5118,-7.8,0.085155,
0.386,-68.3348,-7.4,0.088977,
0.388,-68.1426,-7,0.100355,
0.39,-67.9424,-6.7,0.102488,
0.392,-67.7269,-6.4,0.109599,
0.394,-67.5011,-5.9,0.114488,
0.396,-67.2649,-5.5,0.117155,
0.398,-67.0274,-4.9,0.121066,
0.4,-66.7851,-4.5,0.123199,
0.402,-66.5398,-3.9,0.123644,
0.404,-66.2889,-3.5,0.125866,
0.406,-66.0368,-2.9,0.127555,
0.408,-65.7835,-2.5,0.128088,
0.41,-65.5248,-2,0.129066,
0.412,-65.2568,-1.4,0.134577,
0.414,-65.0554,-3.6,0.119911,
0.416,-64.8625,-3.6,0.091733,
0.418,-64.7331,-3.4,0.057511,
0.42,-64.6678,-3.3,0.022844,
0.422,-64.6593,-2.8,-0.001688,
0.424,-64.688,-2.6,-0.019555,
0.426,-64.7478,-2.4,-0.032533,
