Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3106,1.1,-0.002755,
0.002,-0.3087,1.2,0.001688,
0.004,-0.3087,1.1,0.001066,
0.006,-0.3099,1.1,0.001688,
0.008,-0.3075,1.2,0.004355,
0.01,-0.3093,1.1,0.001155,
0.012,-0.3118,1.1,-0.001066,
0.014,-0.3099,1.1,0.003288,
0.016,-0.3112,1.1,0.001066,
0.018,-0.3124,1.1,-0.0016,
0.02,-0.3154,1.1,-0.0032,
0.022,-0.316,1.1,-0.0032,
0.024,-0.3185,1.1,-0.002755,
0.026,-0.3185,1.1,-0.002755,
0.028,-0.3197,1,0.0016,
0.03,-0.3276,0.7,-0.003733,
0.032,-0.3478,0.6,-0.010311,
0.034,-0.382,0.6,-0.020088,
0.036,-0.4345,0.7,-0.025511,
0.038,-0.4937,0.7,-0.033688,
0.04,-0.5614,0.8,-0.033066,
0.042,-0.6347,0.9,-0.040177,
0.044,-0.7134,0.9,-0.036888,
0.046,-0.797,1,-0.041244,
0.048,-0.8812,1.1,-0.043911,
0.05,-0.9624,1.1,-0.042844,
0.052,-1.0503,1.1,-0.045066,
0.054,-1.1278,1.2,-0.039022,
0.056,-1.2169,1.2,-0.041777,
0.058,-1.2975,1.2,-0.041244,
0.06,-1.3805,1.2,-0.039022,
0.062,-1.4623,1.2,-0.039111,
0.064,-1.5374,1.3,-0.034755,
0.066,-1.6204,1.3,-0.042311,
0.068,-1.6912,1.2,-0.037422,
0.07,-1.7675,1.1,-0.039111,
0.072,-1.8425,1.1,-0.040622,
0.074,-1.9146,1.1,-0.038044,
0.076,-1.9884,1,-0.035288,
0.078,-2.0726,1,-0.041777,
0.08,-2.1526,1,-0.041244,
0.082,-2.2417,1,-0.047733,
0.084,-2.3345,0.9,-0.048266,
0.086,-2.4327,1,-0.0488,
0.088,-2.5341,1,-0.049955,
0.09,-2.639,1,-0.053688,
0.092,-2.7483,1,-0.051555,
0.094,-2.8655,1,-0.055377,
0.096,-2.9869,1,-0.062933,
0.098,-3.1054,1,-0.062399,
0.1,-3.2329,1,-0.061333,
0.102,-3.3641,1,-0.0656,
0.104,-3.4978,1,-0.068888,
0.106,-3.6345,1,-0.072088,
0.108,-3.7664,1.1,-0.068355,
0.11,-3.9098,1,-0.067288,
0.112,-4.0575,1,-0.072177,
0.114,-4.204,1,-0.075466,
0.116,-4.3535,1,-0.076444,
0.118,-4.5079,1,-0.077511,
0.12,-4.6611,1,-0.078044,
0.122,-4.8156,1,-0.079288,
0.124,-4.9736,1,-0.078044,
0.126,-5.139,1,-0.082933,
0.128,-5.3002,1.1,-0.080888,
0.13,-5.4662,1,-0.083555,
0.132,-5.6365,1,-0.086844,
0.134,-5.8117,1,-0.086844,
0.136,-5.9862,1,-0.088977,
0.138,-6.1644,1,-0.091111,
0.14,-6.3445,1,-0.091733,
0.142,-6.5306,1.1,-0.091111,
0.144,-6.7174,1,-0.093866,
0.146,-6.9072,1,-0.097066,
0.148,-7.1038,1,-0.100355,
0.15,-7.2991,0.9,-0.100355,
0.152,-7.5023,1,-0.099822,
0.154,-7.7074,1,-0.101955,
0.156,-7.9155,1,-0.104711,
0.158,-8.1255,1,-0.105777,
0.16,-8.3458,1,-0.108444,
0.162,-8.5643,1,-0.112799,
0.164,-8.792,1,-0.112266,
0.166,-9.0166,1,-0.112266,
0.168,-9.2467,1,-0.114488,
0.17,-9.4823,1,-0.116088,
0.172,-9.7185,1,-0.117155,
0.174,-9.9614,1,-0.119911,
0.176,-10.208,1,-0.125333,
0.178,-10.4564,1,-0.123111,
0.18,-10.7122,0.9,-0.130755,
0.182,-10.9685,1,-0.129688,
0.184,-11.2279,1,-0.129688,
0.186,-11.4916,1,-0.128088,
0.188,-11.7626,1,-0.137777,
0.19,-12.0299,1,-0.136177,
0.192,-12.3034,1,-0.136177,
0.194,-12.5756,1,-0.136177,
0.196,-12.8539,1,-0.138933,
0.198,-13.1261,1,-0.135111,
0.2,-13.4111,0.9,-0.138844,
0.202,-13.6937,1,-0.1416,
0.204,-13.9721,0.9,-0.137333,
0.206,-14.2559,0.9,-0.14,
0.208,-14.5458,0.9,-0.144355,
0.21,-14.8363,0.9,-0.147555,
0.212,-15.1262,0.9,-0.143733,
0.214,-15.4204,0.8,-0.147022,
0.216,-15.7183,0.8,-0.149777,
0.218,-16.0216,0.8,-0.153511,
0.22,-16.3262,0.8,-0.1552,
0.222,-16.6356,0.8,-0.152977,
0.224,-16.9524,0.8,-0.159466,
0.226,-17.2722,0.8,-0.16,
0.228,-17.5957,0.8,-0.163288,
