Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1666,-5.3,1.369,0.000533,
0.005,-0.1636,-5.2,6.385,0.002133,
0.01,-0.169,-5.4,2.682,-0.001066,
0.015,-0.1636,-5.2,2.427,0.003733,
0.02,-0.1666,-5.4,0.248,0.001066,
0.025,-0.1684,-5.2,0.33,0.000533,
0.03,-0.169,-5.3,-1.273,-0.0016,
0.035,-0.1678,-5.2,0.782,-0.000533,
0.04,-0.1715,-5.3,-3.783,-0.003822,
0.045,-0.169,-5.3,-2.328,-0.000533,
0.05,-0.1727,-5.3,-5.161,-0.002666,
0.055,-0.1727,-5.2,1.85,0.000533,
0.06,-0.1806,-5.3,-4.084,-0.004266,
0.065,-0.1849,-5.3,0.557,-0.001066,
0.07,-0.191,-5.3,1.431,-0.002666,
0.075,-0.1982,-5.3,5.803,0,
0.08,-0.23,-5.6,-2.68,-0.010844,
0.085,-0.3087,-5.5,0.404,-0.0168,
0.09,-0.4436,-5.5,-2.491,-0.031466,
0.095,-0.6029,-5.4,4.117,-0.034133,
0.1,-0.7744,-5.3,-0.019,-0.0336,
0.105,-0.9453,-5.2,6.803,-0.028711,
0.11,-1.1217,-5.3,-4.716,-0.039022,
0.115,-1.278,-5.2,6.231,-0.028266,
0.12,-1.4354,-5.2,-5.359,-0.034666,
0.125,-1.5795,-5.3,-0.242,-0.031999,
0.13,-1.7266,-5.3,-1.293,-0.033688,
0.135,-1.8877,-5.4,0.989,-0.031466,
0.14,-2.0647,-5.4,-4.109,-0.037955,
0.145,-2.2527,-5.3,-0.099,-0.038488,
0.15,-2.4553,-5.4,-0.954,-0.041244,
0.155,-2.672,-5.3,8.618,-0.042844,
0.16,-2.8942,-5.4,-1.561,-0.0456,
0.165,-3.1188,-5.3,-2.608,-0.046666,
0.17,-3.3544,-5.4,-2.33,-0.048355,
0.175,-3.5936,-5.4,-0.068,-0.049333,
0.18,-3.8469,-5.4,-6.625,-0.055822,
0.185,-4.0966,-5.3,3.613,-0.0472,
0.19,-4.3657,-5.3,-1.429,-0.054755,
0.195,-4.6294,-5.3,-1.339,-0.053155,
0.2,-4.898,-5.4,-3.169,-0.055911,
0.205,-5.1671,-5.4,1.763,-0.051022,
0.21,-5.4613,-5.3,-1.784,-0.056977,
0.215,-5.7653,-5.3,3.708,-0.059733,
0.22,-6.0771,-5.3,-4.799,-0.064533,
0.225,-6.3915,-5.3,2.412,-0.061333,
0.23,-6.7192,-5.3,-3.078,-0.066666,
