Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1672,-5.2,-0.634,0,
0.005,-0.1672,-5.3,-2.739,0.002755,
0.01,-0.1697,-5.1,2.74,-0.002222,
0.015,-0.1691,-5.4,-3.528,0,
0.02,-0.1709,-5.2,3.641,-0.002133,
0.025,-0.1715,-5.3,-0.533,-0.001066,
0.03,-0.1703,-5.2,0.374,0.0016,
0.035,-0.1703,-5.3,-4.436,-0.001066,
0.04,-0.1727,-5.2,4.018,0,
0.045,-0.1697,-5.3,-1.252,0.001066,
0.05,-0.1727,-5.2,2.985,0.001688,
0.055,-0.1746,-5.3,-3.441,0,
0.06,-0.1807,-5.2,3.661,-0.001688,
0.065,-0.1855,-5.3,-1.05,-0.001066,
0.07,-0.1904,-5.2,1.294,0,
0.075,-0.1947,-5.4,-1.951,0,
0.08,-0.2221,-5.5,-0.47,-0.009777,
0.085,-0.2947,-5.6,-3.162,-0.020088,
0.09,-0.4186,-5.4,1.367,-0.027111,
0.095,-0.5718,-5.4,-2.415,-0.030399,
0.1,-0.7457,-5.2,7.387,-0.033066,
0.105,-0.9227,-5.2,0.713,-0.030844,
0.11,-1.0985,-5.2,3.938,-0.0336,
0.115,-1.2517,-5.2,-0.575,-0.028711,
0.12,-1.4031,-5.2,0.262,-0.029333,
0.125,-1.5477,-5.3,-2.333,-0.027111,
0.13,-1.6979,-5.3,3.292,-0.028177,
0.135,-1.8578,-5.4,-3.037,-0.028711,
0.14,-2.0318,-5.3,1.362,-0.035288,
0.145,-2.2228,-5.4,0.736,-0.036355,
0.15,-2.4254,-5.3,2.696,-0.040088,
0.155,-2.6366,-5.3,0.62,-0.041244,
0.16,-2.8563,-5.3,2.085,-0.041777,
0.165,-3.0816,-5.3,-4.656,-0.041244,
0.17,-3.3165,-5.2,3.434,-0.044977,
0.175,-3.5528,-5.3,-2.406,-0.045066,
0.18,-3.7993,-5.3,1.414,-0.0472,
