Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1617,-5.2,0.384,-0.001066,
0.005,-0.1586,-5.3,-0.691,0.001688,
0.01,-0.1623,-5.2,1.509,0,
0.015,-0.158,-5.3,-3.439,0.002222,
0.02,-0.1611,-5.2,-3.865,-0.000533,
0.025,-0.1623,-5.3,-1.655,0,
0.03,-0.1629,-5.2,0.645,0.001066,
0.035,-0.1647,-5.3,-0.095,0,
0.04,-0.1635,-5.2,-0.485,0.000533,
0.045,-0.1678,-5.2,1.731,-0.002133,
0.05,-0.1684,-5.2,-0.649,-0.003822,
0.055,-0.1672,-5.2,2.335,0.000533,
0.06,-0.1721,-5.2,-1.552,-0.003822,
0.065,-0.1794,-5.3,-2.574,0.002666,
0.07,-0.1855,-5.2,-3.108,-0.002755,
0.075,-0.1879,-5.3,-2.227,-0.002133,
0.08,-0.2049,-5.6,-3.55,-0.008622,
0.085,-0.2763,-5.6,-2.197,-0.018933,
0.09,-0.407,-5.5,-0.546,-0.030399,
0.095,-0.5681,-5.4,0.486,-0.029866,
0.1,-0.7518,-5.2,3.171,-0.034133,
0.105,-0.9367,-5.2,0.838,-0.036888,
0.11,-1.1144,-5.1,-1.336,-0.035822,
0.115,-1.2724,-5.2,0.184,-0.029244,
0.12,-1.4293,-5.2,-2.291,-0.034755,
0.125,-1.5691,-5.2,-4.781,-0.026044,
0.13,-1.7162,-5.3,-1.891,-0.031466,
0.135,-1.87,-5.3,3.339,-0.027111,
0.14,-2.047,-5.3,-1.979,-0.041777,
0.145,-2.2252,-5.3,2.713,-0.032533,
0.15,-2.4333,-5.3,-0.44,-0.040711,
0.155,-2.6476,-5.3,1.908,-0.041244,
0.16,-2.8716,-5.2,-1.43,-0.046666,
0.165,-3.1004,-5.2,3.499,-0.042844,
0.17,-3.3452,-5.2,0.39,-0.053688,
0.175,-3.5844,-5.3,5.719,-0.049333,
0.18,-3.8359,-5.2,-4.175,-0.055288,
0.185,-4.0807,-5.3,-3.615,-0.049422,
0.19,-4.3401,-5.3,-2.159,-0.053777,
0.195,-4.608,-5.3,0.751,-0.051022,
0.2,-4.8851,-5.3,-1.507,-0.056977,
0.205,-5.1683,-5.4,-3.041,-0.055288,
0.21,-5.4558,-5.3,0.641,-0.054311,
0.215,-5.7603,-5.3,0.059,-0.062311,
0.22,-6.0698,-5.3,-0.943,-0.063466,
0.225,-6.3792,-5.3,1.173,-0.058577,
0.23,-6.7027,-5.3,-3.006,-0.0656,
0.235,-7.0256,-5.3,-2.003,-0.066755,
0.24,-7.3576,-5.3,-1.699,-0.069955,
0.245,-7.7025,-5.3,-1.764,-0.070577,
0.25,-8.0595,-5.3,1.388,-0.073777,
0.255,-8.419,-5.3,0.83,-0.070488,
0.26,-8.7938,-5.2,-0.802,-0.076,
0.265,-9.1747,-5.3,0.416,-0.073866,
0.27,-9.5592,-5.3,-2.445,-0.079733,
0.275,-9.9498,-5.3,0.052,-0.076533,
0.28,-10.3496,-5.3,-9.687,-0.085155,
0.285,-10.7488,-5.3,1.569,-0.078133,
0.29,-11.1595,-5.3,4.566,-0.080266,
0.295,-11.5733,-5.3,5.985,-0.081333,
0.3,-11.9963,-5.3,3.283,-0.085688,
0.305,-12.4229,-5.3,-0.29,-0.083466,
0.31,-12.8416,-5.4,-5.554,-0.086755,
0.315,-13.2726,-5.4,1.749,-0.085244,
0.32,-13.7169,-5.3,1.242,-0.0928,
0.325,-14.1637,-5.4,3.701,-0.0912,
0.33,-14.6202,-5.4,-4.363,-0.093333,
0.335,-15.078,-5.4,-2.755,-0.090666,
0.34,-15.5425,-5.4,1.284,-0.0928,
0.345,-16.0082,-5.4,-0.78,-0.091733,
0.35,-16.4806,-5.3,-1.604,-0.097688,
0.355,-16.9463,-5.3,1.74,-0.0928,
0.36,-17.4168,-5.4,-1.715,-0.095466,
0.365,-17.8844,-5.4,1.86,-0.092266,
0.37,-18.3501,-5.3,1.073,-0.090044,
0.375,-18.8152,-5.4,-2.188,-0.092266,
0.38,-19.2796,-5.4,-2.809,-0.092711,
0.385,-19.7527,-5.4,0.687,-0.093866,
0.39,-20.2324,-5.4,0.613,-0.094933,
0.395,-20.7188,-5.4,1.508,-0.098133,
0.4,-21.2108,-5.4,2.343,-0.099288,
0.405,-21.7015,-5.3,1.948,-0.099288,
0.41,-22.1983,-5.3,-1.203,-0.101955,
0.415,-22.686,-5.3,2.714,-0.097688,
0.42,-23.17,-5.3,4.147,-0.0976,
0.425,-23.6528,-5.4,1.885,-0.096,
0.43,-24.1319,-5.4,-5.829,-0.097066,
0.435,-24.6056,-5.3,2.632,-0.0928,
0.44,-25.0816,-5.5,-0.37,-0.098666,
0.445,-25.565,-5.4,0.338,-0.100888,
0.45,-26.0545,-5.5,-1.677,-0.099822,
0.455,-26.5514,-5.5,-0.181,-0.100355,
0.46,-27.0543,-5.4,-0.026,-0.099288,
0.465,-27.5584,-5.4,0.062,-0.100888,
0.47,-28.065,-5.4,0.098,-0.101955,
0.475,-28.5741,-5.4,0.89,-0.103111,
0.48,-29.0813,-5.4,-2.167,-0.105777,
0.485,-29.586,-5.4,1.899,-0.098755,
0.49,-30.0951,-5.4,-1.787,-0.104711,
0.495,-30.6047,-5.4,3.231,-0.098222,
0.5,-31.1223,-5.4,-0.091,-0.105244,
0.505,-31.6454,-5.4,1.495,-0.106933,
0.51,-32.1764,-5.3,0.588,-0.109066,
0.515,-32.7019,-5.4,-2.377,-0.104177,
0.52,-33.2317,-5.4,-3.442,-0.109599,
0.525,-33.7566,-5.4,2.221,-0.102044,
0.53,-34.2839,-5.4,-2.641,-0.107377,
0.535,-34.8058,-5.4,-1.22,-0.107999,
0.54,-35.3203,-5.4,0.314,-0.100355,
0.545,-35.8415,-5.4,2.006,-0.102488,
0.55,-36.3591,-5.4,2.086,-0.101422,
0.555,-36.8767,-5.3,-1.595,-0.103111,
0.56,-37.3894,-5.3,-0.872,-0.102044,
0.565,-37.9051,-5.3,0.562,-0.104177,
0.57,-38.419,-5.3,-2.298,-0.104088,
0.575,-38.9348,-5.3,1.251,-0.104177,
0.58,-39.4481,-5.3,2.32,-0.099822,
0.585,-39.9553,-5.3,1.335,-0.099822,
0.59,-40.4619,-5.3,2.855,-0.100888,
0.595,-40.9666,-5.2,4.022,-0.099822,
0.6,-41.4616,-5.2,0.009,-0.098133,
0.605,-41.9542,-5.3,1.052,-0.099822,
0.61,-42.4455,-5.3,-1.093,-0.100355,
0.615,-42.9247,-5.2,0.489,-0.093333,
0.62,-43.4013,-5.3,-0.402,-0.0944,
0.625,-43.8805,-5.3,-6.472,-0.100977,
0.63,-44.3541,-5.3,2.292,-0.095466,
0.635,-44.8259,-5.3,3.116,-0.0928,
0.64,-45.2947,-5.3,1.922,-0.090666,
0.645,-45.7603,-5.3,-0.391,-0.091644,
0.65,-46.223,-5.3,0.59,-0.091111,
0.655,-46.6814,-5.3,0.037,-0.0944,
0.66,-47.1288,-5.3,0.102,-0.086844,
0.665,-47.578,-5.3,1.182,-0.091733,
0.67,-48.0187,-5.3,1.618,-0.085777,
0.675,-48.4605,-5.3,-1.574,-0.088355,
0.68,-48.9043,-5.3,0.593,-0.087377,
0.685,-49.3395,-5.2,-1.498,-0.088977,
0.69,-49.7679,-5.3,-1.325,-0.085688,
0.695,-50.2019,-5.3,-1.687,-0.085155,
0.7,-50.6328,-5.2,3.635,-0.083022,
0.705,-51.0594,-5.3,2.398,-0.083022,
0.71,-51.48,-5.2,4.659,-0.080355,
0.715,-51.9041,-5.3,1.158,-0.083466,
0.72,-52.3106,-5.3,-0.725,-0.0808,
0.725,-52.711,-5.3,-3.123,-0.078666,
0.73,-53.1078,-5.3,1.409,-0.076,
0.735,-53.5033,-5.3,-0.958,-0.081422,
0.74,-53.8884,-5.3,3.091,-0.071644,
0.745,-54.2772,-5.3,1.044,-0.078133,
0.75,-54.6581,-5.3,-0.106,-0.076,
0.755,-55.0304,-5.3,-2.349,-0.073244,
0.76,-55.3947,-5.3,1.017,-0.070488,
0.765,-55.7567,-5.3,0.95,-0.072177,
0.77,-56.1156,-5.3,-1.345,-0.073244,
0.775,-56.4629,-5.3,1.858,-0.068977,
0.78,-56.8053,-5.3,0.395,-0.068355,
0.785,-57.1397,-5.3,2.556,-0.063999,
0.79,-57.4614,-5.4,1.433,-0.060799,
0.795,-57.7867,-5.3,1.703,-0.062933,
0.8,-58.0943,-5.3,1.241,-0.058044,
0.805,-58.3989,-5.3,0.946,-0.061333,
0.81,-58.6919,-5.3,0.814,-0.059199,
0.815,-58.98,-5.3,2.261,-0.058133,
0.82,-59.2528,-5.3,0.519,-0.051022,
0.825,-59.5195,-5.4,2.008,-0.052622,
0.83,-59.7801,-5.4,1.503,-0.052088,
0.835,-60.0371,-5.3,0.757,-0.050488,
0.84,-60.291,-5.4,1.902,-0.049955,
0.845,-60.5357,-5.4,-2.554,-0.052622,
0.85,-60.7671,-5.3,2.11,-0.046133,
0.855,-60.9911,-5.3,-0.375,-0.046133,
0.86,-61.201,-5.3,0.654,-0.041244,
0.865,-61.4098,-5.3,-2.28,-0.041244,
0.87,-61.6173,-5.3,0.422,-0.039644,
0.875,-61.8144,-5.3,-3.079,-0.040622,
0.88,-62.0055,-5.4,3.575,-0.035288,
0.885,-62.1935,-5.3,-2.127,-0.039644,
0.89,-62.3674,-5.3,2.276,-0.030399,
0.895,-62.5365,-5.4,-0.841,-0.031466,
0.9,-62.6933,-5.3,-1.914,-0.026044,
0.905,-62.8478,-5.3,2.181,-0.029866,
0.91,-62.982,-5.3,-1.821,-0.026577,
0.915,-63.1151,-5.4,1.361,-0.030399,
0.92,-63.2372,-5.6,1.316,-0.022844,
0.925,-63.3568,-5.8,0.835,-0.029866,
0.93,-63.4532,-6.5,3.113,-0.018933,
0.935,-63.5381,-6.5,4.2,-0.015733,
0.94,-63.6107,-6.5,-2.116,-0.016266,
0.945,-63.6852,-6.6,-2.048,-0.016355,
0.95,-63.7627,-6.6,-1.369,-0.014666,
0.955,-63.8322,-6.6,-1.051,-0.0168,
0.96,-63.8927,-6.7,-3.602,-0.011377,
0.965,-63.947,-6.6,3.606,-0.010844,
0.97,-63.9989,-6.5,2.052,-0.008711,
0.975,-64.0447,-6.6,-1.751,-0.010933,
0.98,-64.0752,-6.5,0.862,-0.003288,
0.985,-64.1051,-6.5,-3.224,-0.009777,
0.99,-64.1161,-6.5,2.512,0,
0.995,-64.1234,-6.4,-0.469,-0.003822,
1,-64.127,-6.5,-1.302,-0.0016,
1.005,-64.1624,-6.6,-5.005,-0.012977,
1.01,-64.2815,-6.6,-0.539,-0.030933,
1.015,-64.4853,-6.6,-5.973,-0.0472,
1.02,-64.7911,-6.6,-6.045,-0.066222,
1.025,-65.1909,-6.7,-2.681,-0.084088,
1.03,-65.6694,-6.8,-5.018,-0.103111,
1.035,-66.2132,-7.2,-4.413,-0.114488,
1.04,-66.8034,-7.4,-0.677,-0.120444,
1.045,-67.4168,-7.3,-0.517,-0.123644,
1.05,-68.0431,-7.7,0.44,-0.126399,
1.055,-68.676,-8.7,0.821,-0.127999,
1.06,-69.2845,-10,3.293,-0.119911,
1.065,-69.8601,-11.4,2.564,-0.109599,
1.07,-70.3832,-19.6,7.578,-0.095022,
1.075,-70.6804,-32.2,16.03,-0.029333,
1.08,-70.7018,-33,2.784,0.002666,
1.085,-70.6859,-31.3,-0.016,-0.001066,
1.09,-70.6944,-31.9,-0.44,-0.002666,
1.095,-70.7097,-33.2,0.545,-0.003822,
1.1,-70.7213,-33.8,-3.747,-0.005955,
1.105,-70.7353,-35.3,-1.667,-0.006488,
1.11,-70.764,-37,4.066,-0.005422,
1.115,-70.7744,-37.6,-2.081,-0.001066,
1.12,-70.7744,-37.3,-3.434,-0.001066,
1.125,-70.7713,-36.9,5.978,0.004355,
1.13,-70.7707,-36.5,-0.49,0.001066,
1.135,-70.7756,-36.5,0.531,-0.000533,
1.14,-70.7738,-36.7,2.541,0.002133,
1.145,-70.7762,-36.9,0.331,-0.000533,
1.15,-70.7756,-36.9,3.523,-0.000533,
1.155,-70.7774,-36.7,-2.014,-0.000533,
1.16,-70.7768,-36.5,-1.764,-0.001066,
1.165,-70.7787,-36.4,0.745,-0.002755,
1.17,-70.7756,-36.4,2.145,0.003288,
1.175,-70.7799,-36.5,-3.978,-0.001688,
1.18,-70.7762,-36.5,-0.741,0.001066,
1.185,-70.7787,-36.4,-1.767,0.0016,
1.19,-70.7805,-36.4,0.024,0.000533,
1.195,-70.7811,-36.4,-2.36,-0.003288,
1.2,-70.778,-36.5,-2.717,-0.000533,
1.205,-70.7811,-36.6,-3.288,-0.001066,
1.21,-70.7811,-36.6,0.167,-0.001066,
1.215,-70.7811,-36.5,-0.969,0,
1.22,-70.7811,-36.4,0.249,-0.001066,
1.225,-70.7811,-36.4,-0.097,0,
1.23,-70.7811,-36.4,0.042,0,
1.235,-70.7811,-36.5,2.474,0.000533,
1.24,-70.7811,-36.5,-2.935,0,
1.245,-70.7811,-36.5,0.825,0.000533,
1.25,-70.7823,-36.6,1.622,-0.001066,
1.255,-70.786,-36.6,-2.142,-0.003288,
1.26,-70.7866,-36.4,-2.39,-0.0016,
1.265,-70.7866,-36.6,5.835,0,
1.27,-70.7854,-36.6,0.24,-0.000533,
1.275,-70.7866,-36.7,1.677,0.001066,
