Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.2959,-5.2,-3.261,0.007022,
0.005,-0.1927,-4.5,8.039,0.038577,
0.01,-0.1666,-4.8,-6.637,-0.011377,
0.015,-0.166,-5.7,4.613,0.006488,
0.02,-0.1727,-5.2,-4.77,-0.004355,
0.025,-0.1715,-5.2,-0.036,-0.001688,
0.03,-0.1696,-5.2,-0.284,0.003288,
0.035,-0.1702,-5.2,0.554,0.001688,
0.04,-0.1739,-5.3,-6.154,-0.003822,
0.045,-0.1721,-5.3,1.172,0.0016,
0.05,-0.1757,-5.4,-1.783,0,
0.055,-0.177,-5.2,6.898,0.0016,
0.06,-0.1855,-5.3,-1.806,-0.004355,
0.065,-0.197,-5.3,0.615,-0.002755,
0.07,-0.2025,-5.3,-3.088,-0.002755,
0.075,-0.208,-5.4,-1.411,-0.002755,
0.08,-0.2501,-5.5,-6.788,-0.014133,
0.085,-0.327,-5.4,6.739,-0.014666,
0.09,-0.446,-5.5,-4.181,-0.023288,
0.095,-0.5907,-5.3,4.196,-0.028799,
0.1,-0.7603,-5.3,-2.683,-0.037422,
0.105,-0.93,-5.2,-0.562,-0.036355,
0.11,-1.0991,-5.2,-2.005,-0.0336,
0.115,-1.2584,-5.2,1.44,-0.027644,
0.12,-1.4189,-5.3,-0.464,-0.032533,
0.125,-1.5672,-5.2,1.798,-0.031999,
0.13,-1.7235,-5.3,-0.024,-0.031466,
0.135,-1.8834,-5.3,1.676,-0.034222,
0.14,-2.0531,-5.3,-4.371,-0.035288,
0.145,-2.2368,-5.3,-4.111,-0.036888,
0.15,-2.4406,-5.3,-0.889,-0.043377,
0.155,-2.6488,-5.3,1.786,-0.036888,
0.16,-2.874,-5.3,-1.718,-0.043911,
0.165,-3.1059,-5.3,3.583,-0.044444,
0.17,-3.347,-5.3,-4.235,-0.048266,
0.175,-3.5863,-5.2,5.19,-0.042311,
0.18,-3.8377,-5.3,-4.876,-0.0488,
0.185,-4.088,-5.4,4.239,-0.045066,
0.19,-4.3492,-5.3,-1.349,-0.053155,
0.195,-4.6184,-5.3,1.629,-0.053155,
0.2,-4.9022,-5.2,-5.544,-0.059111,
0.205,-5.1793,-5.3,2.36,-0.053688,
0.21,-5.4704,-5.3,-1.99,-0.059111,
0.215,-5.7665,-5.3,4.39,-0.055911,
0.22,-6.0759,-5.2,-5.251,-0.062399,
0.225,-6.389,-5.2,4.948,-0.059644,
0.23,-6.7094,-5.3,-3.512,-0.067733,
0.235,-7.0335,-5.3,1.475,-0.0672,
0.24,-7.3705,-5.3,-3.55,-0.067822,
0.245,-7.7177,-5.3,0.979,-0.068355,
0.25,-8.0742,-5.4,-3.221,-0.072177,
0.255,-8.4355,-5.3,-0.437,-0.071555,
0.26,-8.8109,-5.3,-4.041,-0.076533,
0.265,-9.1893,-5.3,3.611,-0.074311,
0.27,-9.572,-5.3,0.275,-0.077066,
0.275,-9.9602,-5.3,3.656,-0.077066,
0.28,-10.3593,-5.3,-3.056,-0.081333,
0.285,-10.7658,-5.3,-0.014,-0.081866,
0.29,-11.1797,-5.3,-0.839,-0.084711,
0.295,-11.5923,-5.3,0.413,-0.080355,
0.3,-12.0152,-5.3,-0.646,-0.084622,
0.305,-12.4333,-5.3,4.509,-0.0808,
0.31,-12.849,-5.4,-5.957,-0.085777,
